#vuds_ident alpha delta id_iau id_candels z_spec zflags magi model age age_loweff1sig age_higheff1sig log_stellar_mass stellar_mass_loweff1sig stellar_mass_higheff1sig log_star_formation_rate star_formation_rate_loweff1sig star_formation_rate_higheff1sig log_specific_sfr specific_sfr_loweff1sig specific_sfr_higheff1sig m_k k ek z_1a ra dec flag
5101237678 150.15788269 2.34730196 VUDS-J100037.89+022050.2 13991 0.0000 4 23.625 5 1420870000 284326000 7114150000 7.14112 7.02241 7.30924 -2.74693 -3.02808 -2.43931 -9.02162 -9.95366 -8.27188 23.072 23.072 0.073 0.0 150.15788269 2.34730196 4
5101237723 150.16078186 2.34923792 VUDS-J100038.58+022057.2 14168 2.3068 2 24.876 9 372578000 144002000 994093000 9.77548 9.57305 9.9484 1.37975 1.10335 1.61825 -8.38971 -8.80962 -7.99164 -22.304 23.504 0.104 2.3068 150.16078186 2.34923792 2
5101238475 150.19841003 2.34281111 VUDS-J100047.61+022034.1 13718 6.0600 9 24.936 12 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.60161 3.50082 3.70168 -99.0 -99.0 -99.0 -26.28 22.142 0.029 6.06 150.19841003 2.34281111 9
5101238946 150.14840698 2.33748889 VUDS-J100035.61+022014.9 13174 1.1891 1 24.07 11 173061000 92744000 331431000 9.34997 9.21974 9.44854 1.27878 1.16476 1.64768 -8.07826 -8.20826 -7.54676 -20.659 22.756 0.058 1.1891 150.14840698 2.33748889 1
5101239099 150.20385742 2.33874202 VUDS-J100048.92+022019.4 13264 0.3480 4 24.577 1 1014760000 440525000 2223120000 7.95999 7.82291 8.097 -0.899959 -1.17368 -0.641287 -8.85711 -9.20729 -8.52798 -17.819 -99.9 -99.9 0.348 150.20385742 2.33874202 4
5101239530 150.15371704 2.33701611 VUDS-J100036.89+022013.2 13099 2.4408 2 24.518 1 54721100 47666100 128459000 9.38971 9.32288 9.57592 1.71879 1.63842 1.78929 -7.65686 -7.86572 -7.53194 -21.413 24.358 0.254 2.4408 150.15371704 2.33701611 2
5101239631 150.16572571 2.33618212 VUDS-J100039.77+022010.2 13048 2.8777 1 24.951 8 433678000 150157000 1153620000 9.88874 9.46924 10.2998 1.42844 1.19924 1.66743 -8.46985 -8.91484 -8.0006 -21.26 -99.9 -99.9 2.8777 150.16572571 2.33618212 1
5101240553 150.17929077 2.32869196 VUDS-J100043.02+021943.2 12480 2.5585 3 24.051 11 362140000 195821000 529196000 9.6984 9.573 9.81545 1.35582 1.24753 1.49389 -8.3585 -8.55116 -8.08771 -21.679 23.379 0.091 2.5585 150.17929077 2.32869196 3
5101240563 150.18836975 2.32918906 VUDS-J100045.20+021945.0 12533 2.2879 3 24.324 1 252770000 125059000 426650000 9.64476 9.48445 9.77523 1.35608 1.10556 1.58106 -8.28155 -8.6278 -7.92918 -21.7 23.362 0.105 2.2879 150.18836975 2.32918906 3
5101241758 150.18347168 2.32048893 VUDS-J100044.03+021913.7 11861 2.8187 1 24.664 11 151479000 53897500 334642000 9.32699 9.08353 9.54815 1.35192 1.16704 1.51131 -7.98275 -8.29504 -7.61222 -20.445 24.847 0.347 2.8187 150.18347168 2.32048893 1
5101242054 150.17501831 2.31498098 VUDS-J100042.00+021853.9 11391 1.0440 4 23.844 5 488742000 311829000 857540000 9.07669 8.99536 9.16426 0.548927 0.393224 0.681462 -8.54611 -8.77024 -8.3223 -20.194 23.73 0.123 1.044 150.17501831 2.31498098 4
5101242274 150.19108582 2.317981 VUDS-J100045.86+021904.7 11634 4.3771 4 24.301 12 166043000 90484600 379519000 9.95027 9.78451 10.1237 1.91187 1.70122 2.13557 -8.0367 -8.38148 -7.65399 -23.176 23.783 0.158 4.3771 150.19108582 2.317981 4
5101242332 150.20050049 2.31603503 VUDS-J100048.11+021857.7 11456 2.8625 3 24.846 5 1222640000 720991000 1724010000 9.97289 9.8557 10.0695 1.0477 0.920568 1.1737 -8.93976 -9.0998 -8.73867 -22.03 23.585 0.118 2.8625 150.20050049 2.31603503 3
5101242475 150.15046692 2.31660008 VUDS-J100036.11+021859.7 11518 2.2758 2 24.636 13 501935000 224968000 970068000 9.52221 9.3253 9.68421 0.993414 0.853124 1.17891 -8.5435 -8.78334 -8.1731 -21.583 24.063 0.184 2.2758 150.15046692 2.31660008 2
5101242482 150.14906311 2.31679392 VUDS-J100035.77+021900.4 11545 0.3551 24 22.851 1 724793000 246106000 1233390000 8.44586 8.36599 8.51467 -0.408476 -0.515951 -0.30161 -8.84381 -8.98062 -8.72772 -18.885 22.3 0.038 0.3551 150.14906311 2.31679392 24
5101242525 150.16952515 2.3131671 VUDS-J100040.68+021847.4 11183 1.0450 22 24.884 3 762802000 339921000 1641720000 9.06101 8.91396 9.18984 0.341068 0.116546 0.58229 -8.71936 -9.05148 -8.36583 -20.084 23.859 0.137 1.045 150.16952515 2.3131671 22
5101242689 150.15608215 2.31531596 VUDS-J100037.45+021855.1 11372 2.5485 21 25.723 10 1844980000 1290150000 2226860000 9.52993 9.40114 9.64011 0.384168 0.293279 0.492014 -9.14244 -9.27141 -8.98932 -20.507 24.042 0.159 2.5485 150.15608215 2.31531596 21
5101243094 150.19299316 2.31307101 VUDS-J100046.32+021847.0 11186 2.6113 2 23.909 3 1618000000 1153630000 1990540000 10.2762 10.2034 10.3602 1.2004 1.13175 1.2694 -9.07409 -9.17008 -8.97951 -22.625 23.068 0.079 2.6113 150.19299316 2.31307101 2
5101243705 150.1519928 2.30920005 VUDS-J100036.47+021833.1 10859 1.0962 2 24.697 5 295943000 147915000 516324000 8.46409 8.32833 8.59131 0.237502 0.0740647 0.430132 -8.20497 -8.48959 -7.94628 -18.655 -99.9 -99.9 1.0962 150.1519928 2.30920005 2
5101244632 150.17764282 2.30321193 VUDS-J100042.63+021811.5 10353 4.5881 2 24.312 8 295718000 119904000 610869000 10.1065 9.91776 10.2737 1.83304 1.63143 2.08196 -8.24831 -8.59634 -7.87977 -23.005 23.703 0.117 4.5881 150.17764282 2.30321193 2
5101244930 150.19859314 2.30064392 VUDS-J100047.66+021802.3 10102 4.5769 4 24.059 11 424027000 169163000 831075000 9.804 9.58027 9.98873 1.38899 1.2131 1.59296 -8.42476 -8.70545 -8.04997 -22.418 24.354 0.22 4.5769 150.19859314 2.30064392 4
5101245800 150.15736389 2.29496408 VUDS-J100037.76+021741.8 9617 0.6850 4 24.375 12 248341000 113728000 526997000 8.54592 8.40384 8.65775 0.333779 0.133927 0.491855 -8.19169 -8.48694 -7.93459 -19.463 23.568 0.127 0.685 150.15736389 2.29496408 4
5101246128 150.16387939 2.45945907 VUDS-J100039.33+022734.0 22880 2.3319 1 24.998 9 226450000 95552700 707198000 9.3673 9.03246 9.75957 1.19944 0.99989 1.41226 -8.14598 -8.64301 -7.69036 -21.082 -99.9 -99.9 2.3319 150.16387939 2.45945907 1
5101246175 150.16311646 2.45943594 VUDS-J100039.14+022733.9 22868 3.7094 29 26.746 11 393792000 126178000 1028650000 8.9782 8.47197 9.47037 0.560219 0.330508 0.908874 -8.38827 -8.83208 -7.90355 -17.962 -99.9 -99.9 3.7094 150.16311646 2.45943594 29
5101246199 150.14857483 2.45809293 VUDS-J100035.65+022729.1 22830 1.1295 24 23.151 1 173468000 106064000 356546000 9.74822 9.70041 9.82275 1.71025 1.3212 1.83542 -8.04728 -8.51098 -7.90201 -22.071 21.804 0.027 1.1295 150.14857483 2.45809293 24
5101246200 150.14918518 2.4581871 VUDS-J100035.80+022729.4 22781 3.3985 2 24.875 5 311527000 141453000 594038000 9.47563 9.28198 9.64694 1.18931 1.02583 1.38037 -8.27822 -8.57374 -7.96095 -21.551 24.282 0.209 3.3985 150.14918518 2.4581871 2
5101442062 150.14564514 2.45970297 VUDS-J100034.95+022734.9 22909 0.2477 4 24.215 3 791212000 355226000 1667650000 7.47666 7.35388 7.5963 -1.24509 -1.49395 -0.978376 -8.7216 -9.04656 -8.38275 -15.883 24.136 0.216 0.2477 150.14564514 2.45970297 4
5101452699 150.17962646 2.55701303 VUDS-J100043.11+023325.2 28900 2.3100 32 24.477 2 313392000 139443000 563147000 9.56457 9.40316 9.69301 1.24136 1.12068 1.47062 -8.32414 -8.54681 -7.98533 -21.608 23.547 0.129 2.31 150.17962646 2.55701303 32
5101452988 150.18293762 2.55516195 VUDS-J100043.90+023318.5 28996 2.2340 4 23.11 1 173506000 148637000 343144000 10.0682 9.99911 10.1254 1.8543 1.60426 1.96539 -8.17389 -8.50133 -8.0431 -22.759 21.988 0.028 2.234 150.18293762 2.55516195 4
5101453287 150.17778015 2.55310512 VUDS-J100042.66+023311.1 28408 2.9311 4 24.786 5 1209530000 706885000 1710620000 9.90607 9.76895 10.0234 1.00526 0.914438 1.13349 -8.91068 -9.07416 -8.68446 -21.814 23.754 0.158 2.9311 150.17778015 2.55310512 4
5101453329 150.14610291 2.55292702 VUDS-J100035.06+023310.5 28761 3.4140 3 24.792 11 178013000 96911700 389265000 9.64398 9.47038 9.81207 1.55961 1.37209 1.75577 -8.0791 -8.38715 -7.69471 -21.733 23.86 0.157 3.414 150.14610291 2.55292702 3
5101453709 150.16226196 2.5494411 VUDS-J100038.94+023257.9 28784 2.2832 2 24.845 4 457686000 173004000 1043430000 9.68398 9.4892 9.84378 1.20236 0.963275 1.44354 -8.49274 -8.8446 -8.0764 -21.782 23.706 0.145 2.2832 150.16226196 2.5494411 2
5101453973 150.18763733 2.54787707 VUDS-J100045.03+023252.3 28515 2.6130 1 24.898 1 428221000 146474000 1202410000 9.50041 9.12477 9.90004 1.0504 0.84594 1.27272 -8.4605 -8.92518 -7.98907 -21.069 -99.9 -99.9 2.613 150.18763733 2.54787707 1
5101454003 150.16633606 2.54274392 VUDS-J100039.91+023233.8 28670 3.0919 2 24.175 5 905787000 513973000 1378530000 10.3114 10.2042 10.4015 1.51804 1.42454 1.65545 -8.79446 -8.94257 -8.5844 -23.033 23.131 0.079 3.0919 150.16633606 2.54274392 2
5101454346 150.19970703 2.54534698 VUDS-J100047.92+023243.2 28886 3.9900 3 24.34 5 447084000 183768000 854061000 9.69926 9.47073 9.88922 1.2651 1.12483 1.43947 -8.43342 -8.69966 -8.08049 -21.967 -99.9 -99.9 3.99 150.19970703 2.54534698 3
5101454533 150.18431091 2.54348397 VUDS-J100044.23+023236.5 28540 2.7597 3 23.942 1 101984000 49187800 171467000 9.42922 9.30096 9.58439 1.66989 1.57532 1.77951 -7.72871 -7.97676 -7.55644 -22.029 23.751 0.149 2.7597 150.18431091 2.54348397 3
5101454586 150.19822693 2.54353094 VUDS-J100047.57+023236.7 28516 2.2480 1 24.817 5 425488000 198346000 735234000 9.606 9.45189 9.73601 1.17381 1.0366 1.34423 -8.42829 -8.66328 -8.12799 -21.431 23.476 0.117 2.248 150.19822693 2.54353094 1
5101454897 150.16435242 2.54133105 VUDS-J100039.44+023228.7 28314 2.3413 21 23.772 11 50121700 46345600 54205500 9.10005 9.06601 9.13408 1.76139 1.68279 1.84789 -7.3001 -7.36817 -7.23203 -20.593 23.648 0.11 2.3413 150.16435242 2.54133105 21
5101454898 150.16403198 2.54132295 VUDS-J100039.36+023228.7 28343 0.6905 4 24.415 5 368653000 164440000 727815000 8.20801 8.0761 8.32578 -0.171709 -0.377584 0.0830311 -8.38296 -8.6835 -8.01875 -18.201 -99.9 -99.9 0.6905 150.16403198 2.54132295 4
5101455135 150.17459106 2.5405829 VUDS-J100041.90+023226.0 28220 1.2647 9 23.609 13 577131000 306289000 1057990000 9.94702 9.83243 10.0299 1.32672 1.22805 1.65159 -8.61001 -8.7292 -8.15553 -22.341 21.898 0.026 1.2647 150.17459106 2.5405829 9
5101455236 150.14929199 2.54051089 VUDS-J100035.82+023225.8 28271 0.5347 2 24.922 11 690321000 282695000 1791310000 8.10217 7.93657 8.26214 -0.55704 -0.855413 -0.27511 -8.65628 -9.08218 -8.23418 -17.367 24.273 0.229 0.5347 150.14929199 2.54051089 2
5101455396 150.16841125 2.53894806 VUDS-J100040.41+023220.2 28081 1.3234 22 23.115 2 2137140000 1948260000 2361510000 11.0308 10.9834 11.0789 -0.434892 -0.554086 -0.0737944 -11.5325 -11.6464 -11.0793 -23.987 20.201 0.0060 1.3234 150.16841125 2.53894806 22
5101455698 150.18057251 2.53587294 VUDS-J100043.33+023209.1 27921 0.8950 23 23.521 13 268466000 150713000 423585000 9.18875 9.11357 9.28459 0.996809 0.851857 1.09467 -8.15742 -8.43085 -8.04199 -21.038 22.565 0.046 0.895 150.18057251 2.53587294 23
5101455699 150.1809845 2.53591299 VUDS-J100043.43+023209.2 27963 0.8974 3 24.339 10 1030670000 325083000 2980010000 8.87875 8.69999 9.07809 0.0700138 -0.231896 0.405906 -8.80935 -9.30736 -8.28837 -19.345 23.602 0.078 0.8974 150.1809845 2.53591299 3
5101455804 150.15777588 2.53596306 VUDS-J100037.86+023209.4 27923 3.2160 2 24.291 13 172699000 54597700 419729000 10.0488 9.8335 10.2284 2.02686 1.87889 2.21011 -8.04008 -8.34749 -7.62887 -23.348 22.984 0.065 3.216 150.15777588 2.53596306 2
5101463139 150.19769287 2.48577189 VUDS-J100047.44+022908.7 24663 2.4583 3 24.197 11 659874000 396815000 1410600000 10.3652 10.2554 10.4608 1.73434 1.47999 1.88217 -8.63939 -8.97717 -8.40174 -22.992 22.513 0.048 2.4583 150.19769287 2.48577189 3
5101463422 150.15193176 2.48395109 VUDS-J100036.46+022902.2 24485 3.2835 2 24.958 13 137141000 51862100 321022000 9.10877 8.88893 9.32832 1.17611 1.0091 1.41101 -7.93231 -8.26249 -7.55854 -20.533 24.381 0.283 3.2835 150.15193176 2.48395109 2
5101463685 150.18037415 2.48320603 VUDS-J100043.28+022859.5 24467 2.3060 1 24.548 8 1290710000 789959000 1928730000 9.86912 9.75865 9.96811 0.932842 0.81127 1.05677 -8.95333 -9.10875 -8.75768 -21.653 23.534 0.108 2.306 150.18037415 2.48320603 1
5101463868 150.16090393 2.48098707 VUDS-J100038.61+022851.5 24285 0.6941 3 24.385 10 559826000 205320000 1332150000 8.72091 8.57325 8.84964 0.136947 -0.123227 0.45277 -8.59765 -8.95337 -8.12294 -18.966 23.398 0.12 0.6941 150.16090393 2.48098707 3
5101464099 150.20315552 2.47861004 VUDS-J100048.75+022842.9 24100 2.1679 2 24.932 12 350025000 128171000 857923000 9.34526 9.12774 9.5432 1.00212 0.762568 1.25096 -8.33965 -8.73275 -7.93246 -21.285 23.915 0.17 2.1679 150.20315552 2.47861004 2
5101464237 150.18336487 2.47832704 VUDS-J100044.00+022841.9 24097 4.0827 39 24.168 11 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -22.366 23.728 0.155 4.0827 150.18336487 2.47832704 39
5101465151 150.1725769 2.47148705 VUDS-J100041.41+022817.3 23677 3.7088 3 24.726 10 233950000 107903000 501804000 9.74686 9.56557 9.91199 1.5604 1.36537 1.78446 -8.15904 -8.5021 -7.80222 -22.213 -99.9 -99.9 3.7088 150.1725769 2.47148705 3
5101465838 150.1572876 2.46685195 VUDS-J100037.74+022800.6 23366 1.1292 4 24.321 5 776104000 434578000 1355160000 9.12464 9.03297 9.21821 0.403899 0.251334 0.583014 -8.72533 -8.92767 -8.48568 -19.855 23.173 0.093 1.1292 150.1572876 2.46685195 4
5101465882 150.18840027 2.46574497 VUDS-J100045.21+022756.6 23298 2.1191 3 24.34 1 169077000 102410000 333300000 9.16253 8.99918 9.28997 1.08626 0.976228 1.20243 -8.06151 -8.27498 -7.81587 -20.712 24.2 0.233 2.1191 150.18840027 2.46574497 3
5101465883 150.18807983 2.46556091 VUDS-J100045.13+022756.0 23281 0.3458 24 24.562 1 597159000 321356000 1084950000 7.66591 7.54342 7.78109 -0.948384 -1.12194 -0.757824 -8.61687 -8.83764 -8.37616 -17.476 24.501 0.266 0.3458 150.18807983 2.46556091 24
5101466084 150.16827393 2.46450901 VUDS-J100040.38+022752.2 23212 2.8426 2 24.302 11 52341000 46992600 110089000 9.15745 9.10039 9.25773 1.63306 1.47943 1.82154 -7.37948 -7.69661 -7.25743 -20.864 24.074 0.178 2.8426 150.16827393 2.46450901 2
5101466323 150.19969177 2.4631319 VUDS-J100047.92+022747.2 23136 0.3743 4 23.937 10 875548000 437557000 1636630000 8.18826 8.09272 8.28523 -0.539003 -0.779133 -0.329547 -8.74742 -9.03776 -8.44165 -17.111 23.933 0.192 0.3743 150.19969177 2.4631319 4
510253764  150.11312866 2.1814971 VUDS-J100027.14+021053.3 196 2.0851 1 24.952 13 861517000 355973000 1845990000 9.65468 9.43621 9.84226 0.906122 0.710625 1.09118 -8.74694 -9.07225 -8.37739 -22.085 24.587 0.283 2.0851 150.11312866 2.1814971 1
510285782  150.14102173 2.23957801 VUDS-J100033.84+021422.4 5142 3.3360 4 24.994 11 580424000 271282000 1124050000 9.82052 9.63441 9.97496 1.22896 1.05407 1.45117 -8.59551 -8.87785 -8.21672 -21.939 23.79 0.151 3.336 150.14102173 2.23957801 4
510317133  150.08006287 2.29917598 VUDS-J100019.21+021757.0 9996 2.9380 4 24.577 13 486061000 209552000 890395000 9.73053 9.53054 9.89262 1.24333 1.11176 1.43339 -8.50101 -8.74106 -8.12835 -22.109 24.373 0.217 2.938 150.08006287 2.29917598 4
510325615  150.07818604 2.31456995 VUDS-J100018.76+021852.4 11302 3.0889 1 24.411 11 50133600 46349100 54227200 9.28569 9.2476 9.32817 1.89343 1.82496 1.96577 -7.30044 -7.36874 -7.23214 -21.748 -99.9 -99.9 3.0889 150.07818604 2.31456995 1
510342600  150.12072754 2.34443307 VUDS-J100028.97+022039.9 13808 2.1200 1 24.493 2 193901000 106112000 428327000 9.41433 9.2593 9.54826 1.28372 1.04175 1.50099 -8.12566 -8.47037 -7.82072 -21.445 23.586 0.102 2.12 150.12072754 2.34443307 1
510353936  150.10429382 2.36496401 VUDS-J100025.03+022153.8 15521 2.7121 2 24.557 11 50167600 46359100 54288800 8.95038 8.9152 8.98557 1.59823 1.52836 1.6684 -7.30147 -7.37046 -7.23247 -19.968 -99.9 -99.9 2.7121 150.10429382 2.36496401 1
510379326  150.08125305 2.41225696 VUDS-J100019.49+022444.1 19414 3.1681 1 24.256 11 50228800 46377300 54400300 9.20773 9.15989 9.24576 1.88543 1.8077 1.96333 -7.30354 -7.37395 -7.23313 -20.97 23.953 0.179 3.1681 150.08125305 2.41225696 1
510383091  150.07424927 2.41828799 VUDS-J100017.81+022505.8 19898 3.1153 3 24.42 11 566971000 220063000 1117070000 9.25849 8.92958 9.50228 0.738842 0.648691 0.849947 -8.51794 -8.79543 -8.11918 -20.745 -99.9 -99.9 3.1153 150.07424927 2.41828799 3
510387625  150.10044861 2.42858005 VUDS-J100024.10+022542.8 20627 2.4743 3 24.802 13 469130000 189298000 896774000 9.35089 9.11201 9.53373 0.860463 0.71843 1.03363 -8.50425 -8.76823 -8.11616 -21.26 -99.9 -99.9 2.4743 150.10044861 2.42858005 3
510404248  150.0793457 2.4627049 VUDS-J100019.04+022745.7 23109 0.0 3 23.697 1 554680000 161859000 2231330000 7.43007 7.04154 7.51012 -2.4382 -2.897 -2.07795 -8.7357 -9.6296 -8.08408 23.544 23.544 0.132 0.0 150.0793457 2.4627049 3
510409567  150.06744385 2.47247791 VUDS-J100016.18+022820.9 23727 3.2413 32 23.853 9 657424000 394870000 1060490000 9.82285 9.66848 9.9557 1.19667 1.11679 1.28429 -8.65769 -8.81956 -8.44326 -22.16 24.136 0.198 3.234 150.06744385 2.47247791 1
510410944  150.05262756 2.47581697 VUDS-J100012.62+022832.9 23935 2.9047 2 24.965 5 193495000 102777000 425408000 9.29632 9.10697 9.46742 1.17372 1.00949 1.39773 -8.10204 -8.41445 -7.74842 -20.672 24.155 0.196 2.9047 150.05262756 2.47581697 2
510411306  150.08827209 2.47700095 VUDS-J100021.18+022837.2 24006 3.1779 1 24.432 11 50328900 46406800 54582600 9.15738 9.11822 9.19471 1.79779 1.72691 1.87202 -7.30624 -7.37849 -7.234 -21.703 23.675 0.151 3.1779 150.08827209 2.47700095 1
510445964  150.08621216 2.54195905 VUDS-J100020.69+023231.0 28357 3.1118 4 24.668 1 838810000 404850000 1383320000 9.99305 9.85981 10.108 1.20302 1.04786 1.39248 -8.80576 -9.03114 -8.52384 -22.092 23.533 0.112 3.1118 150.08621216 2.54195905 4
510994477  150.09535217 2.28722692 VUDS-J100022.88+021714.0 8991 1.8256 1 24.882 13 127359000 51565300 299733000 9.14678 8.98548 9.28072 1.25003 0.954955 1.52955 -7.92206 -8.20583 -7.53381 -21.425 23.989 0.133 1.8256 150.09535217 2.28722692 1
510994594  150.07244873 2.28263903 VUDS-J100017.38+021657.5 8577 3.2950 4 24.581 5 174904000 95865700 356266000 9.70868 9.54981 9.85691 1.68907 1.50307 1.84037 -8.02991 -8.31976 -7.66637 -22.148 23.145 0.077 3.295 150.07244873 2.28263903 4
510994681  150.12086487 2.28792095 VUDS-J100029.00+021716.5 9054 3.2700 2 24.934 3 539319000 244716000 1101960000 9.92633 9.75339 10.08 1.36296 1.17087 1.59284 -8.56939 -8.87181 -8.18967 -22.526 23.989 0.166 3.27 150.12086487 2.28792095 2
510994894  150.1277771 2.28659296 VUDS-J100030.66+021711.7 8943 3.3400 1 24.778 2 979725000 886582000 1098010000 10.3542 10.306 10.3952 0.650218 0.54913 0.852128 -9.65893 -9.75351 -9.50222 -22.809 23.468 0.096 3.34 150.1277771 2.28659296 1
510995442  150.11947632 2.28459501 VUDS-J100028.67+021704.5 8769 2.5355 2 24.533 13 598911000 286845000 1029180000 9.88258 9.72849 10.0006 1.26109 1.14703 1.52129 -8.61463 -8.80123 -8.24833 -22.263 23.336 0.104 2.5355 150.11947632 2.28459501 2
510996058  150.11190796 2.27760792 VUDS-J100026.85+021639.3 8178 2.4918 4 24.787 11 351654000 160212000 682031000 9.22499 9.01781 9.3956 0.8717 0.71567 1.06257 -8.34865 -8.63587 -8.02222 -20.903 24.3 0.209 2.4918 150.11190796 2.27760792 4
510996193  150.13511658 2.27799606 VUDS-J100032.42+021640.7 8200 2.9537 32 24.582 1 329182000 141613000 625108000 9.58174 9.38053 9.7536 1.26477 1.10487 1.45284 -8.31967 -8.6053 -7.98162 -21.691 -99.9 -99.9 2.9537 150.13511658 2.27799606 32
510996891  150.13192749 2.27270389 VUDS-J100031.66+021621.7 7767 2.5600 3 24.549 11 161995000 93614000 330577000 9.09934 8.92556 9.24509 1.06705 0.934544 1.29485 -8.0143 -8.26171 -7.65928 -20.25 24.145 0.177 2.56 150.13192749 2.27270389 3
510997733  150.14434814 2.2668879 VUDS-J100034.64+021600.7 7312 3.0046 4 24.444 11 567711000 330876000 984106000 9.70282 9.54494 9.83881 1.15231 1.03959 1.2728 -8.55135 -8.74817 -8.31953 -21.592 23.727 0.141 3.0046 150.14434814 2.2668879 4
510997797  150.08421326 2.26633406 VUDS-J100020.21+021558.8 7235 0.2837 4 24.547 9 410905000 166516000 990789000 7.57375 7.42659 7.69989 -0.855066 -1.1217 -0.63228 -8.43565 -8.79507 -8.06143 -16.473 23.906 0.154 0.2837 150.08421326 2.26633406 4
510997852  150.10743713 2.26642704 VUDS-J100025.78+021559.1 7253 3.1780 2 24.786 11 355188000 150507000 717746000 9.6582 9.46425 9.82437 1.29197 1.12083 1.49994 -8.35872 -8.66957 -7.99725 -21.594 24.042 0.155 3.178 150.10743713 2.26642704 2
510998000  150.09388733 2.26566195 VUDS-J100022.53+021556.3 7201 2.0978 2 24.867 1 172653000 89765900 420420000 9.2704 9.07705 9.4338 1.17406 0.923184 1.42039 -8.08741 -8.44966 -7.67035 -21.485 24.543 0.272 2.0978 150.09388733 2.26566195 2
510998227  150.09228516 2.26278901 VUDS-J100022.14+021546.0 6951 0.3254 4 24.178 1 495465000 296475000 963560000 7.81869 7.71778 7.92571 -0.741892 -0.927008 -0.570183 -8.55357 -8.7764 -8.36086 -16.793 23.863 0.099 0.3254 150.09228516 2.26278901 4
510998228  150.0919342 2.26268697 VUDS-J100022.06+021545.6 6950 0.9511 22 23.605 13 279531000 128288000 558226000 9.18148 9.06451 9.37632 0.958355 0.743768 1.10599 -8.14398 -8.62278 -7.98671 -20.876 22.66 0.042 0.9511 150.0919342 2.26268697 22
510998294  150.06561279 2.26153398 VUDS-J100015.74+021541.5 6821 3.8873 21 25.810 2 1402090000 1296380000 1523700000 11.0083 10.969 11.0425 0.706796 0.63418 0.779265 -10.2931 -10.3658 -10.2204 -24.518 23.033 0.058 3.8873 150.06561279 2.26153398 21
510998490  150.0881958 2.26057196 VUDS-J100021.16+021538.0 6760 3.0043 1 24.904 11 315041000 129936000 628063000 9.12932 8.89806 9.32783 0.844144 0.712202 1.04872 -8.26956 -8.57954 -7.91988 -20.806 24.692 0.286 3.0043 150.0881958 2.26057196 1
510998698  150.08221436 2.26106691 VUDS-J100019.73+021539.8 6772 4.0651 9 24.961 11 402762000 151174000 814046000 9.26891 8.94722 9.52986 0.90016 0.814805 1.0267 -8.36164 -8.65822 -7.9636 -20.754 24.37 0.213 4.0651 150.08221436 2.26106691 9
510999013  150.08616638 2.25785398 VUDS-J100020.68+021528.2 6543 3.0338 4 24.635 3 1854580000 1586870000 2078790000 10.3152 10.1913 10.4106 0.794657 0.705594 0.881795 -9.54062 -9.64199 -9.40359 -23.035 24.099 0.165 3.0338 150.08616638 2.25785398 4
510999024  150.08534241 2.25742888 VUDS-J100020.48+021526.7 6746 0.9248 22 22.272 13 741393000 189917000 1472680000 10.1626 9.95992 10.2393 1.52482 1.40041 1.81747 -8.68014 -8.81022 -8.1221 -23.073 21.034 0.01 0.9248 150.08534241 2.25742888 22
510999647  150.09089661 2.25502706 VUDS-J100021.81+021518.0 6359 0.2820 2 24.994 2 1136450000 363461000 3519950000 7.642 7.46218 7.8711 -1.27307 -1.60566 -0.887958 -8.92734 -9.47328 -8.40545 -16.7 -99.9 -99.9 0.282 150.09089661 2.25502706 2
510999708  150.09768677 2.25563002 VUDS-J100023.44+021520.2 6406 3.5575 2 24.671 11 446664000 178941000 893359000 9.73774 9.52526 9.90892 1.28795 1.10177 1.49396 -8.45332 -8.76016 -8.06954 -21.582 23.762 0.143 3.5575 150.09768677 2.25563002 2
510999751  150.13322449 2.25350904 VUDS-J100031.97+021512.6 6263 2.5594 1 24.999 5 302187000 133195000 620374000 9.68226 9.52753 9.83079 1.40678 1.16143 1.65205 -8.2826 -8.62127 -7.94394 -21.738 23.818 0.155 2.5594 150.13322449 2.25350904 1
511001230  150.0700531 2.24267101 VUDS-J100016.81+021433.6 5401 1.8147 2 24.854 5 427950000 170673000 942442000 9.34025 9.17788 9.48536 0.869248 0.649312 1.15065 -8.47058 -8.79681 -8.05818 -20.829 24.158 0.181 1.8147 150.0700531 2.24267101 2
511001325  150.14772034 2.24385095 VUDS-J100035.45+021437.8 5496 1.4660 1 24.927 8 144251000 99886100 189355000 9.15474 9.10349 9.22425 1.28997 1.22056 1.36603 -7.89671 -7.988 -7.80082 -20.493 23.434 0.09 1.466 150.14772034 2.24385095 1
511001423  150.08062744 2.24284291 VUDS-J100019.34+021434.2 5437 2.4416 4 23.826 1 264511000 131979000 419787000 10.0636 9.90082 10.1667 1.86622 1.46353 2.05122 -8.17908 -8.73283 -7.8347 -22.558 22.427 0.048 2.4416 150.08062744 2.24284291 4
511001461  150.07292175 2.24274397 VUDS-J100017.50+021433.8 5461 2.6986 4 24.059 2 121613000 54980700 202687000 9.89948 9.79222 10.0132 1.95428 1.84244 2.17945 -7.94617 -8.09911 -7.62907 -22.943 23.325 0.104 2.6986 150.07292175 2.24274397 4
