#vuds_ident alpha delta id_iau id_candels z_spec zflags magi model age age_loweff1sig age_higheff1sig log_stellar_mass stellar_mass_loweff1sig stellar_mass_higheff1sig log_star_formation_rate star_formation_rate_loweff1sig star_formation_rate_higheff1sig log_specific_sfr specific_sfr_loweff1sig specific_sfr_higheff1sig m_k k ek z_1a ra dec flag
511001467  150.09524536 2.24233699 VUDS-J100022.85+021432.4 5382 2.0970 3 24.434 11 227247000 106872000 503509000 9.64202 9.49663 9.77063 1.55453 1.19551 1.72621 -8.09202 -8.53029 -7.69434 -21.618 22.874 0.065 2.097 150.09524536 2.24233699 3
511001501  150.11526489 2.24191689 VUDS-J100027.66+021430.9 5351 2.2203 4 24.104 12 135788000 54243500 239566000 9.38968 9.18816 9.53522 1.47761 1.38004 1.56611 -7.90428 -8.13813 -7.64115 -21.713 23.241 0.077 2.2203 150.11526489 2.24191689 4
511001667  150.10108948 2.24172902 VUDS-J100024.26+021430.2 5332 2.6457 4 24.221 8 159804000 56028200 287821000 9.65374 9.44883 9.7785 1.67863 1.47082 1.81964 -8.00634 -8.24387 -7.65243 -22.174 23.699 0.14 2.6457 150.10108948 2.24172902 4
511001840  150.12495422 2.23696899 VUDS-J100029.98+021413.0 4972 1.8308 31 23.785 11 263121000 146989000 342970000 10.252 10.1853 10.332 2.16786 1.85256 2.25696 -8.0783 -8.53117 -7.9767 -23.234 21.831 0.026 1.8308 150.12495422 2.23696899 31
511001847  150.10946655 2.2400701 VUDS-J100026.27+021424.2 5240 2.4363 3 24.482 13 1309770000 831246000 1853680000 10.5323 10.4358 10.6138 1.60513 1.51895 1.69261 -8.95058 -9.07253 -8.77298 -23.462 22.614 0.044 2.4363 150.10946655 2.2400701 3
511002072  150.11764526 2.23830199 VUDS-J100028.23+021417.8 5046 2.1300 1 24.861 1 297209000 139609000 539990000 9.05034 8.86505 9.2087 0.769718 0.6023 0.950995 -8.27133 -8.56878 -7.96563 -19.934 24.711 0.308 2.13 150.11764526 2.23830199 1
511002137  150.12278748 2.23734307 VUDS-J100029.46+021414.4 4980 1.1456 2 24.453 1 456915000 305059000 808336000 9.26709 9.18933 9.34697 0.714269 0.590028 0.816815 -8.55658 -8.73893 -8.43158 -20.562 23.269 0.081 1.1456 150.12278748 2.23734307 2
511002138  150.12243652 2.23710608 VUDS-J100029.38+021413.5 4913 0.7469 29 24.282 10 170182000 50868200 348257000 8.70987 8.4728 8.81422 0.669972 0.495456 1.09443 -8.05311 -8.31135 -7.32273 -20.165 23.786 0.135 0.7469 150.12243652 2.23710608 29
511002172  150.06344604 2.237046 VUDS-J100015.22+021413.3 4935 2.2831 1 24.498 2 371024000 161993000 782207000 9.6578 9.47337 9.80358 1.24661 1.02825 1.46159 -8.42097 -8.73205 -8.04184 -21.924 23.598 0.128 2.2831 150.06344604 2.237046 1
511002175  150.06440735 2.23668909 VUDS-J100015.45+021412.0 5141 0.2079 24 20.915 2 900312000 823696000 978624000 8.69965 8.66563 8.73389 -0.904387 -0.977034 -0.823122 -9.60439 -9.67703 -9.52311 -18.991 20.638 0.013 0.2079 150.06440735 2.23668909 24
511002524  150.10527039 2.23548508 VUDS-J100025.26+021407.7 4774 2.4872 1 24.745 1 394300000 164990000 773514000 9.36323 9.16109 9.53388 0.945317 0.77107 1.15957 -8.42351 -8.70466 -8.04333 -20.806 23.847 0.143 2.4872 150.10527039 2.23548508 1
511006489  150.07696533 2.18908691 VUDS-J100018.47+021120.7 676 2.2351 2 23.907 13 1211370000 670272000 1965150000 10.1213 10.0029 10.2263 1.23196 1.06176 1.36657 -8.88397 -9.13632 -8.67476 -22.717 23.326 0.091 2.2351 150.07696533 2.18908691 2
511009107  150.14825439 2.1886549 VUDS-J100035.57+021119.1 655 0.3590 3 24.639 9 1174090000 485147000 2668770000 7.97724 7.8271 8.13345 -0.921032 -1.19946 -0.670367 -8.89804 -9.28603 -8.54876 -17.489 24.294 0.257 0.359 150.14825439 2.1886549 3
511009468  150.08453369 2.19014096 VUDS-J100020.28+021124.5 776 2.9629 3 24.500 8 1416850000 962610000 1829120000 9.93704 9.81444 10.0433 0.957533 0.864092 1.05272 -8.98319 -9.11216 -8.8214 -22.167 24.076 0.18 2.9629 150.08453369 2.19014096 3
511009605  150.12498474 2.19086194 VUDS-J100029.99+021127.1 863 2.2813 2 24.731 1 286960000 131913000 530252000 9.10215 8.90783 9.27817 0.835234 0.728976 1.01627 -8.24036 -8.50301 -7.96266 -20.365 24.366 0.277 2.2813 150.12498474 2.19086194 2
511010096  150.08691406 2.18508697 VUDS-J100020.86+021106.3 379 2.3787 3 24.236 13 842069000 558387000 1270050000 9.7148 9.58822 9.8214 0.995269 0.920062 1.08047 -8.74337 -8.87215 -8.58164 -21.424 23.373 0.075 2.3787 150.08691406 2.18508697 3
511010491  150.13061523 2.18390107 VUDS-J100031.34+021102.0 324 0.0 1 24.451 1 479279000 181408000 945360000 7.0125 7.004 7.021 -2.30635 -2.48875 -1.97242 -8.59059 -8.84097 -8.10031 23.269 23.269 0.082 0.0 150.13061523 2.18390107 1
511011018  150.08303833 2.17792201 VUDS-J100019.92+021040.5 53 2.9802 1 24.258 11 820192000 449460000 1318710000 9.47606 9.25295 9.62861 0.771858 0.700913 0.86322 -8.69418 -8.87696 -8.45185 -20.699 24.562 0.271 2.9802 150.08303833 2.17792201 1
511011237  150.0887146 2.17731595 VUDS-J100021.29+021038.3 47 2.4167 3 24.742 1 291879000 126446000 554189000 9.54381 9.36626 9.69661 1.28842 1.10349 1.4646 -8.26573 -8.57822 -7.93893 -21.622 23.709 0.142 2.4167 150.0887146 2.17731595 3
511023255  150.05335999 2.26690197 VUDS-J100012.80+021600.8 7347 3.1817 1 24.405 3 1529270000 1275930000 1766090000 9.99985 9.84347 10.142 0.80032 0.731573 0.869465 -9.19934 -9.38421 -9.05076 -22.103 23.914 0.131 3.1817 150.05335999 2.26690197 1
511025693  150.05993652 2.25041509 VUDS-J100014.38+021501.4 6005 3.2562 4 24.094 2 778732000 522668000 1165180000 10.0182 9.91132 10.118 1.29987 1.22249 1.37739 -8.734 -8.87554 -8.58083 -22.218 23.0 0.066 3.2562 150.05993652 2.25041509 4
511027638  150.05224609 2.23746991 VUDS-J100012.53+021414.8 4982 1.2459 23 23.674 11 442028000 304223000 821532000 9.38357 9.31303 9.46895 0.902501 0.803173 1.03736 -8.49124 -8.65125 -8.30337 -20.869 22.825 0.061 1.2459 150.05224609 2.23746991 23
5110295022 150.15513611 2.25663495 VUDS-J100037.23+021523.8 6467 2.4727 2 24.876 11 50406400 46429700 54723800 8.94722 8.90721 8.98653 1.58143 1.50693 1.66147 -7.30788 -7.38124 -7.23452 -20.607 24.524 0.284 2.4727 150.15513611 2.25663495 2
5110326991 150.14653015 2.31717396 VUDS-J100035.16+021901.8 11521 2.6200 1 24.886 3 1300230000 644343000 1964490000 9.59281 9.41289 9.72402 0.635459 0.463472 0.805786 -8.97568 -9.18195 -8.66926 -21.218 24.63 0.252 2.62 150.14653015 2.31717396 1
5110328102 150.18122864 2.31874394 VUDS-J100043.49+021907.4 11724 2.8002 2 24.767 8 993272000 359706000 1769550000 9.96991 9.78128 10.1017 1.11433 0.861741 1.38748 -8.88004 -9.17452 -8.4061 -22.044 -99.9 -99.9 2.8002 150.18122864 2.31874394 2
5110332328 150.18589783 2.32699299 VUDS-J100044.61+021937.1 12334 2.9635 2 24.807 3 1391140000 824207000 1891180000 10.5659 10.4647 10.6492 1.4746 1.02024 1.65743 -9.11426 -9.60218 -8.89923 -23.327 23.235 0.086 2.9635 150.18589783 2.32699299 2
5110334085 150.14517212 2.329422 VUDS-J100034.84+021945.9 12527 4.1292 1 24.937 2 960393000 555131000 1324140000 10.2242 10.0786 10.3446 1.36032 1.15998 1.51994 -8.87536 -9.10914 -8.60892 -22.791 23.722 0.143 4.1292 150.14517212 2.329422 1
5110347551 150.17796326 2.35370302 VUDS-J100042.71+022113.3 14532 2.6629 2 24.952 11 1346550000 791227000 1950880000 9.89168 9.73637 10.003 0.954957 0.790272 1.07426 -8.94366 -9.12926 -8.71542 -21.788 -99.9 -99.9 2.6629 150.17796326 2.35370302 2
5110357273 150.15371704 2.37049508 VUDS-J100036.89+022213.7 15979 2.4594 3 24.978 5 312836000 129121000 639698000 9.00618 8.76209 9.22659 0.703223 0.57302 0.900734 -8.2838 -8.59424 -7.93318 -20.367 24.637 0.275 2.4594 150.15371704 2.37049508 3
5110359537 150.1975708 2.37504292 VUDS-J100047.41+022230.1 16390 0.0000 2 24.454 1 952547000 210226000 7666290000 7.03708 7.01187 7.14028 -2.8848 -3.43145 -2.58029 -8.79589 -10.5705 -8.09789 24.447 24.447 0.272 0.0 150.1975708 2.37504292 2
511036513  150.05619812 2.17433095 VUDS-J100013.48+021027.5 4 2.1049 1 24.638 2 152568000 91084700 301403000 9.14018 8.98359 9.2792 1.11145 1.00172 1.3498 -8.02089 -8.22176 -7.65959 -21.153 24.275 0.235 2.1049 150.05619812 2.17433095 1
5110368123 150.14976501 2.39022112 VUDS-J100035.94+022324.7 17590 0.0000 2 23.475 1 7758390000 5921320000 11214400000 7.43681 7.36417 7.49982 -4.94159 -5.38486 -4.49573 -12.8299 -16.1672 -12.1069 23.109 23.109 0.073 0.0 150.14976501 2.39022112 2
5110406464 150.14376831 2.46673608 VUDS-J100034.50+022800.2 23364 3.0780 3 23.955 11 51999300 46894200 104353000 9.35207 9.30293 9.50635 1.94228 1.71862 2.0461 -7.36597 -7.68161 -7.25311 -21.416 23.321 0.105 3.078 150.14376831 2.46673608 3
5110445455 150.17359924 2.54047489 VUDS-J100041.66+023225.7 28260 1.1941 29 24.384 13 50273700 46390500 54481900 8.37586 8.33034 8.42544 1.0329 0.928624 1.11872 -7.30985 -7.38456 -7.23515 -19.901 24.467 0.23 1.1941 150.17359924 2.54047489 29
511221811  150.11694336 2.29333305 VUDS-J100028.06+021735.9 9480 1.8190 1 24.470 13 607409000 311064000 1192880000 9.70054 9.55346 9.82994 1.10256 0.939905 1.27086 -8.61699 -8.8381 -8.3052 -21.99 23.548 0.121 1.819 150.11694336 2.29333305 1
511221812  150.11810303 2.29329395 VUDS-J100028.34+021735.8 9632 0.2821 24 21.651 5 1140400000 769245000 1852090000 8.98401 8.93532 9.03534 0.11866 -0.0877963 0.24381 -8.88286 -9.09385 -8.72956 -19.415 20.944 0.014 0.2821 150.11810303 2.29329395 24
511222018  150.10450745 2.45807004 VUDS-J100025.08+022729.0 22788 2.2392 1 24.696 5 606584000 290346000 1055620000 9.68819 9.54424 9.80071 1.05786 0.932379 1.31121 -8.63909 -8.86022 -8.24766 -21.367 23.368 0.093 2.2392 150.10450745 2.45807004 1
511222619  150.10626221 2.45194411 VUDS-J100025.50+022706.9 22400 2.9011 4 24.057 3 1460280000 922725000 1899280000 10.261 10.1742 10.3372 1.2331 1.14184 1.3723 -9.03715 -9.15007 -8.85616 -22.556 22.918 0.073 2.9011 150.10626221 2.45194411 4
511222865  150.09712219 2.45168996 VUDS-J100023.30+022706.0 22364 2.4796 3 24.255 2 166068000 99941600 343016000 9.49793 9.35814 9.62761 1.44185 1.20347 1.63184 -8.0592 -8.38337 -7.76399 -21.768 23.637 0.142 2.4796 150.09712219 2.45168996 3
511223103  150.10276794 2.44970107 VUDS-J100024.66+022658.9 22243 2.585 1 24.907 3 1968680000 1143070000 2279250000 10.6363 10.5374 10.7371 1.09652 0.933382 1.39282 -9.54932 -9.71398 -9.19438 -23.3 22.816 0.052 2.585 150.10276794 2.44970107 1
511224097  150.13305664 2.4385891 VUDS-J100031.93+022618.9 21387 3.2627 9 23.948 5 883443000 445158000 1423700000 9.81573 9.65793 9.94193 1.03594 0.891374 1.23051 -8.78595 -9.02301 -8.49099 -21.56 23.721 0.116 3.2627 150.13305664 2.4385891 9
511224200  150.09399414 2.44247198 VUDS-J100022.56+022632.8 21719 2.457 2 24.929 2 1188610000 624227000 2054900000 10.3512 10.2438 10.4383 1.3073 0.865222 1.48486 -9.08822 -9.51738 -8.83677 -22.587 23.05 0.064 2.457 150.09399414 2.44247198 2
511224303  150.13755798 2.44068408 VUDS-J100033.01+022626.4 21564 2.5113 3 24.358 13 467349000 289002000 829969000 9.729 9.59123 9.86685 1.26606 1.13585 1.37414 -8.46483 -8.69185 -8.25488 -22.135 23.547 0.099 2.5113 150.13755798 2.44068408 3
511225111  150.1161499 2.43611097 VUDS-J100027.87+022609.9 21220 2.516 2 24.737 2 528397000 245994000 1066050000 9.67591 9.49261 9.82509 1.12764 0.934474 1.33588 -8.55784 -8.85209 -8.19316 -21.608 24.005 0.15 2.516 150.1161499 2.43611097 2
511225239  150.09158325 2.43562388 VUDS-J100021.98+022608.2 21149 0.0 2 24.884 11 1735300000 284231000 8112520000 7.03716 7.01189 7.14292 -3.19217 -3.43791 -2.93143 -9.05223 -9.89102 -8.18546 24.208 -99.9 -99.9 0.0 150.09158325 2.43562388 2
511225288  150.11210632 2.43195391 VUDS-J100026.90+022555.0 20864 3.2436 2 24.977 5 945467000 443355000 1514940000 9.56507 9.31779 9.73106 0.788997 0.638219 0.925231 -8.78083 -9.02214 -8.45665 -21.359 -99.9 -99.9 3.2436 150.11210632 2.43195391 2
511225417  150.12322998 2.43202496 VUDS-J100029.57+022555.2 20885 2.42 2 24.776 1 220482000 106804000 490028000 9.60992 9.44626 9.76735 1.42143 1.17576 1.63027 -8.18581 -8.54585 -7.84125 -21.938 23.715 0.128 2.42 150.12322998 2.43202496 2
511225585  150.11793518 2.43282604 VUDS-J100028.30+022558.1 20940 3.1081 1 24.971 13 151824000 54867200 327906000 9.53352 9.31965 9.74331 1.54298 1.38731 1.72155 -7.99467 -8.28288 -7.62982 -21.578 24.57 0.251 3.1081 150.11793518 2.43282604 1
511225656  150.09893799 2.4320631 VUDS-J100023.74+022555.4 20905 2.2002 1 24.351 9 190169000 93862300 391817000 9.09002 8.85154 9.2747 0.980458 0.852687 1.17082 -8.11208 -8.382 -7.68617 -20.759 24.324 0.198 2.2002 150.09893799 2.4320631 1
511225853  150.0675354 2.43074203 VUDS-J100016.20+022550.6 20810 3.39 2 24.642 11 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -23.09 23.002 0.064 3.34 150.0675354 2.43074203 1
511226141  150.12147522 2.42620492 VUDS-J100029.15+022534.3 20488 2.93 1 24.627 9 1237260000 603164000 1800030000 10.2622 10.1242 10.3767 1.34666 1.19753 1.54656 -8.93535 -9.13952 -8.63066 -23.015 23.905 0.136 2.93 150.12147522 2.42620492 1
511226340  150.07034302 2.42701197 VUDS-J100016.88+022537.2 20570 0.2026 4 23.389 1 297173000 264411000 485661000 7.61528 7.57214 7.65486 -1.40765 -1.49697 -1.31675 -9.10049 -9.18962 -9.01571 -16.717 22.895 0.065 0.2026 150.07034302 2.42701197 4
511226355  150.06358337 2.42695403 VUDS-J100015.26+022537.0 20537 2.5154 4 24.215 10 115372000 52043200 176275000 9.0893 8.96857 9.22958 1.284 1.08681 1.45751 -7.83931 -8.06512 -7.53399 -20.452 24.166 0.233 2.5154 150.06358337 2.42695403 4
511226972  150.07943726 2.42321396 VUDS-J100019.06+022523.5 20273 3.1134 3 24.976 1 380348000 121430000 1130070000 9.07574 8.69417 9.51694 0.730569 0.617588 0.900855 -8.34912 -8.84291 -7.87349 -20.03 -99.9 -99.9 3.1134 150.07943726 2.42321396 3
511227001  150.06216431 2.42305589 VUDS-J100014.92+022523.0 20282 3.635 3 24.931 13 435355000 169854000 907444000 9.64012 9.41415 9.82486 1.19626 1.00637 1.40871 -8.45069 -8.75975 -8.05824 -21.894 24.447 0.3 3.635 150.06216431 2.42305589 3
511227411  150.13441467 2.420609 VUDS-J100032.26+022514.1 20090 3.4145 4 24.518 8 811249000 453356000 1348510000 10.0308 9.89384 10.1514 1.29908 1.14066 1.44667 -8.73569 -8.9765 -8.4924 -22.232 23.309 0.095 3.4145 150.13441467 2.420609 4
511227773  150.10455322 2.41676092 VUDS-J100025.09+022500.3 19838 2.4709 4 23.698 2 827735000 521439000 1443670000 10.349 10.2501 10.4432 1.56235 1.40493 1.68534 -8.78566 -9.02734 -8.61899 -23.043 22.449 0.051 2.4709 150.10455322 2.41676092 4
511228062  150.06535339 2.41182208 VUDS-J100015.68+022442.5 19374 3.3555 4 24.403 10 1223240000 679695000 1647770000 10.1872 10.0491 10.2946 1.25929 1.12434 1.41247 -8.94243 -9.11839 -8.68304 -22.288 23.477 0.103 3.3555 150.06535339 2.41182208 4
511228185  150.13970947 2.41598105 VUDS-J100033.53+022457.5 19705 2.5085 3 24.462 13 176768000 101059000 383712000 9.27389 9.08633 9.43196 1.17992 1.0548 1.37356 -8.07849 -8.33013 -7.77406 -21.031 23.839 0.155 2.5085 150.13970947 2.41598105 3
511228281  150.1065979 2.41356993 VUDS-J100025.58+022448.8 19526 3.1135 3 24.183 3 1148130000 685886000 1735500000 10.2176 10.0998 10.3169 1.30868 1.16342 1.45293 -8.90564 -9.09521 -8.7032 -22.622 23.157 0.092 3.1135 150.1065979 2.41356993 3
511228420  150.12461853 2.41167808 VUDS-J100029.90+022442.0 19365 0.9351 3 24.952 13 887272000 305263000 3148120000 8.71672 8.52281 8.94887 -0.0505335 -0.392747 0.253957 -8.75551 -9.33428 -8.31087 -19.122 -99.9 -99.9 0.9351 150.12461853 2.41167808 3
511228965  150.09681702 2.38352609 VUDS-J100023.23+022300.6 17068 2.5114 3 24.928 8 526755000 260938000 964698000 9.57221 9.38829 9.71486 1.03274 0.885516 1.22144 -8.54501 -8.7895 -8.20355 -21.274 23.76 0.141 2.5114 150.09681702 2.38352609 3
511228970  150.08692932 2.41051793 VUDS-J100020.86+022437.8 19384 0.5396 24 22.188 11 964166000 605137000 1406520000 9.22771 9.17004 9.28369 0.462973 0.340331 0.625013 -8.75335 -8.95037 -8.56175 -19.994 21.615 0.026 0.5396 150.08692932 2.41051793 24
511228971  150.08773804 2.41017008 VUDS-J100021.05+022436.6 19250 3.08 2 24.689 11 169720000 97149700 355158000 9.31559 9.13063 9.48084 1.263 1.13313 1.46437 -8.04052 -8.29873 -7.67414 -20.786 23.957 0.177 3.08 150.08773804 2.41017008 2
511229074  150.09379578 2.38816905 VUDS-J100022.51+022317.4 34839 3.2379 9 23.632 5 293720000 116832000 522822000 9.7227 9.56832 9.84806 1.47464 1.34138 1.78312 -8.21769 -8.47025 -7.80552 -22.271 23.094 0.067 3.2379 150.09379578 2.38816905 9
511229098  150.0953064 2.38647795 VUDS-J100022.87+022311.3 17342 1.831 2 23.542 5 138481000 112106000 267945000 9.55777 9.47186 9.60967 1.54315 1.45253 1.65223 -8.00638 -8.08951 -7.90591 -21.398 22.633 0.041 1.831 150.0953064 2.38647795 2
511229250  150.10978699 2.41013503 VUDS-J100026.34+022436.4 19242 3.03 1 24.896 3 498686000 205655000 1026310000 9.52145 9.28879 9.70956 0.977391 0.82288 1.18965 -8.53056 -8.83707 -8.12959 -21.175 -99.9 -99.9 3.03 150.10978699 2.41013503 1
511229433  150.11387634 2.409096 VUDS-J100027.33+022432.7 19153 3.2545 3 24.325 5 281492000 125312000 510713000 9.60529 9.43619 9.7604 1.38782 1.21055 1.60436 -8.1959 -8.51667 -7.89987 -21.264 23.045 0.076 3.2545 150.11387634 2.409096 3
511229478  150.10823059 2.40853 VUDS-J100025.97+022430.7 19140 3.4164 33 24.295 2 1192550000 677740000 1572790000 10.347 10.2386 10.4377 1.37614 1.2256 1.47511 -8.97781 -9.15887 -8.81083 -22.803 23.207 0.084 3.4164 150.10823059 2.40853 33
511231402  150.11772156 2.39112091 VUDS-J100028.25+022328.0 17645 3.6854 3 24.983 5 1266640000 800587000 1552900000 10.2426 10.1268 10.3405 1.26369 1.10845 1.40433 -8.987 -9.17047 -8.78122 -23.076 23.698 0.139 3.685 150.11772156 2.39112091 2
511231577  150.06393433 2.38628006 VUDS-J100015.34+022310.6 17289 2.5466 3 24.787 2 662443000 291352000 1339780000 9.25044 8.96068 9.48416 0.60724 0.504058 0.753107 -8.64109 -8.93931 -8.26152 -20.354 24.269 0.212 2.5466 150.06393433 2.38628006 3
511231856  150.11193848 2.38848805 VUDS-J100026.86+022318.5 17482 2.4983 1 24.791 5 1397760000 690939000 1933760000 10.1575 10.054 10.2411 1.15588 1.03497 1.38209 -9.01523 -9.16825 -8.73234 -22.346 23.218 0.075 2.4983 150.11193848 2.38848805 1
511232421  150.1472168 2.38331199 VUDS-J100035.33+022259.9 17262 0.0 24 18.444 1 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 19.01 19.01 0.0020 0.0 150.1472168 2.38331199 24
511232589  150.06152344 2.37944794 VUDS-J100014.76+022246.0 16747 2.082 2 23.475 13 737505000 379709000 1432410000 9.89198 9.74913 10.0488 1.22839 1.04297 1.35945 -8.64246 -8.95841 -8.41788 -22.526 23.454 0.1 2.082 150.06152344 2.37944794 1
511232607  150.10006714 2.3836 VUDS-J100024.01+022300.9 17085 0.2383 4 24.521 1 514557000 284204000 1081350000 7.33833 7.23764 7.44208 -1.26839 -1.52089 -1.06656 -8.61531 -8.95449 -8.33679 -16.043 23.881 0.164 0.2383 150.10006714 2.3836 4
511232795  150.1325531 2.38189197 VUDS-J100031.81+022254.8 16951 3.1922 4 24.025 1 311775000 154723000 552661000 10.0458 9.90767 10.16 1.72655 1.52697 1.95451 -8.32431 -8.59832 -8.00763 -22.634 23.102 0.086 3.1922 150.1325531 2.38189197 4
511233292  150.11946106 2.3794651 VUDS-J100028.67+022246.0 16725 3.5367 1 24.961 5 390999000 141993000 924457000 9.70061 9.37475 9.97866 1.28292 1.08329 1.53801 -8.40538 -8.78424 -7.96614 -21.602 24.272 0.197 3.5367 150.11946106 2.3794651 1
511233374  150.14129639 2.36824107 VUDS-J100033.90+022205.6 15760 3.0453 2 24.462 10 191325000 103011000 417797000 9.21309 9.01079 9.39605 1.06923 0.903908 1.29639 -8.12086 -8.44775 -7.76415 -21.007 -99.9 -99.9 3.0453 150.14129639 2.36824107 2
511233381  150.14358521 2.37166405 VUDS-J100034.45+022217.9 16080 3.7105 2 24.129 8 1078070000 630550000 1470410000 9.87134 9.70301 9.99876 1.02817 0.940985 1.157 -8.84328 -9.00652 -8.60291 -21.866 24.046 0.16 3.7105 150.14358521 2.37166405 2
511233416  150.13887024 2.366678 VUDS-J100033.32+022200.0 15671 2.4748 3 24.129 5 183192000 108794000 344843000 9.65323 9.50909 9.76922 1.59054 1.505 1.67811 -8.06427 -8.23085 -7.86314 -21.83 22.999 0.07 2.4748 150.13887024 2.366678 3
511233771  150.08979797 2.37663388 VUDS-J100021.55+022235.8 16529 3.1195 1 24.892 1 437071000 160682000 1141390000 10.1098 9.70141 10.5053 1.64227 1.3808 1.87913 -8.49173 -8.93299 -8.03174 -22.633 -99.9 -99.9 3.1195 150.08979797 2.37663388 1
511233860  150.14533997 2.37551904 VUDS-J100034.88+022231.8 16440 1.1753 1 24.121 9 50636200 46497300 55143600 8.74388 8.70556 8.78707 1.10119 1.0306 1.17058 -7.62001 -7.68879 -7.53924 -20.811 23.094 0.069 1.1753 150.14533997 2.37551904 1
511233945  150.11581421 2.37472296 VUDS-J100027.79+022229.0 16352 2.98 1 24.772 8 357540000 161188000 686906000 9.58979 9.41571 9.74772 1.21221 1.04743 1.41984 -8.37009 -8.6496 -8.0287 -21.705 24.157 0.199 2.98 150.11581421 2.37472296 1
511234010  150.121521 2.37346292 VUDS-J100029.16+022224.4 16251 2.4321 1 24.828 1 449690000 254237000 942145000 10.0143 9.87837 10.1331 1.50829 1.22493 1.64335 -8.51046 -8.87498 -8.30032 -22.302 23.181 0.072 2.4321 150.121521 2.37346292 1
511234222  150.08703613 2.37049794 VUDS-J100020.88+022213.7 16059 2.5511 3 23.935 6 1962370000 1534840000 2240390000 10.4876 10.4125 10.5553 1.30896 1.23353 1.38456 -9.16136 -9.27098 -9.03917 -23.316 23.064 0.066 2.5511 150.08703613 2.37049794 3
511234629  150.10566711 2.37139511 VUDS-J100025.36+022217.0 16046 3.5702 1 24.772 2 228128000 107805000 501996000 9.83701 9.66337 10.0009 1.65486 1.47242 1.88039 -8.15521 -8.49368 -7.80847 -22.554 23.914 0.143 3.7 150.10566711 2.37139511 1
511234644  150.11387634 2.3699739 VUDS-J100027.32+022211.9 15899 2.4677 22 25.317 -9 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 2.4677 150.11387634 2.3699739 22
511234725  150.06910706 2.36385703 VUDS-J100016.58+022149.8 15452 3.4331 2 23.82 5 1008370000 536016000 1488490000 9.98078 9.83264 10.0972 1.16683 1.00718 1.34569 -8.82909 -9.04052 -8.55294 -22.14 23.686 0.117 3.477 150.06910706 2.36385703 1
511234747  150.07244873 2.3701601 VUDS-J100017.38+022212.5 15947 3.9476 2 24.428 8 320001000 125163000 700212000 9.78215 9.57957 9.97033 1.49401 1.29575 1.73439 -8.27346 -8.62646 -7.90743 -22.409 24.437 0.296 3.9476 150.07244873 2.3701601 1
511234776  150.07391357 2.36701298 VUDS-J100017.74+022201.2 15853 2.5372 1 22.594 13 93087400 48778800 111610000 9.9375 9.87653 10.1051 2.29682 2.2237 2.37223 -7.62608 -7.81417 -7.52698 -23.173 22.066 0.027 2.5372 150.07391357 2.36701298 1
511234877  150.11732483 2.34794497 VUDS-J100028.15+022052.6 14014 5.9409 9 23.452 13 193886000 94888100 509349000 10.5945 10.3449 10.788 2.50156 2.1757 2.66657 -8.10185 -8.55744 -7.68213 -24.571 23.739 0.117 5.9409 150.11732483 2.34794497 9
511234902  150.12252808 2.34715796 VUDS-J100029.40+022049.7 14088 2.4325 2 23.712 1 367689000 277982000 646074000 10.5981 10.5213 10.6777 2.18599 2.11084 2.2639 -8.41704 -8.55492 -8.31021 -23.958 22.069 0.025 2.4325 150.12252808 2.34715796 2
511235023  150.09916687 2.36828303 VUDS-J100023.79+022205.8 16030 0.04 21 21.039 2 934486000 823139000 1037500000 7.14571 7.10888 7.18262 -2.50858 -2.63787 -2.3697 -9.65062 -9.74214 -9.56095 -13.764 22.363 0.035 0.04 150.09916687 2.36828303 21
511235190  150.10821533 2.36653495 VUDS-J100025.97+022159.5 15628 3.11 1 24.627 10 98230900 48752200 173220000 8.97104 8.76732 9.14017 1.26115 1.07572 1.41277 -7.6642 -8.02235 -7.32156 -20.207 -99.9 -99.9 3.11 150.10821533 2.36653495 1
511235318  150.12484741 2.36714697 VUDS-J100029.96+022201.7 15724 2.0931 1 24.549 8 367948000 181080000 891651000 9.74622 9.62614 9.87372 1.36568 1.05082 1.58039 -8.39219 -8.79439 -8.07219 -21.734 23.22 0.075 2.0931 150.12484741 2.36714697 1
511235472  150.07931519 2.3653059 VUDS-J100019.03+022155.1 15561 2.8462 1 24.988 5 497447000 239311000 912416000 9.36079 9.14399 9.53278 0.844381 0.73549 1.02469 -8.5063 -8.74098 -8.15277 -20.824 23.916 0.164 2.8462 150.07931519 2.3653059 1
511235666  150.1277771 2.36462092 VUDS-J100030.66+022152.6 15497 3.3686 2 24.658 13 133747000 51106000 315236000 9.18916 8.99149 9.41401 1.30962 1.10789 1.47075 -7.90299 -8.24892 -7.53428 -20.807 24.0 0.188 3.3686 150.1277771 2.36462092 2
511235779  150.134552 2.36363506 VUDS-J100032.29+022149.0 15414 2.8201 2 24.668 3 1880640000 1519020000 2106990000 10.473 10.3861 10.5275 0.949717 0.839864 1.21411 -9.53462 -9.64871 -9.18553 -23.0 23.17 0.084 2.8201 150.134552 2.36363506 2
