#vuds_ident alpha delta spmask_obs quad slit obj det meanflux sn maxdel rmsdel z_spec zflags id_iau id_candels magi
511453215  150.10015869 2.55263305 F51P007 1 70 1 OK 0.385 0.681 1.332 0.779 3.3566 2 VUDS-J100024.03+023309.4 28725 24.834
511451895  150.10719299 2.5537169 F51P007 1 79 1 OK 0.165 0.49 1.087 0.682 2.2597 1 VUDS-J100025.72+023313.3 28490 24.565
511451872  150.1086731 2.55313301 F51P007 1 81 1 OK 0.001 0.112 0.831 0.508 6.4418 1 VUDS-J100026.08+023311.2 29038 24.565
511453677  150.11155701 2.54973507 F51P007 1 85 1 OK 1.734 2.43 1.661 0.88 3.0247 13 VUDS-J100026.77+023259.0 28849 23.742
511453930  150.11300659 2.54828191 F51P007 1 86 1 OK 5.237 4.355 1.427 0.691 2.4745 4 VUDS-J100027.12+023253.8 28403 24.289
511452944  150.1270752 2.548769 F51P007 1 97 2 OK 0.773 0.695 0.884 0.582 3.0430 2 VUDS-J100030.49+023255.5 28622 24.934
511452936  150.13273621 2.551862 F51P007 1 103 1 OK 0.88 1.079 1.476 0.967 2.9807 3 VUDS-J100031.85+023306.7 28911 24.867
5101232797 150.1423645 2.38260198 F51P008 3 1 1 OK 48.586 1.555 1.793 0.994 2.7143 2 VUDS-J100034.16+022257.3 16997 24.824
5101233392 150.14395142 2.37385392 F51P008 3 3 1 OK 46.281 2.511 0.484 0.285 0.9375 4 VUDS-J100034.54+022225.8 16301 24.035
5121227995 150.14370728 2.41288495 F51P008 3 4 1 OK 38.513 0.281 0.802 0.514 5.9365 1 VUDS-J100034.48+022446.3 35472 24.803
5101234399 150.14602661 2.37193799 F51P008 3 6 1 OK 18.931 0.799 1.702 1.117 3.2538 2 VUDS-J100035.04+022218.9 16102 24.155
5101227996 150.14587402 2.41253209 F51P008 3 7 1 OK 76.684 2.119 0.9 0.533 2.1925 2 VUDS-J100035.00+022445.1 19438 23.033
5101442062 150.14564514 2.45970297 F51P008 3 8 1 OK 112.788 3.536 1.156 0.706 0.2477 4 VUDS-J100034.95+022734.9 22909 24.215
5101235293 150.14762878 2.36718607 F51P008 3 9 1 OK 115.959 3.302 1.895 0.857 2.4520 4 VUDS-J100035.43+022201.8 15699 23.786
5101227985 150.14750671 2.41534495 F51P008 3 10 1 OK 41.51 0.837 1.617 0.86 2.4286 3 VUDS-J100035.40+022455.2 19656 24.337
5181465570 150.1474762 2.46836305 F51P008 3 11 1 OK -0.001 0.0 1.497 0.769 3.2353 1 VUDS-J100035.39+022806.1 23457 25.555
5110368123 150.14976501 2.39022112 F51P008 3 12 1 OK 105.984 2.426 1.923 1.193 0.0000 2 VUDS-J100035.94+022324.7 17590 23.475
5101246199 150.14857483 2.45809293 F51P008 3 13 1 OK 103.382 2.428 1.017 0.597 1.1295 24 VUDS-J100035.65+022729.1 22830 23.151
5101246200 150.14918518 2.4581871 F51P008 3 13 2 OK 0.001 0.068 1.017 0.597 3.3985 2 VUDS-J100035.80+022729.4 22781 24.875
5101224872 150.15127563 2.4380331 F51P008 3 15 1 OK 57.463 1.783 1.194 0.727 0.4754 4 VUDS-J100036.30+022616.9 21370 24.191
5101463422 150.15193176 2.48395109 F51P008 3 16 1 OK 41.706 0.964 1.493 0.842 3.2835 2 VUDS-J100036.46+022902.2 24485 24.958
5110357273 150.15371704 2.37049508 F51P008 3 17 1 OK 37.863 1.621 1.856 0.99 2.4594 3 VUDS-J100036.89+022213.7 15979 24.978
5121228702 150.15496826 2.41266203 F51P008 3 18 1 OK 33.284 1.086 2.197 1.107 3.6028 2 VUDS-J100037.19+022445.5 19443 24.889
5101233444 150.15748596 2.3790741 F51P008 3 20 1 OK 36.298 1.405 1.684 0.979 2.1102 2 VUDS-J100037.79+022244.6 16709 24.984
5101226251 150.15718079 2.42786694 F51P008 3 21 1 OK 22.963 1.035 1.636 0.966 3.9888 3 VUDS-J100037.72+022540.3 20598 24.321
5101465838 150.1572876 2.46685195 F51P008 3 22 1 OK 80.722 2.281 2.154 0.944 1.1292 4 VUDS-J100037.74+022800.6 23366 24.321
5101228787 150.15879822 2.41090798 F51P008 3 24 1 OK 95.185 1.264 2.247 1.06 2.6592 3 VUDS-J100038.11+022439.2 19351 23.896
5181466520 150.15885925 2.46121097 F51P008 3 25 2 OK 0.001 0.053 1.511 0.709 4.5202 3 VUDS-J100038.12+022740.3 36576 25.331
5101235492 150.16119385 2.36541104 F51P008 3 26 1 OK 7.947 0.304 1.818 0.907 2.6015 1 VUDS-J100038.68+022155.4 15543 24.79
5101227063 150.16122437 2.4225471 F51P008 3 27 1 OK 48.397 0.72 0.893 0.464 0.8932 3 VUDS-J100038.69+022521.1 20233 24.748
5101463868 150.16090393 2.48098707 F51P008 3 28 1 OK 28.724 1.154 1.59 0.905 0.6941 3 VUDS-J100038.61+022851.5 24285 24.385
5101235549 150.16419983 2.36540294 F51P008 3 29 2 OK 89.885 2.34 2.031 1.141 2.4571 3 VUDS-J100039.40+022155.4 15576 24.326
5101229197 150.16371155 2.40589499 F51P008 3 30 1 OK 4.685 0.215 1.39 0.736 3.5058 2 VUDS-J100039.29+022421.2 18884 24.886
5101246175 150.16311646 2.45943594 F51P008 3 31 1 OK 7.839 0.443 1.535 0.802 3.7094 29 VUDS-J100039.14+022733.9 22868 26.746
5101246128 150.16387939 2.45945907 F51P008 3 31 2 OK 25.181 0.89 1.535 0.802 2.3319 1 VUDS-J100039.33+022734.0 22880 24.998
5101236096 150.16656494 2.36196995 F51P008 3 32 1 OK 52.533 0.627 1.21 0.649 2.6680 1 VUDS-J100039.97+022143.0 15286 24.423
5101227599 150.16659546 2.41860294 F51P008 3 33 1 OK 72.44 1.529 1.693 0.731 2.5461 1 VUDS-J100039.98+022506.9 19912 24.547
5101234049 150.16836548 2.37416506 F51P008 3 35 1 OK 30.088 1.134 1.554 0.757 2.9958 2 VUDS-J100040.40+022226.9 16310 24.982
5101227933 150.16807556 2.41213489 F51P008 3 36 1 OK 14.908 0.322 0.538 0.307 5.5828 9 VUDS-J100040.33+022443.6 19389 24.975
5101466084 150.16827393 2.46450901 F51P008 3 37 1 OK 62.328 1.916 1.122 0.734 2.8426 2 VUDS-J100040.38+022752.2 23212 24.302
5101232362 150.17326355 2.38510489 F51P008 3 38 1 OK 80.289 2.34 2.166 1.007 2.0818 2 VUDS-J100041.58+022306.3 17226 24.334
5101225910 150.17193604 2.42977905 F51P008 3 39 1 OK 7.359 0.566 1.72 0.861 0.5848 29 VUDS-J100041.26+022547.2 20712 25.276
5101225912 150.17271423 2.42967606 F51P008 3 39 2 OK 24.177 1.093 1.72 0.861 2.2246 2 VUDS-J100041.45+022546.8 20715 24.823
5101225517 150.17532349 2.43214798 F51P008 3 42 1 OK 101.954 2.563 1.261 0.711 1.9994 2 VUDS-J100042.07+022555.7 20918 24.073
5101233724 150.17739868 2.37523007 F51P008 3 44 1 OK 11.91 0.636 1.548 1.014 4.3862 4 VUDS-J100042.57+022230.8 16397 24.713
5101227822 150.17678833 2.41718102 F51P008 3 45 1 OK 13.155 0.587 1.032 0.703 3.3814 2 VUDS-J100042.42+022501.8 19821 24.959
5181246058 150.17736816 2.45722795 F51P008 3 46 2 OK 0.002 0.082 1.082 0.666 3.6118 1 VUDS-J100042.56+022726.0 22724 25.617
5101233539 150.18009949 2.37834096 F51P008 3 47 2 OK 0.004 0.146 1.948 1.17 4.9077 4 VUDS-J100043.22+022242.0 16657 24.663
5101228008 150.17956543 2.4161489 F51P008 3 48 3 OK 0.027 0.76 2.239 1.059 3.7577 2 VUDS-J100043.09+022458.1 19723 24.079
5101463685 150.18037415 2.48320603 F51P008 3 49 1 OK 43.738 1.215 1.116 0.731 2.3060 1 VUDS-J100043.28+022859.5 24467 24.548
5101228314 150.18191528 2.41369796 F51P008 3 50 1 OK 12.041 0.563 1.449 0.825 0.9010 9 VUDS-J100043.65+022449.3 19516 24.771
5101221959 150.18200684 2.45766497 F51P008 3 51 1 OK 96.941 2.652 0.952 0.427 0.7457 3 VUDS-J100043.67+022727.5 22782 23.906
5101235246 150.184 2.36758 F51P008 3 52 1 OK 6.659 0.426 2.016 1.274 3.5770 21 VUDS-J100044.06+022203.2 -99.9 24.812
5101235245 150.18377686 2.36775494 F51P008 3 52 2 OK 0.001 0.076 2.016 1.274 3.2758 9 VUDS-J100044.10+022203.9 15788 23.996
5101226708 150.18345642 2.42490411 F51P008 3 53 1 OK 24.773 0.309 0.717 0.4 4.0300 2 VUDS-J100044.02+022529.6 20394 24.914
5101464237 150.18336487 2.47832704 F51P008 3 54 1 OK 38.121 1.431 1.329 0.706 4.0827 39 VUDS-J100044.00+022841.9 24097 24.168
5101233584 150.18501282 2.37743306 F51P008 3 55 1 OK 92.444 2.663 1.507 0.707 2.1677 3 VUDS-J100044.40+022238.7 16640 23.836
5101226863 150.18504333 2.41726494 F51P008 3 56 1 OK 70.37 1.709 1.239 0.696 0.5074 4 VUDS-J100044.41+022502.1 19848 24.037
5170134721 150.18475342 2.48860312 F51P008 3 57 1 OK 28.263 1.246 0.786 0.457 0.0000 4 VUDS-J100044.33+022918.9 24858 22.654
5101233433 150.18684387 2.3791101 F51P008 3 58 1 OK 41.733 1.166 2.321 1.091 3.7403 4 VUDS-J100044.84+022244.7 16703 24.244
5101227899 150.18702698 2.41693592 F51P008 3 59 1 OK 88.635 1.94 1.356 0.607 2.5226 3 VUDS-J100044.88+022500.9 19816 24.455
5181222312 150.18655396 2.45533109 F51P008 3 60 1 OK 20.285 0.777 1.859 0.855 3.0146 1 VUDS-J100044.77+022719.1 22684 25.386
5101232355 150.18969727 2.38568592 F51P008 3 61 1 OK 10.337 0.564 1.582 0.875 4.2685 4 VUDS-J100045.52+022308.4 17264 24.17
5101226001 150.18927002 2.42783308 F51P008 3 62 1 OK 11.678 0.499 1.796 0.801 3.7327 3 VUDS-J100045.42+022540.1 20579 24.923
5101465882 150.18840027 2.46574497 F51P008 3 63 1 OK 117.607 2.265 0.929 0.629 2.1191 3 VUDS-J100045.21+022756.6 23298 24.34
5101465883 150.18807983 2.46556091 F51P008 3 63 3 OK 34.835 1.174 0.929 0.629 0.3458 24 VUDS-J100045.13+022756.0 23281 24.562
5101233078 150.19169617 2.37993407 F51P008 3 64 1 OK 31.593 1.226 1.11 0.687 2.6855 3 VUDS-J100046.00+022247.7 16788 24.762
5101227236 150.19154358 2.4211719 F51P008 3 65 1 OK 80.327 2.579 1.231 0.832 0.9815 3 VUDS-J100045.96+022516.2 20141 23.864
5101227238 150.191 2.42099 F51P008 3 65 2 OK 0.003 0.255 1.231 0.832 4.6478 22 VUDS-J100045.75+022515.5 -99.9 24.038
5131466685 150.19128418 2.46022105 F51P008 3 66 1 OK 0.002 0.056 0.982 0.653 0.0000 3 VUDS-J100045.90+022736.7 22947 25.154
5101234494 150.19413757 2.37226892 F51P008 3 67 1 OK 23.798 0.79 0.4 0.233 4.6031 39 VUDS-J100046.59+022220.1 16165 24.324
5101228820 150.19421387 2.41098905 F51P008 3 68 2 OK 113.616 0.889 1.466 0.802 0.0984 3 VUDS-J100046.61+022439.5 19322 24.279
5170131678 150.19395447 2.47101593 F51P008 3 69 1 OK 78.258 2.07 1.784 0.849 2.4009 3 VUDS-J100046.55+022815.6 23651 24.527
5101235539 150.19587708 2.36534905 F51P008 3 70 1 OK 25.574 1.042 1.627 0.882 2.8586 1 VUDS-J100047.00+022155.2 15567 24.623
5101228764 150.19602966 2.41233301 F51P008 3 71 1 OK 19.225 0.703 1.22 0.735 3.1618 3 VUDS-J100047.04+022444.3 19426 24.321
5131463678 150.19586182 2.48250008 F51P008 3 72 1 OK 12.208 0.502 1.385 0.784 4.0320 3 VUDS-J100047.00+022856.9 24389 25.186
5110359537 150.1975708 2.37504292 F51P008 3 73 1 OK 38.505 1.586 1.845 1.064 0.0000 2 VUDS-J100047.41+022230.1 16390 24.454
5101224037 150.19776917 2.44340301 F51P008 3 74 1 OK 92.356 2.461 1.972 0.91 3.2905 2 VUDS-J100047.46+022636.2 21746 23.9
5101463139 150.19769287 2.48577189 F51P008 3 75 1 OK 70.389 2.055 2.124 1.028 2.4583 3 VUDS-J100047.44+022908.7 24663 24.197
5101229289 150.19984436 2.40553498 F51P008 3 77 1 OK 97.37 0.339 1.457 0.629 2.9666 2 VUDS-J100047.96+022419.9 18832 24.088
5101466323 150.19969177 2.4631319 F51P008 3 78 1 OK 107.666 2.456 1.147 0.534 0.3743 4 VUDS-J100047.92+022747.2 23136 23.937
5101234193 150.201828 2.37354207 F51P008 3 79 1 OK 35.698 0.969 0.93 0.548 3.4751 4 VUDS-J100048.43+022224.7 16303 24.24
5170115232 150.20368958 2.37774396 F51P008 3 81 1 OK 1.988 0.188 1.406 0.787 3.8373 2 VUDS-J100048.88+022239.8 16630 24.761
5101464099 150.20315552 2.47861004 F51P008 3 83 1 OK 22.181 0.729 1.096 0.561 2.1679 2 VUDS-J100048.75+022842.9 24100 24.932
5140000196 150.20507812 2.39452052 F51P008 3 84 1 OK 13.09 0.293 1.112 0.579 4.9206 1 VUDS-J100049.21+022340.2 17962 25.601
511257095  150.05230713 2.36860991 F51P007 4 22 1 OK 0.215 0.546 1.344 0.604 3.397 1 VUDS-J100012.55+022206.9 15797 24.985
510410944  150.05262756 2.47581697 F51P007 4 24 1 OK 0.992 1.527 2.733 1.238 2.9047 2 VUDS-J100012.62+022832.9 23935 24.965
511257081  150.05366516 2.374259 F51P007 4 25 1 OK 0.217 0.499 2.973 1.396 3.556 1 VUDS-J100012.87+022227.3 16325 24.815
511254260  150.05787659 2.40095401 F51P007 4 28 2 OK 0.915 1.17 1.17 0.504 2.634 1 VUDS-J100013.88+022403.4 18476 24.471
511248199  150.05664062 2.44539404 F51P007 4 29 1 OK 2.24 2.284 1.143 0.635 3.0497 3 VUDS-J100013.59+022643.4 21882 24.963
511251542  150.05931091 2.42133594 F51P007 4 31 1 OK 2.061 2.646 1.48 0.685 2.5474 3 VUDS-J100014.23+022516.8 20165 24.221
511489252  150.05967712 2.47008801 F51P007 4 32 1 OK 2.973 3.734 0.814 0.508 2.295 1 VUDS-J100014.32+022812.3 23589 24.069
511232589  150.06152344 2.37944794 F51P007 4 33 1 OK 2.814 3.256 1.096 0.678 2.082 2 VUDS-J100014.76+022246.0 16747 23.475
511227001  150.06216431 2.42305589 F51P007 4 34 1 OK 0.859 0.596 1.568 0.678 3.635 3 VUDS-J100014.92+022523.0 20282 24.931
511464730  150.06117249 2.4745369 F51P007 4 35 1 OK 1.222 1.392 1.582 0.896 3.395 2 VUDS-J100014.68+022828.3 23841 24.809
511231577  150.06393433 2.38628006 F51P007 4 36 1 OK 1.09 1.917 3.139 1.308 2.5466 3 VUDS-J100015.34+022310.6 17289 24.787
511225853  150.0675354 2.43074203 F51P007 4 41 1 OK 1.282 2.043 2.143 0.974 3.39 2 VUDS-J100016.20+022550.6 20810 24.642
510409567  150.06744385 2.47247791 F51P007 4 42 1 OK 1.095 1.872 1.419 0.829 3.2413 32 VUDS-J100016.18+022820.9 23727 23.853
511234725  150.06910706 2.36385703 F51P007 4 43 1 OK 0.593 0.95 2.678 1.357 3.4331 2 VUDS-J100016.58+022149.8 15452 23.82
511226340  150.07034302 2.42701197 F51P007 4 44 1 OK 7.484 6.212 1.055 0.515 0.2026 4 VUDS-J100016.88+022537.2 20570 23.389
511234747  150.07244873 2.3701601 F51P007 4 46 1 OK 0.294 0.513 1.06 0.604 3.9476 2 VUDS-J100017.38+022212.5 15947 24.428
511464295  150.072052 2.47751808 F51P007 4 48 1 OK 4.231 2.632 1.248 0.841 2.8725 2 VUDS-J100017.29+022839.0 24044 23.76
511234776  150.07391357 2.36701298 F51P007 4 49 1 OK 2.311 1.129 2.37 1.008 2.5372 1 VUDS-J100017.74+022201.2 15853 22.594
510383091  150.07424927 2.41828799 F51P007 4 50 1 OK 1.23 0.483 1.039 0.497 3.1153 3 VUDS-J100017.81+022505.8 19898 24.42
511464300  150.07498169 2.4778409 F51P007 4 51 1 OK 1.227 1.351 0.989 0.6 3.3743 4 VUDS-J100017.99+022840.2 24058 24.795
511463719  150.07696533 2.47734094 F51P007 4 54 1 OK 2.094 2.228 1.665 0.851 2.4719 3 VUDS-J100018.47+022838.4 24059 24.229
511234222  150.08703613 2.37049794 F51P007 4 60 1 OK 2.103 2.561 2.09 0.892 2.5511 3 VUDS-J100020.88+022213.7 16059 23.935
511228970  150.08692932 2.41051793 F51P007 4 61 1 OK 2.337 1.376 2.361 1.16 0.5396 24 VUDS-J100020.86+022437.8 19384 22.188
511228971  150.08773804 2.41017008 F51P007 4 61 2 OK 0.286 1.077 2.361 1.16 3.08 2 VUDS-J100021.05+022436.6 19250 24.689
510411306  150.08827209 2.47700095 F51P007 4 62 2 OK 2.026 2.043 1.434 0.801 3.1779 1 VUDS-J100021.18+022837.2 24006 24.432
511233771  150.08979797 2.37663388 F51P007 4 63 1 OK 0.31 0.886 1.014 0.518 3.1195 1 VUDS-J100021.55+022235.8 16529 24.892
511466268  150.08972168 2.46296811 F51P007 4 64 1 OK 0.217 0.471 0.879 0.618 4.6734 2 VUDS-J100021.53+022746.6 23126 24.574
511225239  150.09158325 2.43562388 F51P007 4 66 1 OK 0.457 0.955 1.303 0.665 0.0 2 VUDS-J100021.98+022608.2 21149 24.884
511229074  150.09379578 2.38816905 F51P007 4 68 1 OK 0.227 0.294 1.014 0.481 3.2379 9 VUDS-J100022.51+022317.4 34839 23.632
511224200  150.09399414 2.44247198 F51P007 4 69 1 OK 0.75 1.098 1.24 0.619 2.457 2 VUDS-J100022.56+022632.8 21719 24.929
511466339  150.09544373 2.46301603 F51P007 4 71 1 OK 0.426 0.772 2.208 0.922 3.4139 2 VUDS-J100022.90+022746.8 23141 24.465
511228965  150.09681702 2.38352609 F51P007 4 72 1 OK 1.586 2.049 0.905 0.471 2.5114 3 VUDS-J100023.23+022300.6 17068 24.928
511222865  150.09712219 2.45168996 F51P007 4 73 1 OK 2.709 2.736 1.317 0.758 2.4796 3 VUDS-J100023.30+022706.0 22364 24.255
511235023  150.09916687 2.36828303 F51P007 4 74 1 OK 2.103 1.95 2.083 0.972 0.04 21 VUDS-J100023.79+022205.8 16030 21.039
511225656  150.09893799 2.4320631 F51P007 4 75 1 OK 3.641 3.835 2.888 1.304 2.2002 1 VUDS-J100023.74+022555.4 20905 24.351
511232607  150.10006714 2.3836 F51P007 4 76 1 OK 3.037 2.743 2.614 1.29 0.2383 4 VUDS-J100024.01+022300.9 17085 24.521
510387625  150.10044861 2.42858005 F51P007 4 77 1 OK 1.266 1.087 1.593 0.695 2.4743 3 VUDS-J100024.10+022542.8 20627 24.802
511462607  150.10084534 2.48639107 F51P007 4 78 1 OK 0.127 0.5 1.693 0.78 3.8363 2 VUDS-J100024.20+022911.0 24659 24.996
511223103  150.10276794 2.44970107 F51P007 4 79 1 OK 0.822 1.127 1.76 0.788 2.585 1 VUDS-J100024.66+022658.9 22243 24.907
510353936  150.10429382 2.36496401 F51P007 4 80 1 OK 2.599 0.42 1.296 0.787 2.7121 2 VUDS-J100025.03+022153.8 15521 24.557
511227773  150.10455322 2.41676092 F51P007 4 81 1 OK 3.632 3.038 1.468 0.83 2.4709 4 VUDS-J100025.09+022500.3 19838 23.698
511222018  150.10450745 2.45807004 F51P007 4 82 1 OK 1.798 2.369 2.357 0.995 2.2392 1 VUDS-J100025.08+022729.0 22788 24.696
511234629  150.10566711 2.37139511 F51P007 4 83 1 OK 0.233 0.466 1.411 0.753 3.5702 1 VUDS-J100025.36+022217.0 16046 24.772
511228281  150.1065979 2.41356993 F51P007 4 84 1 OK 2.234 2.28 1.628 0.751 3.1135 3 VUDS-J100025.58+022448.8 19526 24.183
511222619  150.10626221 2.45194411 F51P007 4 85 1 OK 3.349 3.099 2.138 1.137 2.9011 4 VUDS-J100025.50+022706.9 22400 24.057
511235190  150.10821533 2.36653495 F51P007 4 86 1 OK 1.147 1.571 1.158 0.576 3.11 1 VUDS-J100025.97+022159.5 15628 24.627
511229478  150.10823059 2.40853 F51P007 4 87 1 OK 2.224 2.133 1.943 0.854 3.4164 33 VUDS-J100025.97+022430.7 19140 24.295
511229250  150.10978699 2.41013503 F51P007 4 89 1 OK 0.421 1.002 0.487 0.257 3.03 1 VUDS-J100026.34+022436.4 19242 24.896
511225288  150.11210632 2.43195391 F51P007 4 91 1 OK 1.496 1.399 2.243 1.084 3.2436 2 VUDS-J100026.90+022555.0 20864 24.977
511462961  150.1113739 2.48699808 F51P007 4 92 1 OK 2.067 1.118 2.448 1.042 2.3291 2 VUDS-J100026.73+022913.1 24764 24.436
511234644  150.11387634 2.3699739 F51P007 4 93 2 OK 0.465 0.727 1.346 0.583 2.4677 22 VUDS-J100027.32+022211.9 15899 25.317
511229433  150.11387634 2.409096 F51P007 4 94 1 OK 2.895 1.321 1.864 0.799 3.2545 3 VUDS-J100027.33+022432.7 19153 24.325
511233945  150.11581421 2.37472296 F51P007 4 95 1 OK 0.606 1.08 1.322 0.681 2.98 1 VUDS-J100027.79+022229.0 16352 24.772
511225111  150.1161499 2.43611097 F51P007 4 96 1 OK 1.263 1.706 1.93 1.045 2.516 2 VUDS-J100027.87+022609.9 21220 24.737
511231402  150.11772156 2.39112091 F51P007 4 97 1 OK 0.897 1.068 1.561 0.803 3.6854 3 VUDS-J100028.25+022328.0 17645 24.983
511225585  150.11793518 2.43282604 F51P007 4 98 1 OK 0.845 1.42 1.342 0.641 3.1081 1 VUDS-J100028.30+022558.1 20940 24.971
511233292  150.11946106 2.3794651 F51P007 4 99 1 OK 0.664 0.988 1.543 0.888 3.5367 1 VUDS-J100028.67+022246.0 16725 24.961
511463557  150.12016296 2.48228407 F51P007 4 100 1 OK 2.138 2.61 1.209 0.746 2.4794 1 VUDS-J100028.83+022856.2 24408 24.649
511234010  150.121521 2.37346292 F51P007 4 101 1 OK 0.746 0.984 1.654 0.76 2.4321 1 VUDS-J100029.16+022224.4 16251 24.828
511226141  150.12147522 2.42620492 F51P007 4 102 1 OK 0.818 1.012 1.79 1.034 2.93 1 VUDS-J100029.15+022534.3 20488 24.627
511465653  150.12161255 2.46815896 F51P007 4 103 1 OK 1.356 2.104 1.25 0.834 3.1161 3 VUDS-J100029.18+022805.3 23441 24.95
511225417  150.12322998 2.43202496 F51P007 4 104 1 OK 1.669 2.54 1.175 0.62 2.42 2 VUDS-J100029.57+022555.2 20885 24.776
511235318  150.12484741 2.36714697 F51P007 4 105 1 OK 1.824 1.914 0.974 0.453 2.0931 1 VUDS-J100029.96+022201.7 15724 24.549
511228420  150.12461853 2.41167808 F51P007 4 106 1 OK 0.587 1.25 1.939 0.934 0.9351 3 VUDS-J100029.90+022442.0 19365 24.952
511235666  150.1277771 2.36462092 F51P007 4 107 2 OK 1.817 1.845 1.225 0.627 3.3686 2 VUDS-J100030.66+022152.6 15497 24.658
511224303  150.13755798 2.44068408 F51P007 4 117 1 OK 5.197 4.316 1.418 0.828 2.5113 3 VUDS-J100033.01+022626.4 21564 24.358
511233860  150.14533997 2.37551904 F51P007 4 125 1 OK 4.075 3.346 1.208 0.612 1.1753 1 VUDS-J100034.88+022231.8 16440 24.121
511232421  150.1472168 2.38331199 F51P007 4 128 1 OK 6.331 5.929 2.191 1.108 0.0 24 VUDS-J100035.33+022259.9 17262 18.444
511463578  150.13682556 2.48253489 F51P007 4 118 1 OK 0.563 0.824 2.16 1.088 4.0073 3 VUDS-J100032.83+022857.1 24391 24.956
511233416  150.13887024 2.366678 F51P007 4 119 1 OK 3.349 3.444 1.597 1.079 2.4748 3 VUDS-J100033.32+022200.0 15671 24.129
511228185  150.13970947 2.41598105 F51P007 4 120 1 OK 4.585 3.266 1.841 0.807 2.5085 3 VUDS-J100033.53+022457.5 19705 24.462
511233374  150.14129639 2.36824107 F51P007 4 121 1 OK 1.326 1.606 1.121 0.621 3.0453 2 VUDS-J100033.90+022205.6 15760 24.462
511233381  150.14358521 2.37166405 F51P007 4 123 1 OK 0.245 0.883 1.454 0.686 3.7105 2 VUDS-J100034.45+022217.9 16080 24.129
5101455699 150.1809845 2.53591299 F51P008 2 49 2 OK 11.139 0.684 0.223 0.139 0.8974 3 VUDS-J100043.43+023209.2 27963 24.339
5101454586 150.19822693 2.54353094 F51P008 2 67 2 OK 36.007 0.876 1.568 0.814 2.2480 1 VUDS-J100047.57+023236.7 28516 24.817
5101243705 150.1519928 2.30920005 F51P006 2 10 1 OK 2.481 3.429 2.311 1.142 1.0962 2 VUDS-J100036.47+021833.1 10859 24.697
5100998765 150.16551208 2.26052308 F51P006 2 27 2 OK 5.462 5.111 1.532 0.874 0.0000 24 VUDS-J100039.72+021537.8 6797 23.254
5101002040 150.17720032 2.23910189 F51P006 2 44 1 OK 1.906 1.733 2.521 1.233 3.1590 3 VUDS-J100042.52+021420.7 5102 24.966
5101242274 150.19108582 2.317981 F51P006 2 61 1 OK 0.374 0.65 2.3 1.149 4.3771 4 VUDS-J100045.86+021904.7 11634 24.301
5101236802 150.19154358 2.35714006 F51P006 2 62 1 OK 2.801 2.033 1.19 0.774 0.3408 3 VUDS-J100045.97+022125.7 14868 24.243
5131010085 150.15454102 2.1871531 F51P006 3 12 1 OK 0.165 0.456 1.986 1.172 3.2692 1 VUDS-J100037.08+021113.7 515 25.073
511265716  150.05659485 2.3263061 F51P005 1 27 1 OK 0.665 0.882 1.003 0.568 2.9803 3 VUDS-J100013.58+021934.7 12278 24.512
511025693  150.05993652 2.25041509 F51P005 1 28 1 OK 4.131 1.848 0.987 0.561 3.2562 4 VUDS-J100014.38+021501.4 6005 24.094
511261952  150.05834961 2.35261011 F51P005 1 30 1 OK 0.682 0.902 2.021 0.847 0.8518 9 VUDS-J100014.00+022109.3 14429 24.879
511242800  150.07717896 2.3098619 F51P005 1 45 2 OK 21.037 5.013 0.920 0.428 0.1231 24 VUDS-J100018.52+021835.5 11210 19.366
510325615  150.07818604 2.31456995 F51P005 1 47 1 OK 1.127 1.545 1.124 0.634 3.0889 1 VUDS-J100018.76+021852.4 11302 24.411
511236449  150.07829285 2.35781908 F51P005 1 48 1 OK 0.329 0.413 1.400 0.686 2.4249 1 VUDS-J100018.79+022128.1 15089 24.079
510998228  150.0919342 2.26268697 F51P005 1 62 1 OK 0.300 0.841 1.444 0.836 0.9511 22 VUDS-J100022.06+021545.6 6950 23.605
510998227  150.09228516 2.26278901 F51P005 1 62 2 OK 0.494 1.308 1.444 0.836 0.3254 4 VUDS-J100022.14+021546.0 6951 24.178
510997852  150.10743713 2.26642704 F51P005 1 82 1 OK 1.610 0.846 0.456 0.223 3.1780 2 VUDS-J100025.78+021559.1 7253 24.786
511240899  150.10743713 2.32722092 F51P005 1 83 1 OK 0.836 0.787 1.055 0.572 2.7794 39 VUDS-J100025.78+021937.9 12332 24.960
511001847  150.10946655 2.2400701 F51P005 1 84 1 OK 2.681 1.377 0.400 0.257 2.4363 3 VUDS-J100026.27+021424.2 5240 24.482
511002137  150.12278748 2.23734307 F51P005 1 98 1 OK 0.803 0.974 0.952 0.493 1.1456 2 VUDS-J100029.46+021414.4 4980 24.453
511002138  150.12243652 2.23710608 F51P005 1 98 2 OK 0.166 0.473 0.952 0.493 0.7469 29 VUDS-J100029.38+021413.5 4913 24.282
511244010  150.13882446 2.30706906 F51P005 1 115 1 OK 2.540 1.738 1.171 0.519 3.2879 3 VUDS-J100033.31+021825.4 10701 24.289
510285782  150.14102173 2.23957801 F51P005 1 117 1 OK 1.237 1.070 1.659 0.825 3.3360 4 VUDS-J100033.84+021422.4 5142 24.994
511036513  150.05619812 2.17433095 F51P005 4 24 1 OK 2.669 3.015 1.576 0.746 2.1049 1 VUDS-J100013.48+021027.5 4 24.638
