# FIELD  ID_V2.1D ID_V4.0 RA_1       DEC_1    Z_MOSFIRE MASKNAME TARGET id   x        y        ra_2        dec_2     SEflags iso_area Kstot    eKstot    ksauto    Ks_flux_radius Ks_rkron_circ Kstot07  eKstot07  apcorr   B            eB         wB  G          eG         wG  Gp        eGp      wGp Hl        eHl       wHl  Hs        eHs       wHs  I          eI         wI  IA427        eIA427     wIA427 IA464        eIA464     wIA464 IA484        eIA484   wIA484 IA505        eIA505     wIA505 IA527        eIA527     wIA527 IA574       eIA574     wIA574 IA624        eIA624     wIA624 IA679       eIA679     wIA679 IA709       eIA709     wIA709 IA738       eIA738     wIA738 IA767      eIA767     wIA767 IA827       eIA827    wIA827 J1        eJ1        wJ1  J2        eJ2        wJ2  J3        eJ3        wJ3  Ks2       eKs2      wKs2 Ks        eKs       wKs  NB118       eNB118    wNB118 NB209       eNB209    wNB209 R           eR         wR  Rp          eRp        wRp U            eU         wU  V           eV         wV  Z          eZ         wZ  Zp         eZp        wZp f_F125W   e_F125W   w_F125W f_F160W  e_F160W   w_F160W id_irac CH1     eCH1    wCH1 CH2       eCH2    wCH2 CH3      eCH3   wCH3 CH4       eCH4   wCH4 wmin_optical wmin_fs wmin_jhk wmin_hst wmin_irac wmin_all starflag nearstar nearsource snr      snrflag use Separation          
  COSMOS 4359     4292    150.120377 2.221267 -1.0      co2_01   1      2595 3022.166 1165.051 150.1203918 2.2212431 0       63.0     8.552238 0.290404  7.467633  1.747          4.44929       8.349498 0.18973   1.145241 0.04389658   0.01042632 1.0 0.01958872 0.01779057 1.0 35.31504  16.43184 1.0 4.030696  0.1422907 1.01 3.678597  0.1467706 0.98 0.1800689  0.01928507 1.0 -0.006861369 0.04116949 1.0    -0.01778818  0.09642278 1.0    0.05772503   0.039057 1.0    -0.01845962  0.04927125 1.0    0.06812192   0.03507106 1.0    0.1459232   0.07952184 1.0    0.07857022   0.04436093 1.0    0.03517782  0.07887795 1.0    0.1500102   0.05256988 1.0    0.115112    0.06145759 1.0    0.1112778  0.07401201 1.0    0.2620687   0.1023235 1.0    0.6473609 0.07513429 0.92 0.9378021 0.07294026 0.97 1.8867    0.09149682 1.01 5.235854  0.3947617 1.0  4.783524  0.1480914 0.9  1.190984    0.1814443 0.98   4.805192    0.3868939 0.97   0.09539533  0.01646952 1.0 0.1070476   0.02084826 1.0 0.04708856   0.02231845 1.0 0.07263308  0.02269451 1.0 0.2491966  0.06273078 1.0 0.3280011  0.07932358 1.0 1.56492   0.0248543 1.06    3.45579  0.0236586 1.01    2595    7.5305  0.28661 1.18 7.7388    0.49121 0.81 4.3288   2.5135 1.09 9.5359    3.5696 0.79 1.0          0.9     1.0      1.01     0.79      0.79     0        0        0          44.00726 1       1   0.10117991678542149 
  COSMOS 3117     3185    150.118286 2.210938 2.1732    co2_01   1      1810 3072.294 917.448  150.1182861 2.2109272 0       35.0     3.795379 0.2284111 3.181091  1.645          3.877546      3.935248 0.1689929 1.193106 0.3729972    0.01042632 1.0 0.490834   0.01779057 1.0 142.8598  16.43184 1.0 1.808347  0.1345235 1.13 2.318521  0.1385338 1.1  0.6496227  0.01928507 1.0 0.3905784    0.04116949 1.0    0.4841784    0.09642278 1.0    0.422017     0.039057 1.0    0.565416     0.04927125 1.0    0.5736242    0.03507106 1.0    0.5268902   0.07952184 1.0    0.5453665    0.04436093 1.0    0.6037399   0.07887795 1.0    0.5522857   0.05256988 1.0    0.6853968   0.06145759 1.0    0.8246598  0.07401201 1.0    0.648913    0.1023235 1.0    0.834642  0.06902697 1.09 1.043716  0.06788037 1.12 1.428131  0.08501073 1.17 1.926213  0.3947617 1.0  2.140248  0.1321636 1.13 1.432404    0.1736459 1.07   1.830031    0.3701048 1.06   0.6057237   0.01646952 1.0 0.5912752   0.02084826 1.0 0.1769546    0.02231845 1.0 0.6258648   0.02269451 1.0 0.9329375  0.06273078 1.0 0.8611254  0.07932358 1.0 1.17287   0.0257083 0.99    1.77576  0.0239102 0.99    1810    1.991   0.46179 1.12 2.6911    0.46593 0.94 0.082218 2.5439 1.0  2.6062    3.0067 0.93 1.0          1.0     1.0      0.99     0.93      0.93     0        0        0          23.28646 1       1   0.03888166415078393 
  COSMOS 1069     1148    150.11557  2.191421 2.0793    co2_01   1      399  3137.066 449.33   150.1155853 2.1914237 0       34.0     3.553066 0.3550155 2.945419  1.838          3.769993      3.292761 0.2711017 1.206302 0.3100974    0.01042632 1.0 0.3862592  0.01779057 1.0 120.0076  16.43184 1.0 1.58947   0.1787505 0.64 1.548228  0.1959164 0.55 0.5450498  0.01928507 1.0 0.2883852    0.04116949 1.0    0.3753701    0.09642278 1.0    0.3016013    0.039057 1.0    0.4115412    0.04927125 1.0    0.3768673    0.03507106 1.0    0.3646731   0.07952184 1.0    0.4597146    0.04436093 1.0    0.5405958   0.07887795 1.0    0.453668    0.05256988 1.0    0.4541371   0.06145759 1.0    0.5958523  0.07401201 1.0    0.5116987   0.1023235 1.0    0.537827  0.1139468  0.4  0.8655169 0.1059191  0.46 1.19203   0.1300414  0.5  1.714176  0.3947617 1.0  1.956349  0.2094329 0.45 1.074951    0.2178221 0.68   1.326976    0.4342425 0.77   0.474032    0.01646952 1.0 0.4859272   0.02084826 1.0 0.2100231    0.02231845 1.0 0.4922672   0.02269451 1.0 0.6317934  0.06273078 1.0 0.6463362  0.07932358 1.0 1.14391   0.0255153 1.0     1.39279  0.023643  1.01    399     1.7674  2.5254  1.1  1.8764    0.90244 0.89 -0.59999 2.8422 1.05 3.9879    3.2467 0.88 1.0          0.4     1.0      1.0      0.88      0.4      0        0        0          12.14585 1       1   0.05589140263137712 
  COSMOS 4837     4717    150.10498  2.226236 2.4399    co2_01   1      2888 3391.625 1283.482 150.1049805 2.2261791 0       90.0     8.263174 0.3310784 7.619348  2.875          5.870865      4.60324  0.1618978 1.084499 0.1073309    0.01042632 1.0 0.1148802  0.01779057 1.0 70.04243  16.43184 1.0 2.043804  0.1316426 1.18 1.443382  0.1331921 1.19 0.276861   0.01928507 1.0 0.04562759   0.04116949 1.0    0.1726661    0.09642278 1.0    0.09748338   0.039057 1.0    0.1695846    0.04927125 1.0    0.1601673    0.03507106 1.0    0.367408    0.07952184 1.0    0.1741451    0.04436093 1.0    0.240832    0.07887795 1.0    0.216197    0.05256988 1.0    0.1454662   0.06145759 1.0    0.2065376  0.07401201 1.0    0.3228324   0.1023235 1.0    0.4476929 0.06394848 1.27 0.5256978 0.06477399 1.23 0.9003779 0.08257638 1.24 3.274789  0.3947617 1.0  3.823044  0.1277199 1.21 0.4874256   0.1712616 1.1    2.088895    0.3633134 1.1    0.2177138   0.01646952 1.0 0.2745091   0.02084826 1.0 0.07416086   0.02231845 1.0 0.16481     0.02269451 1.0 0.3587947  0.06273078 1.0 0.4599773  0.07932358 1.0 0.746708  0.0251378 1.03    1.67712  0.0236384 1.01    2888    9.5514  0.3718  0.96 11.696    0.64566 1.02 15.961   2.0908 1.03 12.193    2.6509 0.99 1.0          1.0     1.0      1.01     0.96      0.96     0        0        0          28.433   1       1   0.2048478965259818  
  COSMOS 3623     3626    150.104736 2.21573  2.3247    co2_01   1      2160 3396.923 1032.404 150.1047516 2.2157183 0       57.0     6.913574 0.2516031 6.085608  1.861          4.600201      6.440109 0.1577999 1.136053 1.740771     0.01042632 1.0 2.009792   0.01779057 1.0 635.2902  16.43184 1.0 4.341393  0.1300004 1.21 3.074682  0.132636  1.2  2.209784   0.01928507 1.0 1.866288     0.04116949 1.0    1.884877     0.09642278 1.0    2.118708     0.039057 1.0    2.089148     0.04927125 1.0    2.012749     0.03507106 1.0    2.13629     0.07952184 1.0    2.288846     0.04436093 1.0    2.458101    0.07887795 1.0    2.085797    0.05256988 1.0    2.142057    0.06145759 1.0    1.992761   0.07401201 1.0    2.337317    0.1023235 1.0    2.080402  0.06369819 1.28 2.216999  0.06451227 1.24 3.048889  0.08257638 1.24 4.450617  0.3947617 1.0  3.795235  0.1246663 1.27 2.438026    0.1712616 1.1    3.155192    0.3649761 1.09   2.113044    0.01646952 1.0 2.321939    0.02084826 1.0 1.106399     0.02231845 1.0 2.307006    0.02269451 1.0 2.252228   0.06273078 1.0 2.518823   0.07932358 1.0 2.65146   0.02506   1.04    3.53886  0.0233339 1.04    2160    3.4661  0.26694 1.11 3.5901    0.39129 1.09 0.085363 2.3783 1.13 9.2056    2.7783 1.14 1.0          1.0     1.0      1.04     1.0       1.0      0        0        0          40.81187 1       1   0.07016641380808332 
  COSMOS 5048     4915    150.099609 2.228111 2.0991    co2_01   1      3052 3520.189 1329.495 150.0996246 2.228097  2       71.0     4.767159 0.3503585 4.427517  3.146          6.184682      2.112057 0.1620208 1.076711 0.4469619    0.01042632 1.0 0.5713241  0.01779057 1.0 185.3955  16.43184 1.0 1.551711  0.1300004 1.21 2.357804  0.1337553 1.18 0.80209    0.01928507 1.0 0.376835     0.04116949 1.0    0.4977259    0.09642278 1.0    0.5422648    0.039057 1.0    0.65346      0.04927125 1.0    0.5718091    0.03507106 1.0    0.5819374   0.07952184 1.0    0.6943121    0.04436093 1.0    0.7805619   0.07887795 1.0    0.610126    0.05256988 1.0    0.7035909   0.06145759 1.0    0.6476591  0.07401201 1.0    0.6828145   0.1023235 1.0    0.9429838 0.06394848 1.27 1.304433  0.06477399 1.23 1.465829  0.08291137 1.23 1.808931  0.3947617 1.0  2.032288  0.1271953 1.22 1.51611     0.1712616 1.1    2.042138    0.3633134 1.1    0.7072476   0.01646952 1.0 0.6653634   0.02084826 1.0 0.3086071    0.02231845 1.0 0.6689634   0.02269451 1.0 0.8496416  0.06273078 1.0 0.9114742  0.07932358 1.0 1.26986   0.0250761 1.04    1.84146  0.0233064 1.04    3052    2.2369  0.23856 1.17 2.0446    0.42094 1.15 -1.9468  1.8927 1.17 0.19147   2.3352 1.14 1.0          1.0     1.0      1.04     1.0       1.0      0        0        0          13.03571 1       1   0.07542770336852374 
  COSMOS 5070     4945    150.099289 2.228042 2.0813    co2_01   0      3103 3527.662 1328.313 150.0993042 2.2280476 3       8.0      1.233503 0.1764304 0.8933957 1.453          2.866918      1.232578 0.1614024 1.38069  0.2701409    0.01042632 1.0 0.3697094  0.01779057 1.0 92.61071  16.43184 1.0 0.5585158 0.1300004 1.21 0.8718685 0.132636  1.2  0.4480526  0.01928507 1.0 0.2171607    0.04116949 1.0    0.224359     0.09642278 1.0    0.2620483    0.039057 1.0    0.2882218    0.04927125 1.0    0.3182831    0.03507106 1.0    0.187096    0.07952184 1.0    0.3202333    0.04436093 1.0    0.3010035   0.07887795 1.0    0.2991413   0.05256988 1.0    0.3443632   0.06145759 1.0    0.1985712  0.07401201 1.0    0.2520874   0.1023235 1.0    0.3252366 0.06394848 1.27 0.5092721 0.06451227 1.24 0.6924508 0.08291137 1.23 1.262287  0.3947617 1.0  0.767616  0.1271953 1.22 0.8849227   0.1720454 1.09   0.6753898   0.3600549 1.12   0.4143196   0.01646952 1.0 0.3268922   0.02084826 1.0 0.2375849    0.02231845 1.0 0.3628625   0.02269451 1.0 0.3606002  0.06273078 1.0 0.4964675  0.07932358 1.0 0.81844   0.0249484 1.05    1.21452  0.0235051 1.02    3103    0.1446  0.15578 1.15 0.6721    0.27006 1.14 2.6131   1.2757 1.18 3.8657    1.5508 1.11 1.0          1.0     1.0      1.02     1.0       1.0      0        0        1          7.636676 1       0   0.058276739915251646
  COSMOS 479      541     150.10437  2.185242 2.081     co2_01   1      118  3405.345 301.133  150.1044006 2.1852503 0       9.0      2.985919 0.632479  2.108002  1.586          2.797743      2.612404 0.5902188 1.416469 0.470742     0.01042632 1.0 0.5421998  0.01779057 1.0 174.3761  16.43184 1.0 1.181597  0.2981765 0.23 1.640528  0.3632387 0.16 0.6010923  0.01928507 1.0 0.4739747    0.04116949 1.0    0.4999798    0.09642278 1.0    0.5134192    0.039057 1.0    0.5473694    0.04927125 1.0    0.5017988    0.03507106 1.0    0.4852556   0.07952184 1.0    0.5776727    0.04436093 1.0    0.7008808   0.07887795 1.0    0.5325117   0.05256988 1.0    0.5722285   0.06145759 1.0    0.4992943  0.07401201 1.0    0.6560059   0.1023235 1.0    0.6065139 0.2080374  0.12 0.8306887 0.1992423  0.13 0.8265231 0.2230192  0.17 2.013734  0.3947617 1.0  1.490001  0.4442742 0.1  1.237431    0.3745351 0.23   0.1078575   0.7472932 0.26   0.5897869   0.01646952 1.0 0.5500044   0.02084826 1.0 0.3325346    0.02231845 1.0 0.6496043   0.02269451 1.0 0.6479366  0.06273078 1.0 0.6282951  0.07932358 1.0 0.85315   0.025124  1.04    1.39049  0.0232672 1.05    118     2.7062  1.0206  0.9  2.6858    0.802   1.0  3.1383   4.5513 0.95 -4.7456   5.0921 0.93 1.0          0.1     1.0      1.04     0.9       0.1      0        0        0          4.426161 0       0   0.11406312356997528 
  COSMOS 415      487     150.10376  2.185079 -1.0      co2_01   0      98   3420.434 296.805  150.103775  2.18507   0       63.0     17.2857  0.9790475 15.47211  2.211          4.910141      13.61864 0.586231  1.117216 0.5384276    0.01042632 1.0 0.6717886  0.01779057 1.0 214.4133  16.43184 1.0 6.849823  0.3048779 0.22 6.484885  0.3632387 0.16 1.930939   0.01928507 1.0 0.487462     0.04116949 1.0    0.5290327    0.09642278 1.0    0.566715     0.039057 1.0    0.5940733    0.04927125 1.0    0.7605994    0.03507106 1.0    0.9274195   0.07952184 1.0    1.054162     0.04436093 1.0    1.502458    0.07887795 1.0    1.317079    0.05256988 1.0    1.557322    0.06145759 1.0    1.561364   0.07401201 1.0    2.478423    0.1023235 1.0    4.48404   0.2080374  0.12 4.63299   0.2073779  0.12 5.274415  0.2298829  0.16 8.3708    0.3947617 1.0  8.826361  0.4683061 0.09 4.998154    0.3919645 0.21   7.380249    0.7620925 0.25   1.122281    0.01646952 1.0 1.161999    0.02084826 1.0 0.4647242    0.02231845 1.0 0.8964776   0.02269451 1.0 3.409979   0.06273078 1.0 3.726914   0.07932358 1.0 5.00117   0.0255406 1.0     6.631    0.0236076 1.02    98      12.746  0.41756 0.9  10.376    0.43949 1.06 4.6491   2.7462 0.9  11.898    3.1231 0.97 1.0          0.09    1.0      1.0      0.9       0.09     0        0        0          23.23085 1       0   0.06294061483358261 
  COSMOS 2832     2887    150.096954 2.209174 2.1734    co2_01   1      1617 3583.559 875.229  150.0969696 2.2091703 3       122.0    7.584378 0.4735328 7.263314  4.371          8.282217      2.226582 0.1616342 1.044204 0.3093545    0.01042632 1.0 0.4645017  0.01779057 1.0 144.2145  16.43184 1.0 2.062747  0.1305409 1.2  2.140279  0.1337553 1.18 0.6317196  0.01928507 1.0 0.3719079    0.04116949 1.0    0.3969228    0.09642278 1.0    0.3284461    0.039057 1.0    0.3955029    0.04927125 1.0    0.466538     0.03507106 1.0    0.4900176   0.07952184 1.0    0.4316091    0.04436093 1.0    0.5630991   0.07887795 1.0    0.4881328   0.05256988 1.0    0.4396985   0.06145759 1.0    0.5444802  0.07401201 1.0    0.4954631   0.1023235 1.0    0.6438068 0.06394848 1.27 0.9908667 0.06451227 1.24 1.334733  0.08325048 1.22 2.577039  0.3947617 1.0  2.458172  0.1251601 1.26 1.349662    0.1712616 1.1    2.956125    0.3701048 1.06   0.550873    0.01646952 1.0 0.4899154   0.02084826 1.0 0.1918525    0.02231845 1.0 0.5162054   0.02269451 1.0 0.7747545  0.06273078 1.0 0.7746671  0.07932358 1.0 1.25074   0.0254278 1.01    1.88778  0.0238146 1.0     1617    3.0878  0.29585 0.97 2.9968    0.39022 0.94 1.4784   2.1135 1.08 -5.1796   2.6239 0.93 1.0          1.0     1.0      1.0      0.93      0.93     0        0        0          13.77544 1       1   0.057677391086961335
  COSMOS 4019     3974    150.092499 2.218422 2.0978    co2_01   1      2359 3690.684 1096.861 150.092514  2.218405  0       69.0     6.829642 0.2695286 6.093092  2.075          4.880888      5.815536 0.1608529 1.120883 0.2338728    0.01042632 1.0 0.2483253  0.01779057 1.0 104.2332  16.43184 1.0 2.524594  0.1305409 1.2  2.489739  0.1337553 1.18 0.3685752  0.01928507 1.0 0.1929807    0.04116949 1.0    0.08602358   0.09642278 1.0    0.2744915    0.039057 1.0    0.2363825    0.04927125 1.0    0.2942142    0.03507106 1.0    0.3241891   0.07952184 1.0    0.3201523    0.04436093 1.0    0.3674069   0.07887795 1.0    0.381457    0.05256988 1.0    0.3112866   0.06145759 1.0    0.355254   0.07401201 1.0    0.2614076   0.1023235 1.0    0.6298897 0.06369819 1.28 0.9121408 0.06503891 1.22 1.324673  0.08325048 1.22 3.552979  0.3947617 1.0  3.651986  0.1261654 1.24 1.044062    0.1720454 1.09   2.588037    0.3649761 1.09   0.3208365   0.01646952 1.0 0.3202716   0.02084826 1.0 0.2345128    0.02231845 1.0 0.3409824   0.02269451 1.0 0.3515091  0.06273078 1.0 0.3756238  0.07932358 1.0 1.23488   0.0213726 1.43    2.13454  0.0195531 1.48    2359    5.4514  0.65869 1.18 6.0656    0.67321 0.95 6.4896   2.1984 1.18 5.4209    3.2791 0.93 1.0          1.0     1.0      1.43     0.93      0.93     0        0        0          36.15438 1       1   0.08159087393675006 
  COSMOS 4555     4446    150.085724 2.223172 2.197     co2_01   1      2709 3853.475 1211.243 150.0857239 2.2231712 3       51.0     4.624897 0.2569664 4.070904  2.081          4.604505      3.822307 0.1623682 1.136086 0.541231     0.01042632 1.0 0.6689858  0.01779057 1.0 188.5251  16.43184 1.0 1.991342  0.1322039 1.17 2.444767  0.1354887 1.15 0.9267987  0.01928507 1.0 0.5573872    0.04116949 1.0    0.7143512    0.09642278 1.0    0.5726566    0.039057 1.0    0.7235613    0.04927125 1.0    0.6901252    0.03507106 1.0    0.8556213   0.07952184 1.0    0.8365594    0.04436093 1.0    0.9569749   0.07887795 1.0    0.803996    0.05256988 1.0    0.8126907   0.06145759 1.0    0.8066652  0.07401201 1.0    0.7755238   0.1023235 1.0    1.122375  0.06471743 1.24 1.469073  0.06503891 1.22 1.673252  0.08394137 1.2  1.049483  0.3947617 1.0  2.545844  0.1271953 1.22 3.458171    0.1761326 1.04   7.307695    0.3736466 1.04   0.7804425   0.01646952 1.0 0.8230659   0.02084826 1.0 0.4127397    0.02231845 1.0 0.8098635   0.02269451 1.0 1.078518   0.06273078 1.0 0.935945   0.07932358 1.0 1.47347   0.0255608 1.0     2.11697  0.0237189 1.01    2709    2.3067  0.42241 1.12 3.247     0.48724 0.8  0.94405  2.628  1.17 -9.1756   3.2075 0.94 1.0          1.0     1.0      1.0      0.8       0.8      0        0        0          23.54099 1       1   0.002902379179693523
  COSMOS 418      471     150.088913 2.18496  2.0731    co2_01   1      106  3776.882 294.297  150.088913  2.184967  0       9.0      3.01774  0.6154081 1.836914  1.535          2.37244       2.830842 0.6110001 1.642831 0.5317773    0.01042632 1.0 0.6630507  0.01779057 1.0 219.6689  16.43184 1.0 1.568788  0.3048779 0.22 1.889332  0.3632387 0.16 0.8716127  0.01928507 1.0 0.4857729    0.04116949 1.0    0.4847511    0.09642278 1.0    0.5756021    0.039057 1.0    0.6890142    0.04927125 1.0    0.6543125    0.03507106 1.0    0.6489321   0.07952184 1.0    0.7666662    0.04436093 1.0    0.8482285   0.07887795 1.0    0.8018779   0.05256988 1.0    0.6627368   0.06145759 1.0    0.769015   0.07401201 1.0    1.007836    0.1023235 1.0    0.7462765 0.1998759  0.13 1.405736  0.1992423  0.13 1.231716  0.2298829  0.16 1.747969  0.3947617 1.0  1.511672  0.4683061 0.09 1.712126    0.3745351 0.23   1.150647    0.7333239 0.27   0.7558016   0.01646952 1.0 0.7909076   0.02084826 1.0 0.3511604    0.02231845 1.0 0.8428426   0.02269451 1.0 0.9578244  0.06273078 1.0 1.000355   0.07932358 1.0 1.48213   0.0258946 0.98    1.78755  0.0217988 1.19    106     5.4637  0.55899 0.97 5.0446    0.85829 1.12 -14.475  5.3417 0.99 6.8271    5.8126 1.14 1.0          0.09    1.0      0.98     0.97      0.09     0        0        0          4.633129 0       0   0.025200000000884664
  COSMOS 3907     3895    150.079453 2.217148 2.3015    co2_01   1      2242 4004.743 1065.248 150.079422  2.2170892 3       44.0     3.225083 0.3907678 3.034668  3.408          6.896811      1.390439 0.1618371 1.062747 0.3184526    0.01042632 1.0 0.4152146  0.01779057 1.0 122.7544  16.43184 1.0 1.59332   0.1327726 1.16 1.092736  0.1360817 1.14 0.5763732  0.01928507 1.0 0.1764951    0.04116949 1.0    0.2414162    0.09642278 1.0    0.3902679    0.039057 1.0    0.459161     0.04927125 1.0    0.3555685    0.03507106 1.0    0.2960265   0.07952184 1.0    0.4677064    0.04436093 1.0    0.6393328   0.07887795 1.0    0.5030817   0.05256988 1.0    0.4121027   0.06145759 1.0    0.6407737  0.07401201 1.0    0.3246908   0.1023235 1.0    0.47326   0.06420174 1.26 0.5802268 0.06530711 1.21 0.8846709 0.08429333 1.19 1.037997  0.3947617 1.0  1.315468  0.1261654 1.24 0.5453554   0.1769855 1.03   0.9115948   0.3718631 1.05   0.4845127   0.01646952 1.0 0.4627752   0.02084826 1.0 0.1679666    0.02231845 1.0 0.4729669   0.02269451 1.0 0.5765464  0.06273078 1.0 0.5575097  0.07932358 1.0 0.626674  0.0250357 1.04    1.31509  0.0233183 1.04    2242    0.64322 0.29911 1.01 0.28584   0.40956 0.81 2.2704   2.2149 1.07 -5.2314   2.923  0.81 1.0          1.0     1.0      1.04     0.81      0.81     0        0        0          8.591597 1       1   0.2392578994923638  
  COSMOS 3692     3666    150.07753  2.21603  2.0859    co2_01   1      2158 4050.018 1039.566 150.0775299 2.2160192 0       135.0    19.09937 0.3561504 17.81005  2.878          6.355408      10.75138 0.1631799 1.072393 0.8970195    0.01042632 1.0 1.206612   0.01779057 1.0 380.4732  16.43184 1.0 6.347965  0.1327726 1.16 8.083596  0.1366825 1.13 2.353267   0.01928507 1.0 0.720166     0.04116949 1.0    1.044085     0.09642278 1.0    1.07125      0.039057 1.0    1.215329     0.04927125 1.0    1.308681     0.03507106 1.0    1.359875    0.07952184 1.0    1.604508     0.04436093 1.0    2.007221    0.07887795 1.0    1.697286    0.05256988 1.0    1.780868    0.06145759 1.0    2.072398   0.07401201 1.0    2.565283    0.1023235 1.0    3.903997  0.06445804 1.25 4.77167   0.06530711 1.21 5.338151  0.08429333 1.19 7.985627  0.3947617 1.0  8.713134  0.1261654 1.24 5.405396    0.1744631 1.06   6.111564    0.377292  1.02   1.669788    0.01646952 1.0 1.643716    0.02084826 1.0 0.6921937    0.02231845 1.0 1.478125    0.02269451 1.0 3.14675    0.06273078 1.0 3.263277   0.07932358 1.0 4.84891   0.0251849 1.03    6.82296  0.0239153 0.99    2158    9.5664  0.29702 1.04 9.9791    0.36915 1.0  8.73     2.3008 1.06 1.0506    2.8274 0.91 1.0          1.0     1.0      0.99     0.91      0.91     0        0        0          65.8867  1       1   0.038881664139351284
  COSMOS 4611     4497    150.071472 2.223871 2.4414    co2_01   1      2731 4195.043 1227.664 150.0714874 2.2238567 0       118.0    11.55837 0.3464477 10.73134  2.846          6.148273      6.558085 0.1645149 1.077067 0.4019141    0.01042632 1.0 0.602594   0.01779057 1.0 165.188   16.43184 1.0 4.455512  0.1322039 1.17 3.688768  0.1354887 1.15 0.9547307  0.01928507 1.0 0.2881322    0.04116949 1.0    0.4949589    0.09642278 1.0    0.5597308    0.039057 1.0    0.8390743    0.04927125 1.0    0.609583     0.03507106 1.0    0.8741586   0.07952184 1.0    0.9090863    0.04436093 1.0    0.9917375   0.07887795 1.0    0.7772128   0.05256988 1.0    0.8558292   0.06145759 1.0    0.8179807  0.07401201 1.0    0.7582888   0.1023235 1.0    1.564461  0.06471743 1.24 1.635676  0.06530711 1.21 2.533805  0.08464975 1.18 4.602958  0.3947617 1.0  5.351551  0.1271953 1.22 1.447121    0.1736459 1.07   4.564309    0.375456  1.03   0.8948216   0.01646952 1.0 0.8617005   0.02084826 1.0 0.1749691    0.02231845 1.0 0.7990836   0.02269451 1.0 1.273104   0.06273078 1.0 1.248492   0.07932358 1.0 2.04847   0.0253191 1.02    3.59261  0.0231242 1.06    2731    5.7475  0.27246 1.25 6.6916    0.34342 1.09 5.5017   2.1034 1.25 2.1342    2.6642 1.05 1.0          1.0     1.0      1.02     1.0       1.0      0        0        0          39.86316 1       1   0.07562510122130603 
  COSMOS 2813     2872    150.072433 2.208554 2.3169    co2_01   1      1587 4172.448 860.389  150.0724182 2.2085543 0       83.0     6.443011 0.3243067 5.937433  2.87           5.801039      3.696254 0.1660071 1.085151 0.1249237    0.01042632 1.0 0.1832234  0.01779057 1.0 64.65443  16.43184 1.0 1.973019  0.1339322 1.14 1.65661   0.1360817 1.14 0.3176129  0.01928507 1.0 0.1151873    0.04116949 1.0    0.2637201    0.09642278 1.0    0.1585252    0.039057 1.0    0.2365263    0.04927125 1.0    0.2063455    0.03507106 1.0    0.2257383   0.07952184 1.0    0.3152612    0.04436093 1.0    0.3329746   0.07887795 1.0    0.2303876   0.05256988 1.0    0.1996995   0.06145759 1.0    0.2249546  0.07401201 1.0    0.4456623   0.1023235 1.0    0.496513  0.06420174 1.26 0.6003218 0.06530711 1.21 1.265462  0.08394137 1.2  2.117271  0.3947617 1.0  2.994442  0.1266772 1.23 0.5841844   0.1761326 1.04   1.974923    0.3701048 1.06   0.2747799   0.01646952 1.0 0.2653909   0.02084826 1.0 0.07553459   0.02231845 1.0 0.2100829   0.02269451 1.0 0.4620457  0.06273078 1.0 0.3741815  0.07932358 1.0 0.990858  0.0240609 1.13    1.76051  0.0193195 1.52    1587    4.5452  0.46527 1.22 6.2711    0.49386 1.08 5.2971   2.1729 1.15 11.358    2.8995 1.03 1.0          1.0     1.0      1.13     1.0       1.0      0        0        0          22.26564 1       1   0.053251375143751126
  COSMOS 4146     4078    150.06781  2.219436 2.4411    co2_01   1      2465 4283.415 1121.368 150.0677948 2.2194283 0       42.0     3.395303 0.243192  2.944442  2.173          4.337016      2.669507 0.1645848 1.153123 0.2815223    0.01042632 1.0 0.4013615  0.01779057 1.0 139.788   16.43184 1.0 1.956568  0.1333486 1.15 1.208783  0.1360817 1.14 0.5842132  0.01928507 1.0 0.1687825    0.04116949 1.0    0.4439632    0.09642278 1.0    0.3600059    0.039057 1.0    0.369865     0.04927125 1.0    0.4286676    0.03507106 1.0    0.3647594   0.07952184 1.0    0.5420186    0.04436093 1.0    0.4594291   0.07887795 1.0    0.5561621   0.05256988 1.0    0.4613682   0.06145759 1.0    0.4143889  0.07401201 1.0    0.5032364   0.1023235 1.0    0.6154738 0.06445804 1.25 0.7318638 0.06557866 1.2  0.9426121 0.08429333 1.19 0.3068787 0.3947617 1.0  1.744366  0.1271953 1.22 0.5761343   0.1769855 1.03   0.8480558   0.3718631 1.05   0.521803    0.01646952 1.0 0.5517135   0.02084826 1.0 0.1705338    0.02231845 1.0 0.4605972   0.02269451 1.0 0.6921355  0.06273078 1.0 0.7458779  0.07932358 1.0 1.00425   0.0252645 1.02    1.46978  0.0236061 1.02    2465    2.0008  0.31615 1.18 2.1157    0.36872 1.21 2.4895   2.4826 1.13 -0.88671  2.9903 1.19 1.0          1.0     1.0      1.02     1.0       1.0      0        0        0          16.21965 1       1   0.06130404642420144 
