# FIELD  ID_V2.1D ID_V4.0 RA_1       DEC_1    Z_MOSFIRE MASKNAME TARGET id   x        y        ra_2        dec_2     SEflags iso_area Kstot    eKstot    ksauto    Ks_flux_radius Ks_rkron_circ Kstot07  eKstot07  apcorr   B            eB         wB  G          eG         wG  Gp        eGp      wGp Hl        eHl       wHl  Hs        eHs       wHs  I          eI         wI  IA427        eIA427     wIA427 IA464        eIA464     wIA464 IA484        eIA484   wIA484 IA505        eIA505     wIA505 IA527        eIA527     wIA527 IA574       eIA574     wIA574 IA624        eIA624     wIA624 IA679       eIA679     wIA679 IA709       eIA709     wIA709 IA738       eIA738     wIA738 IA767      eIA767     wIA767 IA827       eIA827    wIA827 J1        eJ1        wJ1  J2        eJ2        wJ2  J3        eJ3        wJ3  Ks2       eKs2      wKs2 Ks        eKs       wKs  NB118       eNB118    wNB118 NB209       eNB209    wNB209 R           eR         wR  Rp          eRp        wRp U            eU         wU  V           eV         wV  Z          eZ         wZ  Zp         eZp        wZp f_F125W   e_F125W   w_F125W f_F160W  e_F160W   w_F160W id_irac CH1     eCH1    wCH1 CH2       eCH2    wCH2 CH3      eCH3   wCH3 CH4       eCH4   wCH4 wmin_optical wmin_fs wmin_jhk wmin_hst wmin_irac wmin_all starflag nearstar nearsource snr      snrflag use Separation          
  COSMOS 896      964     150.071625 2.189891 2.2903    co2_01   1      321  4191.263 412.984  150.07164   2.1899135 1       34.0     3.764198 0.5691623 3.348903  2.441          4.772824      2.644268 0.3581288 1.124009 0.3362284    0.01042632 1.0 0.4442184  0.01779057 1.0 163.1444  16.43184 1.0 1.56685   0.1928217 0.55 1.606622  0.2142265 0.46 0.6207266  0.01928507 1.0 0.348316     0.04116949 1.0    0.3317296    0.09642278 1.0    0.4179004    0.039057 1.0    0.4204361    0.04927125 1.0    0.5063755    0.03507106 1.0    0.624491    0.07952184 1.0    0.6107136    0.04436093 1.0    0.7321585   0.07887795 1.0    0.5869456   0.05256988 1.0    0.5098934   0.06145759 1.0    0.5947996  0.07401201 1.0    0.7026053   0.1023235 1.0    0.8343701 0.1273964  0.32 0.7188296 0.1181007  0.37 1.263649  0.1491677  0.38 1.869823  0.3947617 1.0  2.094177  0.2755272 0.26 0.9276101   0.2263008 0.63   0.9120836   0.4522187 0.71   0.5688987   0.01646952 1.0 0.5959998   0.02084826 1.0 0.1727358    0.02231845 1.0 0.57548     0.02269451 1.0 0.647832   0.06273078 1.0 0.7780494  0.07932358 1.0 0.999747  0.0247781 1.07    1.44538  0.0211117 1.27    321     2.1164  0.4536  1.09 4.1292    0.59242 0.94 0.75727  2.7927 0.99 1.276     3.3819 0.93 1.0          0.26    1.0      1.07     0.93      0.26     0        0        0          7.383566 1       0   0.09732801365952246 
  COSMOS 127      182     150.068787 2.179849 0.8034    co2_01   0      7    4259.011 172.184  150.0688019 2.1798811 16      35.0     20.43747 2.719887  17.37079  2.418          4.040001      13.75565 2.000636  1.176543 0.5177077    0.01042632 1.0 0.7519099  0.01779057 1.0 242.1742  16.43184 1.0 0.0       -99.0     0.0  0.0       -99.0     0.0  2.990273   0.01928507 1.0 0.4650896    0.04116949 1.0    0.6622852    0.09642278 1.0    0.7729964    0.039057 1.0    0.7484088    0.04927125 1.0    0.8964667    0.03507106 1.0    0.9135636   0.07952184 1.0    1.194961     0.04436093 1.0    2.269827    0.07887795 1.0    2.128139    0.05256988 1.0    2.696295    0.06145759 1.0    2.575972   0.07401201 1.0    3.380935    0.1023235 1.0    0.0       -99.0      0.0  5.763374  -99.0      0.0  0.0       -99.0      0.0  9.820458  0.3947617 1.0  10.90078  1.404918  0.01 0.0         -99.0     0.0    -0.09280649 -99.0     0.0    1.313391    0.01646952 1.0 1.355004    0.02084826 1.0 0.4148236    0.02231845 1.0 0.9968649   0.02269451 1.0 3.83871    0.06273078 1.0 4.180343   0.07932358 1.0 5.89567   0.0247822 1.06    7.19261  0.0211924 1.26    7       12.375  0.2263  1.03 7.6877    0.39854 0.82 13.659   2.3174 1.03 3.3402    2.774  0.85 1.0          0.0     1.0      1.06     0.82      0.0      0        0        0          6.875638 1       0   0.12738602921291897 
  COSMOS 2499     2575    150.061661 2.205385 2.3159    co2_01   1      1316 4430.518 784.382  150.0616608 2.2053883 3       95.0     13.53081 0.2945819 12.28296  2.152          5.293719      11.26661 0.1659464 1.101592 0.1521642    0.01042632 1.0 0.1926402  0.01779057 1.0 59.60844  16.43184 1.0 5.061865  0.1310883 1.19 4.023664  0.1331921 1.19 0.3938706  0.01928507 1.0 0.1473415    0.04116949 1.0    0.2193676    0.09642278 1.0    0.2385746    0.039057 1.0    0.1286113    0.04927125 1.0    0.2245717    0.03507106 1.0    0.2879991   0.07952184 1.0    0.2182571    0.04436093 1.0    0.3123867   0.07887795 1.0    0.2885947   0.05256988 1.0    0.3646049   0.06145759 1.0    0.4167167  0.07401201 1.0    0.4357421   0.1023235 1.0    0.7964363 0.06420174 1.26 0.9760102 0.06503891 1.22 1.892515  0.08325048 1.22 7.443565  0.3947617 1.0  7.125105  0.1271953 1.22 1.086212    0.1728401 1.08   6.722713    0.3666619 1.08   0.2835048   0.01646952 1.0 0.3061979   0.02084826 1.0 0.05115467   0.02231845 1.0 0.2467291   0.02269451 1.0 0.5665864  0.06273078 1.0 0.7386127  0.07932358 1.0 1.71574   0.0255779 1.0     3.89701  0.0215397 1.22    1316    13.302  0.57992 1.24 15.38     0.69786 1.0  17.745   2.5668 1.18 15.039    4.2965 1.05 1.0          1.0     1.0      1.0      1.0       1.0      0        0        0          67.89307 1       1   0.011901765927662135
  COSMOS 1681     1740    150.059006 2.197666 2.2999    co2_01   1      773  4494.416 598.779  150.0589905 2.1976557 0       67.0     4.493571 0.3457114 4.100683  2.739          5.45821       2.709874 0.188656  1.095811 0.199065     0.01042632 1.0 0.268607   0.01779057 1.0 88.72504  16.43184 1.0 1.622623  0.13573   1.11 1.298556  0.1411234 1.06 0.4240464  0.01928507 1.0 0.1950886    0.04116949 1.0    0.1964933    0.09642278 1.0    0.24421      0.039057 1.0    0.284298     0.04927125 1.0    0.2921531    0.03507106 1.0    0.1989039   0.07952184 1.0    0.3287154    0.04436093 1.0    0.2967012   0.07887795 1.0    0.2713912   0.05256988 1.0    0.1693851   0.06145759 1.0    0.3395046  0.07401201 1.0    0.1568286   0.1023235 1.0    0.5390587 0.07393844 0.95 0.6363031 0.07331917 0.96 1.153133  0.09241641 0.99 1.968232  0.3947617 1.0  2.165975  0.1433889 0.96 0.539416    0.1689729 1.13   1.669373    0.3616731 1.11   0.3789033   0.01646952 1.0 0.3718068   0.02084826 1.0 0.08147982   0.02231845 1.0 0.3545169   0.02269451 1.0 0.5898505  0.06273078 1.0 0.5986416  0.07932358 1.0 0.921786  0.025431  1.01    1.31785  0.0216277 1.21    773     2.2098  0.3581  1.16 2.9142    0.47114 1.28 3.4312   2.3796 1.17 2.0478    2.5936 1.24 1.0          0.95    1.0      1.01     1.0       0.95     0        0        0          14.3641  1       1   0.06696258524090329 
  COSMOS 1618     1683    150.061127 2.198034 -1.0      co2_01   0      730  4442.364 608.3    150.0611725 2.1980522 2       210.0    24.27245 0.5115774 23.16561  3.736          7.907145      9.545462 0.1863968 1.047779 0.2386513    0.01042632 1.0 0.3157281  0.01779057 1.0 128.5987  16.43184 1.0 6.762023  0.1369696 1.09 5.778557  0.1404624 1.07 0.7047082  0.01928507 1.0 0.1173246    0.04116949 1.0    0.3439774    0.09642278 1.0    0.3407277    0.039057 1.0    0.4029426    0.04927125 1.0    0.3161075    0.03507106 1.0    0.5354993   0.07952184 1.0    0.3719905    0.04436093 1.0    0.5223556   0.07887795 1.0    0.5623195   0.05256988 1.0    0.7048591   0.06145759 1.0    0.5122165  0.07401201 1.0    0.7328461   0.1023235 1.0    2.227822  0.07355233 0.96 2.890689  0.07256716 0.98 3.793462  0.09241641 0.99 8.218628  0.3947617 1.0  9.048807  0.1426478 0.97 3.190293    0.1704884 1.11   8.577281    0.3633134 1.1    0.3532387   0.01646952 1.0 0.3757444   0.02084826 1.0 0.1334269    0.02231845 1.0 0.353086    0.02269451 1.0 1.047552   0.06273078 1.0 1.240241   0.07932358 1.0 3.39761   0.0253944 1.01    5.12124  0.0213936 1.24    730     19.944  0.25387 1.14 22.188    0.33833 1.24 26.148   2.1931 1.11 17.714    2.1697 1.29 1.0          0.96    1.0      1.01     1.0       0.96     0        0        0          51.21043 1       1   0.17630610506161812 
  COSMOS 1679     1769    150.054886 2.198197 2.297     co2_01   1      782  4592.72  612.144  150.0549011 2.1982126 0       142.0    34.24284 0.3516439 31.4428   2.204          5.645714      28.52536 0.1864061 1.089052 0.05398438   0.01042632 1.0 0.1132515  0.01779057 1.0 41.54939  16.43184 1.0 13.81083  0.1369696 1.09 12.51194  0.1417939 1.05 0.4413854  0.01928507 1.0 0.05000155   0.04116949 1.0    0.03131409   0.09642278 1.0    0.09827531   0.039057 1.0    0.1460063    0.04927125 1.0    0.1302958    0.03507106 1.0    0.08853343  0.07952184 1.0    0.2210811    0.04436093 1.0    0.3821177   0.07887795 1.0    0.3958519   0.05256988 1.0    0.4218127   0.06145759 1.0    0.4160962  0.07401201 1.0    0.3106455   0.1023235 1.0    1.907153  0.07279793 0.98 2.550847  0.07331917 0.96 5.237895  0.09241641 0.99 17.71956  0.3947617 1.0  17.92537  0.1411996 0.99 3.379381    0.1689729 1.13   16.64221    0.3633134 1.1    0.2501574   0.01646952 1.0 0.2924398   0.02084826 1.0 0.02473412   0.02231845 1.0 0.2157053   0.02269451 1.0 0.7425234  0.06273078 1.0 0.7874365  0.07932358 1.0 4.7139    0.0258855 0.98    11.0634  0.0218052 1.19    782     36.299  1.2035  1.21 37.873    0.80083 1.19 43.659   2.6381 1.17 18.588    3.0749 1.14 1.0          0.96    1.0      0.98     1.0       0.96     0        0        0          153.028  1       1   0.07813198909648598 
  COSMOS 10506    10085   150.149536 2.283075 2.0976    co2_03   1      6743 2323.554 2648.867 150.1495209 2.283062  0       73.0     8.455039 0.4221113 7.632542  2.558          5.176718      5.492546 0.2350456 1.107762 0.04737516   0.01042632 1.0 0.1171591  0.01779057 1.0 24.45473  16.43184 1.0 2.103205  0.1983059 0.52 2.201208  0.2142265 0.46 0.1931982  0.01928507 1.0 0.04116223   0.04116949 1.0    0.02705116   0.09642278 1.0    0.02901351   0.039057 1.0    0.0829071    0.04927125 1.0    0.08626195   0.03507106 1.0    0.2253527   0.07952184 1.0    0.03917532   0.04436093 1.0    0.05971354  0.07887795 1.0    0.08709516  0.05256988 1.0    0.1316029   0.06145759 1.0    0.0634671  0.07401201 1.0    0.02987418  0.1023235 1.0    0.4324828 0.08870745 0.66 0.6895311 0.09515153 0.57 1.144537  0.117734   0.61 4.591775  0.3947617 1.0  4.044288  0.186086  0.57 0.8649737   0.2876233 0.39   2.622763    0.6264362 0.37   0.1120061   0.01646952 1.0 0.1169598   0.02084826 1.0 0.01146243   0.02231845 1.0 0.0806912   0.02269451 1.0 0.2444143  0.06273078 1.0 0.3801095  0.07932358 1.0 0.996163  0.0260294 0.97    1.80258  0.0239286 0.99    6743    9.7219  0.92752 0.91 12.382    0.49722 0.96 16.675   2.4002 0.9  11.697    2.6089 0.95 1.0          0.37    1.0      0.97     0.9       0.37     0        0        0          23.368   1       1   0.07169769986035837 
  COSMOS 10587    10162   150.148148 2.283235 0.9797    co2_03   0      6766 2356.622 2653.135 150.1481476 2.2832398 0       83.0     15.39127 0.4062319 13.77914  2.257          4.959096      11.4891  0.2363068 1.116998 0.02977514   0.01042632 1.0 0.1628239  0.01779057 1.0 9.51983   16.43184 1.0 5.91757   0.2131725 0.45 4.917952  0.2165937 0.45 1.138525   0.01928507 1.0 0.005227757  0.04116949 1.0    0.069705     0.09642278 1.0    0.04592932   0.039057 1.0    0.07554729   0.04927125 1.0    0.1092515    0.03507106 1.0    0.112593    0.07952184 1.0    0.2617063    0.04436093 1.0    0.5316785   0.07887795 1.0    0.4834408   0.05256988 1.0    0.5569719   0.06145759 1.0    0.7719206  0.07401201 1.0    1.380086    0.1023235 1.0    2.504572  0.09008284 0.64 3.050952  0.09515153 0.57 3.914366  0.118711   0.6  8.166166  0.3947617 1.0  7.824432  0.186086  0.57 3.32587     0.2840053 0.4    6.116858    0.6350771 0.36   0.4012349   0.01646952 1.0 0.2369314   0.02084826 1.0 0.1430168    0.02231845 1.0 0.117646    0.02269451 1.0 2.028197   0.06273078 1.0 2.102937   0.07932358 1.0 3.54605   0.025558  1.0     4.69702  0.0235139 1.02    6766    12.677  0.96088 1.01 9.1945    0.56539 0.93 8.7698   2.4402 1.04 3.8414    2.8288 0.95 1.0          0.36    1.0      1.0      0.93      0.36     0        0        0          48.61941 1       1   0.017339801296975342
  COSMOS 10668    10232   150.14595  2.28367  -1.0      co2_03   1      6796 2409.527 2663.266 150.1459351 2.2836623 0       40.0     4.835912 0.3344269 4.08115   1.588          3.957628      4.90565  0.2409768 1.184939 -0.01657626  0.01042632 1.0 -0.0657395 0.01779057 1.0 1.575591  16.43184 1.0 1.974906  0.2319773 0.38 2.185158  0.2241958 0.42 0.03015263 0.01928507 1.0 -0.07594525  0.04116949 1.0    0.1478885    0.09642278 1.0    0.00631018   0.039057 1.0    -0.007249998 0.04927125 1.0    -0.009807471 0.03507106 1.0    -0.05016473 0.07952184 1.0    -0.06742803  0.04436093 1.0    -0.07484891 0.07887795 1.0    -0.0170773  0.05256988 1.0    -0.03607966 0.06145759 1.0    0.07370873 0.07401201 1.0    0.1866947   0.1023235 1.0    0.9594194 0.09303716 0.6  0.9853195 0.0977589  0.54 2.130834  0.1228776  0.56 1.833769  0.3947617 1.0  2.805088  0.1911852 0.54 1.407631    0.3175275 0.32   1.675749    0.6956921 0.3    0.004584202 0.01646952 1.0 -0.01317114 0.02084826 1.0 -0.03542493  0.02231845 1.0 -0.01138022 0.02269451 1.0 0.2007556  0.06273078 1.0 0.2438706  0.07932358 1.0 1.30863   0.0263383 0.94    1.78645  0.0242301 0.96    6796    3.1748  0.79783 1.14 2.4782    0.52217 1.03 3.8678   2.2866 1.11 2.5051    2.7387 1.0  1.0          0.3     1.0      0.94     1.0       0.3      0        0        0          20.35736 1       0   0.060341358607287385
  COSMOS 10701    10280   150.142288 2.284223 2.1945    co2_03   1      6854 2497.079 2676.761 150.1422882 2.284225  0       38.0     5.636399 0.3362615 4.69816   1.821          3.829857      5.087883 0.2490173 1.199703 1.135643     0.01042632 1.0 1.402409   0.01779057 1.0 402.3317  16.43184 1.0 1.529985  0.2527914 0.32 4.761495  0.2455942 0.35 1.587021   0.01928507 1.0 1.117844     0.04116949 1.0    1.297416     0.09642278 1.0    1.340709     0.039057 1.0    1.397146     0.04927125 1.0    1.500565     0.03507106 1.0    1.280712    0.07952184 1.0    1.421547     0.04436093 1.0    1.68266     0.07887795 1.0    1.37809     0.05256988 1.0    1.470114    0.06145759 1.0    1.550035   0.07401201 1.0    1.371636    0.1023235 1.0    1.457177  0.09806978 0.54 2.073917  0.103689   0.48 2.138836  0.132723   0.48 3.340188  0.3947617 1.0  3.022273  0.1967279 0.51 4.874793    0.3919645 0.21   13.33764    0.9526157 0.16   1.533787    0.01646952 1.0 1.549201    0.02084826 1.0 0.7332937    0.02231845 1.0 1.566124    0.02269451 1.0 1.569077   0.06273078 1.0 1.514048   0.07932358 1.0 2.01142   0.0212974 1.44    3.38737  0.0197409 1.45    6854    2.1593  0.28474 1.17 1.8801    0.38459 1.13 0.1105   2.037  1.25 0.69745   2.3995 1.14 1.0          0.16    1.0      1.44     1.0       0.16     0        0        0          20.43185 1       0   0.007235853542579487
  COSMOS 13785    13364   150.138718 2.315304 2.1508    co2_03   1      8845 2582.86  3422.349 150.1387177 2.3152902 0       32.0     3.356062 0.2338885 2.765184  1.746          3.734791      3.157906 0.1759758 1.213685 0.4185211    0.01042632 1.0 0.5339475  0.01779057 1.0 182.1732  16.43184 1.0 1.448116  0.1673693 0.73 1.772073  0.1677727 0.75 0.6207877  0.01928507 1.0 0.3696222    0.04116949 1.0    0.2886374    0.09642278 1.0    0.4459737    0.039057 1.0    0.4873623    0.04927125 1.0    0.5126711    0.03507106 1.0    0.6451107   0.07952184 1.0    0.5431908    0.04436093 1.0    0.6859415   0.07887795 1.0    0.5986932   0.05256988 1.0    0.5673054   0.06145759 1.0    0.7147743  0.07401201 1.0    0.5076162   0.1023235 1.0    0.7834722 0.0696691  1.07 0.8702991 0.07219973 0.99 1.41437   0.09535099 0.93 1.993585  0.3947617 1.0  1.798693  0.1391076 1.02 1.051005    0.254022  0.5    1.36891     0.5744489 0.44   0.5764731   0.01646952 1.0 0.541887    0.02084826 1.0 0.3337212    0.02231845 1.0 0.5915859   0.02269451 1.0 0.63814    0.06273078 1.0 0.7447658  0.07932358 1.0 1.06667   0.0253681 1.02    1.53301  0.02376   1.0     8845    1.4848  0.25445 0.91 2.0084    0.38382 1.06 -2.4054  2.5743 0.91 3.6726    2.8208 1.05 1.0          0.44    1.0      1.0      0.91      0.44     0        0        0          17.94511 1       1   0.049691718589682396
  COSMOS 12574    12057   150.133636 2.302808 2.4112    co2_03   1      7955 2704.727 3122.592 150.1336365 2.3028016 3       114.0    16.10315 0.4123207 14.79342  2.086          5.749984      13.53657 0.205138  1.088535 -0.005188893 0.01042632 1.0 0.01847602 0.01779057 1.0 -4.606496 16.43184 1.0 5.929431  0.1861707 0.59 5.320981  0.1907823 0.58 0.2343835  0.01928507 1.0 0.06145234   0.04116949 1.0    0.0623127    0.09642278 1.0    0.01644991   0.039057 1.0    -0.06042734  0.04927125 1.0    -0.05284176  0.03507106 1.0    0.102635    0.07952184 1.0    -0.004973956 0.04436093 1.0    0.1657471   0.07887795 1.0    0.04599974  0.05256988 1.0    0.1869819   0.06145759 1.0    0.1064158  0.07401201 1.0    0.06410758  0.1023235 1.0    1.264368  0.07910301 0.83 2.20687   0.08350978 0.74 3.086067  0.1083678  0.72 8.903835  0.3947617 1.0  8.568676  0.1633184 0.74 2.567919    0.2592602 0.48   7.911335    0.5091945 0.56   0.04228801  0.01646952 1.0 0.06053483  0.02084826 1.0 -0.01717725  0.02231845 1.0 0.01804817  0.02269451 1.0 0.4113946  0.06273078 1.0 0.5327563  0.07932358 1.0 2.81498   0.0252748 1.02    4.79148  0.0235942 1.02    7955    14.719  0.32888 1.05 15.506    0.51091 1.08 17.894   2.5977 1.1  5.3477    2.9267 1.06 1.0          0.48    1.0      1.02     1.0       0.48     0        0        0          65.98763 1       1   0.023110092362114528
  COSMOS 12663    12149   150.133118 2.302726 -1.0      co2_03   0      7994 2717.034 3120.691 150.1331177 2.3027225 3       63.0     8.279847 0.3445235 7.336041  2.147          4.75128       6.554432 0.2082718 1.128653 0.1593545    0.01042632 1.0 0.2235969  0.01779057 1.0 55.67789  16.43184 1.0 4.16163   0.1801636 0.63 3.876049  0.1959164 0.55 0.5610924  0.01928507 1.0 0.116002     0.04116949 1.0    0.2204466    0.09642278 1.0    0.1461769    0.039057 1.0    0.07925937   0.04927125 1.0    0.238524     0.03507106 1.0    0.1663449   0.07952184 1.0    0.2704206    0.04436093 1.0    0.3320528   0.07887795 1.0    0.3311135   0.05256988 1.0    0.2741843   0.06145759 1.0    0.4584804  0.07401201 1.0    0.5602702   0.1023235 1.0    1.588916  0.08007364 0.81 2.215957  0.08525581 0.71 2.749681  0.1106986  0.69 5.419134  0.3947617 1.0  5.165382  0.1655712 0.72 2.941855    0.2677627 0.45   4.842445    0.49608   0.59   0.320725    0.01646952 1.0 0.3102591   0.02084826 1.0 0.1284327    0.02231845 1.0 0.2431888   0.02269451 1.0 0.7559093  0.06273078 1.0 0.8609132  0.07932358 1.0 2.60497   0.0254821 1.01    3.68077  0.0236258 1.01    7994    7.1414  0.35589 0.96 9.8806    0.52705 1.07 2.173    2.7907 1.08 7.4259    3.0709 1.08 1.0          0.45    1.0      1.01     0.96      0.45     0        0        0          31.47058 1       1   0.012646126550729346
  COSMOS 10649    10235   150.128922 2.284117 2.0999    co2_03   1      6823 2818.416 2673.758 150.128891  2.2841017 2       56.0     6.264454 0.5098168 5.559705  2.475          4.768565      4.118116 0.3084229 1.12676  0.4540342    0.01042632 1.0 0.6096     0.01779057 1.0 177.5648  16.43184 1.0 2.326777  0.2383341 0.36 3.06556   0.2568485 0.32 0.9184983  0.01928507 1.0 0.4136351    0.04116949 1.0    0.5784014    0.09642278 1.0    0.5511633    0.039057 1.0    0.5678683    0.04927125 1.0    0.6743292    0.03507106 1.0    0.7820536   0.07952184 1.0    0.6976306    0.04436093 1.0    0.9999254   0.07887795 1.0    0.7639548   0.05256988 1.0    0.8265706   0.06145759 1.0    0.7243131  0.07401201 1.0    0.753149    0.1023235 1.0    1.015847  0.1112007  0.42 1.596272  0.1181007  0.37 2.323933  0.1511701  0.37 2.817787  0.3947617 1.0  3.161013  0.2445649 0.33 1.215984    0.2876233 0.39   2.029382    0.6350771 0.36   0.7664166   0.01646952 1.0 0.7590126   0.02084826 1.0 0.243984     0.02231845 1.0 0.7480428   0.02269451 1.0 1.011371   0.06273078 1.0 1.095465   0.07932358 1.0 2.1069    0.0265369 0.93    2.53147  0.0248918 0.91    6823    2.951   0.21472 1.15 2.7869    0.36558 0.86 -0.26875 2.0458 1.12 -0.38044  2.5733 0.93 1.0          0.32    1.0      0.91     0.86      0.32     0        0        0          13.35217 1       1   0.12437276075732497 
  COSMOS 11243    10783   150.124512 2.289499 -1.0      co2_03   1      7170 2923.963 2803.3   150.1244812 2.2894995 0       33.0     3.174652 0.3410366 2.603776  2.192          3.66509       2.321899 0.2622202 1.219249 0.04197168   0.01042632 1.0 0.04642653 0.01779057 1.0 18.95805  16.43184 1.0 1.05143   0.1709182 0.7  0.7356216 0.1830551 0.63 0.1997642  0.01928507 1.0 0.07312041   0.04116949 1.0    0.1877326    0.09642278 1.0    0.04421448   0.039057 1.0    0.01931602   0.04927125 1.0    0.04336706   0.03507106 1.0    -0.02196855 0.07952184 1.0    0.06984902   0.04436093 1.0    0.1977016   0.07887795 1.0    0.07477205  0.05256988 1.0    0.1804153   0.06145759 1.0    0.3528196  0.07401201 1.0    0.1180104   0.1023235 1.0    0.1559742 0.1074301  0.45 0.3274221 0.101594   0.5  0.2923777 0.1263074  0.53 1.791238  0.3947617 1.0  1.57204   0.2071439 0.46 0.2308866   0.2102301 0.73   1.178919    0.4260227 0.8    0.08408881  0.01646952 1.0 0.1363548   0.02084826 1.0 0.05227679   0.02231845 1.0 0.1119698   0.02269451 1.0 0.2252056  0.06273078 1.0 0.1062199  0.07932358 1.0 0.359768  0.0263963 0.94    0.755148 0.0238236 1.0     7170    3.5224  0.47461 1.0  4.4266    0.53631 1.02 5.5373   2.3037 0.94 6.2604    2.6353 0.98 1.0          0.45    1.0      0.94     0.94      0.45     0        0        0          8.854768 1       1   0.11080610929460372 
  COSMOS 10730    10056   150.121368 2.285136 2.562     co2_03   1      6660 2999.221 2698.417 150.1213531 2.28513   0       116.0    13.65942 0.602644  12.76185  3.37           6.488109      5.71043  0.264357  1.070332 0.06966772   0.01042632 1.0 0.1299125  0.01779057 1.0 25.96126  16.43184 1.0 4.016958  0.2002407 0.51 3.983307  0.2190412 0.44 0.3826458  0.01928507 1.0 0.03013148   0.04116949 1.0    0.1521417    0.09642278 1.0    0.0679816    0.039057 1.0    0.1893402    0.04927125 1.0    0.1272065    0.03507106 1.0    0.2310041   0.07952184 1.0    0.2028355    0.04436093 1.0    0.3424487   0.07887795 1.0    0.2886582   0.05256988 1.0    0.1935294   0.06145759 1.0    0.2569003  0.07401201 1.0    0.30638     0.1023235 1.0    0.8517896 0.1074301  0.45 1.116583  0.1047862  0.47 1.403307  0.1275161  0.52 6.473488  0.3947617 1.0  5.725426  0.2094329 0.45 0.8502046   0.254022  0.5    4.203257    0.5558131 0.47   0.2975909   0.01646952 1.0 0.2797812   0.02084826 1.0 0.02544433   0.02231845 1.0 0.1897166   0.02269451 1.0 0.7820841  0.06273078 1.0 0.6445587  0.07932358 1.0 1.51826   0.0252959 1.02    3.25908  0.0234955 1.02    6660    11.07   0.49671 1.09 14.216    0.58826 0.94 15.799   1.9246 1.11 9.8519    2.4782 0.93 1.0          0.44    1.0      1.02     0.93      0.44     0        0        0          21.60121 1       1   0.05778611676675729 
  COSMOS 12015    11530   150.119324 2.296851 2.0969    co2_03   1      7567 3048.24  2979.417 150.1193085 2.296838  0       40.0     4.017659 0.2708363 3.404062  1.873          4.026887      3.557874 0.190626  1.180254 1.236658     0.01042632 1.0 1.494547   0.01779057 1.0 452.8333  16.43184 1.0 1.280668  0.1415915 1.02 5.189077  0.1438639 1.02 1.405237   0.01928507 1.0 1.27995      0.04116949 1.0    1.341104     0.09642278 1.0    1.415332     0.039057 1.0    1.497536     0.04927125 1.0    1.434445     0.03507106 1.0    1.312707    0.07952184 1.0    1.433903     0.04436093 1.0    1.544108    0.07887795 1.0    1.2255      0.05256988 1.0    1.351353    0.06145759 1.0    1.159243   0.07401201 1.0    1.090229    0.1023235 1.0    1.216146  0.07863075 0.84 1.70243   0.0753065  0.91 1.353514  0.09639311 0.91 1.890775  0.3947617 1.0  2.152044  0.1514962 0.86 1.392738    0.1752919 1.05   0.7368044   0.3718631 1.05   1.463115    0.01646952 1.0 1.448837    0.02084826 1.0 1.332734     0.02231845 1.0 1.563572    0.02269451 1.0 1.354306   0.06273078 1.0 1.352671   0.07932358 1.0 1.61002   0.025522  1.0     2.73245  0.0235052 1.02    7567    1.7353  0.30224 0.9  3.1057    0.47584 0.94 2.8111   2.7435 0.84 19.042    2.9514 0.94 1.0          0.84    1.0      1.0      0.84      0.84     0        0        0          18.66416 1       1   0.07279339967179643 
  COSMOS 11612    11137   150.116959 2.293284 -1.0      co2_03   1      7365 3103.981 2894.33  150.1169891 2.2932932 0       52.0     3.816153 0.4652567 3.575351  3.118          6.651523      1.86347  0.1972192 1.067351 0.5055361    0.01042632 1.0 0.4830595  0.01779057 1.0 180.5578  16.43184 1.0 1.349211  0.1437208 0.99 1.316405  0.1506644 0.93 0.6061532  0.01928507 1.0 0.4580183    0.04116949 1.0    0.5143625    0.09642278 1.0    0.4922816    0.039057 1.0    0.4260375    0.04927125 1.0    0.5678099    0.03507106 1.0    0.511383    0.07952184 1.0    0.698073     0.04436093 1.0    0.6887977   0.07887795 1.0    0.5683234   0.05256988 1.0    0.6165094   0.06145759 1.0    0.6251277  0.07401201 1.0    0.6104236   0.1023235 1.0    0.798095  0.08007364 0.81 0.9233481 0.07885226 0.83 1.211339  0.0980224  0.88 1.428615  0.3947617 1.0  1.727075  0.156102  0.81 0.9370623   0.177851  1.02   1.515611    0.3701048 1.06   0.5273414   0.01646952 1.0 0.6308579   0.02084826 1.0 0.3104654    0.02231845 1.0 0.6661479   0.02269451 1.0 0.4916925  0.06273078 1.0 0.7645428  0.07932358 1.0 1.15447   0.0251258 1.04    1.36032  0.0234916 1.03    7365    1.6668  0.26627 0.96 1.2882    0.43024 0.86 4.6962   2.4369 0.91 4.4153    2.6871 0.86 1.0          0.81    1.0      1.03     0.86      0.81     0        0        0          9.448723 1       1   0.11322554097732342 
