# FIELD    ID_V2.1D   ID_V4.0   RA_1         DEC_1      Z_MOSFIRE   MASKNAME   TARGET   id      x          y          ra_2          dec_2       SEflags   iso_area   fap_Ksall   eap_Ksall    apcorr      Ks_ratio   fapcirc09_Ksall   eapcirc09_Ksall   apcorr09   fcirc09_Ksall   ecirc09_Ksall   fauto_Ksall   flux50_radius   a_vector   b_vector   kron_radius   f_Ksall     e_Ksall     w_Ksall   f_B                     e_B                    w_B   f_G                      e_G                    w_G   f_I                    e_I                    w_I   f_IA427                  e_IA427               w_IA427   f_IA484                  e_IA484                w_IA484   f_IA505                 e_IA505               w_IA505   f_IA527                 e_IA527               w_IA527   f_IA624                 e_IA624               w_IA624   f_IA709                 e_IA709               w_IA709   f_IA738                 e_IA738               w_IA738   f_R                    e_R                    w_R   f_U                      e_U                    w_U   f_V                     e_V                    w_V   f_Rp                   e_Rp                   w_Rp   f_Z                    e_Z                   w_Z   f_Zp                  e_Zp                  w_Zp   f_Hl                  e_Hl                  w_Hl   f_Hs                  e_Hs                  w_Hs   f_J1                  e_J1                  w_J1   f_J2                  e_J2                  w_J2   f_J3                  e_J3                  w_J3   f_Ks                 e_Ks                  w_Ks   f_NB118      e_NB118     w_NB118   f_NB209      e_NB209     w_NB209   f_F125W    e_F125W     w_F125W   f_F140W    e_F140W    w_F140W   f_F160W    e_F160W     w_F160W   f_F606W                e_F606W                w_F606W   f_F814W               e_F814W                w_F814W   f_UVISTA_J           e_UVISTA_J            w_UVISTA_J   f_UVISTA_H             e_UVISTA_H            w_UVISTA_H   f_UVISTA_Ks          e_UVISTA_Ks           w_UVISTA_Ks   f_UVISTA_Y            e_UVISTA_Y            w_UVISTA_Y   f_IRAC_36            e_IRAC_36             w_IRAC_36   f_IRAC_45             e_IRAC_45             w_IRAC_45   f_IRAC_58             e_IRAC_58            w_IRAC_58   f_IRAC_80              e_IRAC_80            w_IRAC_80   wmin_optical   wmin_hst_optical   wmin_fs   wmin_jhk   wmin_hst   wmin_irac   wmin_all   star   nearstar   use   snr        Separation             
  COSMOS   127        182       150.068787   2.179849   0.8034      co2_01     0        379     4259.256   171.189    150.0688019   2.1798396   0         236.0      9.161126    0.1169282    1.106434    2.500257   8.193327          0.1102558         1.646582   13.49098        0.1815452       20.7018       3.531           3.75       2.883      7.661         22.90517    0.3901227   0.54      1.393449447             0.027248859            1.0   1.76062848               0.037511916            1.0   6.229848592            0.04428490131999999    1.0   1.3185833                0.1067783035          1.0       1.95132273               0.0924310884           1.0       1.824761717             0.10861103829999999   1.0       2.219309169             0.08791557698         1.0       2.714257997             0.09141887733         1.0       4.9538342879999995      0.112502344           1.0       6.048815961999999       0.13326320139999998   1.0       2.974817372            0.03929392417          1.0   1.173326412              0.05480550521000001    1.0   2.131231596             0.0475325157           1.0   2.9844744000000003     0.043093641599999996   1.0    8.011927872            0.1301647152          1.0   8.3762344             0.1580499552          1.0    -99.0                 -99.0                 0.0    -99.0                 -99.0                 0.0    -99.0                 -99.0                 0.0    -99.0                 -99.0                 0.0    -99.0                 -99.0                 0.0    23.8973145           3.026174665           0.01   -99.0        -99.0       0.0       -99.0        -99.0       0.0       13.356     0.0830478   2.7       -99.0      -99.0      0.0       16.3387    0.0719213   3.04      2.678067375            0.08443775168999999    1.01      6.947764083           0.09413435537999999    1.0       13.89979548          0.1873179369          1.07         17.80786875            0.2765678475          1.05         23.5059732           0.2427933744          1.07          9.8527648             0.1247276468          1.06         27.14860768          0.1867046584          0.61        19.832297822999998    0.17748958499999998   0.92        30.352500257000003    4.9745971583         1.04        7.546382531599999      6.6763168026         0.86        0.0            1.0                0.0       1.05       0.0        0.99        0.0        0      0          0     74.31198   0.06338953003363733    
  COSMOS   2499       2575      150.061661   2.205385   2.3159      co2_01     1        2542    4430.657   784.544    150.0616608   2.2053952   3         157.0      6.664049    0.08353776   1.143558    2.154869   7.743667          0.07877429        1.646582   12.75058        0.1297083       12.55743      2.51            2.75       2.722      6.375         14.36015    0.2293109   1.05      0.36204842130000003     0.023440480920000003   1.0   0.39172341000000005      0.032338994999999995   1.0   0.7392287364           0.038453533799999995   1.0   0.37049653000000005      0.09264763            1.0       0.554121519              0.0800390577           1.0       0.27908755259999996     0.09414496453999999   1.0       0.47679581179999997     0.07559582184000001   1.0       0.4380750297            0.07879772846         1.0       0.6081950123            0.09733227081         1.0       0.7454397033999999      0.11585955359999998   1.0       0.5740946543000001     0.03357616303          1.0   0.1392415862             0.047441492960000005   1.0   0.46901500739999996     0.04091366076          1.0   0.596428848            0.037281921600000004   1.0    1.0573596799999998     0.1124743776          1.0   1.29560112            0.13675579200000001   1.0    9.462325001999998     0.2676380856          1.19   7.273938792           0.25109707200000003   1.19   1.53506256            0.113887488           1.26   1.856208666           0.1068256423          1.22   3.60209664            0.15900968150000003   1.22   14.00421635          0.242946431           1.22   2.213531     0.312426    1.08      12.9633      0.6511967   1.08      3.25944    0.066856    3.03      -99.0      -99.0      0.0       7.49136    0.0795495   1.84      0.5380806968999999     0.08022358242          0.85      0.7490074878          0.09330018048          0.76      3.6515427750000002   0.171363591           0.95         8.622918675            0.2527216125          0.95         14.265403560000001   0.2247540192          0.94          1.3129206080000002    0.1146565408          0.94         24.89326976          0.22377294240000004   0.46        29.930918939999998    0.19056248171999998   0.9         34.220479021          4.1948316616         1.17        29.511885963999994     5.516389183799999    1.05        1.0            0.76               1.19      0.94       0.0        1.12        0.0        0      0          1     98.30196   0.036727047691529825   
  COSMOS   1681       1740      150.059006   2.197666   2.2999      co2_01     1        1707    4494.642   598.662    150.0589905   2.1976507   2         113.0      1.858265    0.08628841   1.132317    2.555927   1.94627           0.08137349        1.646582   3.204693        0.1339881       4.194575      3.185           3.483      2.307      6.69          4.749591    0.2490319   0.98      0.5447366433            0.0278795199           1.0   0.62303202               0.0382254678           1.0   0.90794407             0.04548819792          1.0   0.5253800000000001       0.10976742650000001   1.0       0.6151217099999999       0.0948819144           1.0       0.689046706             0.11151327599999998   1.0       0.7202498533999999      0.08974582848         1.0       0.7390457437            0.09366308028         1.0       0.6702112197000001      0.1153889173          1.0       0.41061244069999997     0.13700890559999998   1.0       0.8590079261           0.03975626205          1.0   0.2393425008             0.05637624623          1.0   0.7645363091999999      0.04844996598          1.0   0.823311648            0.044279059200000005   1.0    1.229236528            0.13317973760000001   1.0   1.243438752           0.1623690464          1.0    3.590918964           0.32918018039999997   1.11   2.813953128           0.3179823132          1.05   1.21236768            0.155375296           0.95   1.413613968           0.1429406433          0.96   2.616168735           0.20919514250000001   0.99   5.078237435          0.32548204999999997   0.96   1.245718     0.3622826   1.13      3.852737     0.7618864   1.11      1.93749    0.0552625   6.23      -99.0      -99.0      0.0       3.00668    0.071271    3.24      0.8356412577           0.1182439692           0.55      1.1252232809999998    0.131613183            0.54      1.760416065          0.2024273133          0.95         2.92289445             0.29628742500000005   0.97         4.256863668          0.2662635168          0.94          1.321143848           0.1349962996          0.95         5.292133808          0.2350026816          0.46        6.007775143499999     0.20162889746999998   0.86        7.7241148717          4.6300058706         1.18        -0.4940421289          5.3109532822         1.23        0.95           0.54               0.95      0.94       0.0        1.13        0.0        0      0          1     23.91774   0.07837644947639774    
  COSMOS   1618       1683      150.061127   2.198034   -1.0        co2_01     0        1893    4442.55    608.265    150.0611572   2.1980505   2         367.0      8.414303    0.08507598   1.073098    3.17749    7.627312          0.08022045        1.646582   12.55899        0.1320895       24.91512      4.242           4.934      3.598      9.817         26.73636    0.3746015   1.01      0.8786626146000001      0.034645661700000004   1.0   1.006869552              0.047547474            1.0   1.9872372079999998     0.05656441208          1.0   0.46986203500000007      0.13651806500000002   1.0       1.18945197               0.117994695            1.0       1.286288154             0.1385972302          1.0       1.0508280859999999      0.1115187535          1.0       1.178088802             0.1163658562          1.0       1.736739727             0.1433685017          1.0       2.1776134519999997      0.17040725729999998   1.0       1.0805435220000001     0.04945018768          1.0   0.5439252470000001       0.07007225391          1.0   1.0145717939999999      0.060255312899999997   1.0   1.07950704             0.055012752000000005   1.0    2.906227584            0.1656634512          1.0   3.2454368319999998    0.2018737504          1.0    18.98365872           0.412333587           1.09   15.981231240000001    0.39112326000000003   1.07   6.47453024            0.19203775999999997   0.96   8.285239066           0.1758208452          0.98   11.040049400000001    0.260121739           0.99   26.766123999999998   0.4022851025          0.97   9.632403     0.4544235   1.11      24.82111     0.951461    1.1       9.8047     0.0735858   5.48      -99.0      -99.0      0.0       14.4829    0.0984994   2.63      1.239436476            0.1470102948           0.55      2.514129345           0.1635177024           0.54      10.07855073          0.2516290848          0.95         16.991016000000002     0.37420514250000003   0.94         26.29632096          0.3308887224          0.94          5.3210034             0.168628406           0.94         52.23118816          0.2419151848          0.47        65.10236756399999     0.20958755336999998   0.9         72.131181536          5.3563393978         1.11        51.409487397999996     5.8347628072         1.29        0.96           0.54               0.96      0.94       0.0        1.06        0.0        0      0          1     95.07938   0.12381846013664691    
  COSMOS   1679       1769      150.054886   2.198197   2.297       co2_01     1        1851    4593.342   611.908    150.0548706   2.1982028   0         293.0      16.39868    0.08743006   1.113479    2.219459   18.94526          0.0824205         1.646582   31.19492        0.1357121       32.68693      2.636           3.446      2.893      7.357         36.3962     0.2792076   0.96      0.1361689029            0.024226832490000003   1.0   0.23423907               0.0331662162           1.0   0.8159546428           0.03948964712          1.0   0.122800345              0.095260552           1.0       0.22674926399999998      0.0823296117           1.0       0.303348058             0.09691336904         1.0       0.3036255376            0.07798865151         1.0       0.423457397             0.08143194873         1.0       0.7994266913000001      0.1003507525          1.0       0.8326301354            0.11898840169999998   1.0       0.5045178926           0.03448811569          1.0   0.09302029114            0.04896494045000001    1.0   0.4041533412            0.04204207056          1.0   0.57876888             0.0384912336           1.0    1.387017632            0.1155037104          1.0   1.375527872           0.1409545344          1.0    26.13133677           0.289524849           1.09   23.127222720000002    0.2766506472          1.05   3.59493984            0.133699312           0.97   4.862466167           0.1247807574          0.95   10.05975175           0.181426804           0.99   35.645084350000005   0.28009645299999997   0.98   6.702709     0.313208    1.14      32.1268      0.6645904   1.1       8.60661    0.0537097   4.85      -99.0      -99.0      0.0       21.013     0.0710755   2.43      0.5968444218           0.1036598562           0.54      1.0238792849999998    0.11438975339999999    0.54      8.671058127          0.1732716171          0.98         25.00542975            0.25333707            1.0          36.32691132000001    0.23396059800000002   0.92          3.043279344           0.11742786720000001   0.95         61.997028560000004   0.2547660752          0.43        76.844836926          0.21148855064999997   0.76        84.034441242          4.404551765500001    1.18        37.67173602399999      5.637617978999999    1.14        0.95           0.54               0.95      0.92       0.0        1.13        0.0        0      0          1     229.8611   0.059203429752460346   
  COSMOS   10506      10085     150.149536   2.283075   2.0976      co2_03     1        9941    2323.505   2648.776   150.1495209   2.2830582   2         149.0      3.773664    0.09530322   1.127542    2.434246   3.782795          0.08990107        1.646582   6.228681        0.1480294       8.146951      3.181           3.386      2.545      6.84          9.186028    0.2810143   0.81      0.12519875400000002     0.02667037422          1.0   0.272244804              0.0365108952           1.0   0.3924825212           0.04345027236          1.0   0.090145809              0.10453375            1.0       0.0645270654             0.0901872804           1.0       0.2006235219            0.10587145111         1.0       0.1927587123            0.08514751938         1.0       0.07534679669000001     0.08939694016         1.0       0.1878290306            0.11091153490000001   1.0       0.28774665779999997     0.1311756145          1.0       0.240388294            0.03823888557          1.0   0.02853910069            0.05334958444          1.0   0.1652277078            0.04622249808          1.0   0.24793540800000002    0.0420291552           1.0    0.478351952            0.1266211024          1.0   0.7328332992000001    0.155733872           1.0    4.4771262929999995    0.46045032599999997   0.52   4.54246956            0.4581737712          0.46   0.9233311359999999    0.180250608           0.66   1.449728969           0.1770320838          0.57   2.51479446            0.255829288           0.61   8.952817795          0.3980450445          0.57   2.029673     0.587314    0.39      5.674976     1.256802    0.37      2.36738    0.130813    0.97      2.70287    0.2159     1.25      4.17568    0.12181     0.99      -99.0                  -99.0                  0.0       -99.0                 -99.0                  0.0       2.3392060110000004   0.18675242100000003   1.0          4.868777550000001      0.2738626275          1.02         8.846033796          0.24183853200000002   1.02          0.8600195212000001    0.12347620200000001   1.02         22.65418632          0.1733797576          1.2         30.648031010999997    0.18713525102999998   1.07        37.03482371           5.0414074451         0.89        28.30596356            6.042656106399999    0.94        0.46           0.0                0.46      1.0        0.97       0.85        0.0        0      0          1     42.07731   0.08129053187799919    
  COSMOS   10587      10162     150.148148   2.283235   0.9797      co2_03     0        10028   2356.436   2653.029   150.1481476   2.2832355   2         184.0      7.374503    0.09588221   1.106413    2.218927   7.915109          0.0904096         1.646582   13.03287        0.1488668       14.78967      2.849           3.747      2.886      7.662         16.36348    0.3197721   0.8       0.0697580364            0.02430832776          1.0   0.34378960199999997      0.03328962             1.0   2.091225576            0.039610390599999996   1.0   0.021103165000000004     0.09529718400000001   1.0       0.0679251657             0.0822275496           1.0       0.1516405707            0.09649924163         1.0       0.2293679619            0.07760561732         1.0       0.5114838652            0.08148997032         1.0       0.9621272243000001      0.10108572861         1.0       1.086314992             0.11955359989999999   1.0       0.8035117213           0.0348554218           1.0   0.3801084034             0.04862507251          1.0   0.21360117299999998     0.04213049838          1.0   0.45610944000000003    0.0383129376           1.0    3.5899069440000004     0.11543841919999999   1.0   3.720259136           0.14197118720000002   1.0    11.49030831           0.4513662426          0.45   9.184922748           0.4223101812          0.45   4.86299808            0.16692918399999998   0.64   5.8257678959999994    0.1613767766          0.57   7.690205995           0.2351259795          0.6    15.6211174           0.3628614555          0.57   6.604525     0.5286291   0.4       11.89639     1.161435    0.36      6.87493    0.118621    0.98      8.30328    0.196792   1.25      9.33875    0.110996    0.99      0.35255494709999996    0.07688395247999999    0.99      2.1230965079999997    0.08217516176999999    1.03      7.623739673999999    0.1702042362          1.0          10.7392845             0.2508363375          1.01         16.189227000000002   0.220485312           1.02          4.616186664000001     0.11254401879999999   1.02         26.254160640000002   0.171958984           1.17        20.468167667999996    0.18162219230999999   1.06        18.420645138          4.718411766600001    1.02        8.2664592428           5.889195644399999    0.93        0.45           0.99               0.45      1.0        0.98       0.97        0.36       0      0          1     87.54722   0.0023044107702456457  
  COSMOS   10668      10232     150.14595    2.28367    -1.0        co2_03     1        9973    2409.163   2663.271   150.1459503   2.2836626   0         95.0       2.541763    0.09704727   1.189453    2.082693   2.925386          0.09151094        1.646582   4.816887        0.1506802       4.450543      2.316           2.564      2.137      5.454         5.293712    0.2283381   0.78      -0.03998366172          0.0228114954           1.0   -0.155809212             0.0312576654           1.0   0.05416940584          0.0371835662           1.0   -0.17544920500000002     0.0894653455          1.0       0.0164583762             0.07720480319999999    1.0       4.283892802E-5          0.09056265991         1.0       -0.01427184759          0.0728271313          1.0       -0.1192559126           0.07648448081999999   1.0       -0.04073941451          0.09485186585         1.0       -0.06663565229999999    0.11218475239999999   1.0       0.016982696010000003   0.0327130475           1.0   -0.08809493687           0.045629567350000004   1.0   -0.0191373084           0.03953962848          1.0   -0.0215980752          0.0359627136           1.0    0.3450809856           0.10838249759999999   1.0   0.4524290112          0.1332707264          1.0    3.4792543769999997    0.4613212962          0.38   3.742260552           0.410355966           0.42   1.7361576             0.161929136           0.6    1.741112022           0.1556209785          0.54   3.8479082300000003    0.22841123250000003   0.56   5.240220584999999    0.34994423399999997   0.54   2.561103     0.5547386   0.32      3.068426     1.194174    0.3       2.31865    0.114899    0.92      3.19148    0.184721   1.25      3.1757     0.106294    0.95      -0.22952166479999997   0.06344606754          1.28      -0.1414747035         0.0711554103           1.21      3.5757315450000005   0.1597190616          1.0          4.20703605             0.23539204500000002   1.01         4.805162064          0.20700712080000003   1.02          1.4172706880000001    0.105621374           1.02         6.964437888000001    0.1674647408          1.16        4.8028202703          0.17603613845999996   1.05        8.272334808           4.3762494329         1.12        4.8891913164           5.4948065924         1.01        0.38           1.21               0.38      1.0        0.92       1.07        0.3        0      1          0     31.96761   0.026661848176033637   
  COSMOS   10701      10280     150.142288   2.284223   2.1945      co2_03     1        10022   2496.167   2677.123   150.1423187   2.2842402   0         119.0      2.777954    0.09649417   1.147231    2.237164   2.970972          0.09105075        1.646582   4.891948        0.1499225       5.417165      2.78            3.081      2.356      6.278         6.21474     0.2602879   0.79      2.6313637950000004      0.024496808010000003   1.0   2.72283336               0.0335959494           1.0   2.75250074             0.039949631039999996   1.0   2.6374799                0.09614020200000001   1.0       2.83090437               0.0829779342           1.0       2.894380396             0.09726478912         1.0       3.1272405009999997      0.07820775424         1.0       2.764312892             0.08214845023         1.0       2.80100014              0.1018310465          1.0       2.8464414509999996      0.1204591325          1.0       2.857500603            0.03513219816          1.0   1.764346581              0.048994607520000004   1.0   2.8503296099999997      0.04246371006          1.0   2.9381904              0.038632684800000004   1.0    2.696204576            0.1164786064          1.0   2.616963616           0.143172992           1.0    3.055020117           0.5405175108          0.32   8.63786016            0.4829595492          0.35   2.79119408            0.185248704           0.53   3.860847185           0.17729384269999998   0.48   4.098370470000001     0.2649356565          0.48   6.01027211           0.38684163099999996   0.51   8.715512     0.7186619   0.22      26.5673      1.756471    0.16      3.99575    0.10004     1.4       5.12277    0.198513   1.25      6.46773    0.0950041   1.37      3.0427107959999997     0.06271919616          1.51      2.85755886            0.06796214216999999    1.53      4.346768574          0.17152408800000002   1.0          6.952624875            0.2540582625          1.0          -99.0                -99.0                 1.01          -99.0                 -99.0                 1.01         4.58195032           0.14727040959999999   1.2         4.6551576825          0.16703639082         1.07        -0.7661222026000001   4.1066877313         1.24        2.2032747728           5.122893634799999    1.14        0.32           1.51               0.32      1.0        1.25       1.19        0.16       0      0          1     32.62985   0.1266070811900031     
  COSMOS   13785      13364     150.138718   2.315304   2.1508      co2_03     1        12833   2582.692   3422.733   150.1387177   2.3153062   0         63.0       1.616361    0.08336252   1.176621    2.084576   1.962339          0.07861401        1.646582   3.231151        0.1294444       2.863647      2.258           2.168      2.071      5.658         3.369427    0.2031057   1.06      0.9471689028            0.02280515289          1.0   1.01676822               0.031214063400000002   1.0   1.059213672            0.037248306040000005   1.0   0.845462945              0.0896526025          1.0       0.937761489              0.077160951            1.0       0.9774907102999999      0.09077485028999999   1.0       1.0349054253999999      0.07279991488         1.0       1.035109174             0.07639589518         1.0       1.122985501             0.0943058807          1.0       1.041099136             0.11178465689999999   1.0       1.035993098            0.03269523516          1.0   0.7636998946             0.045366660010000004   1.0   1.0492440719999998      0.03976605588          1.0   1.02537072             0.036176212799999996   1.0    1.0450259039999998     0.1088243312          1.0   1.242975872           0.1335602368          1.0    2.6261012399999997    0.33324697109999996   0.73   3.141008292           0.307392756           0.75   1.42653136            0.12128752            1.07   1.590392986           0.1146021032          0.99   2.569009165           0.176354627           0.93   3.369603195          0.2537779805          1.02   1.904632     0.4441922   0.5       2.452663     0.9869489   0.44      1.95511    0.111482    0.98      2.2209     0.214331   0.94      2.91665    0.104167    0.99      1.06950162             0.05598777042          1.65      1.122523623           0.0639090621           1.51      2.351913597          0.16125228000000003   0.99         2.927313375            0.23767632000000002   1.0          3.267807696          0.209963646           1.0           1.121678292           0.1061960556          1.01         3.550033976          0.1347133784          1.19        3.6755942768999996    0.13744681002         1.16        -4.625423980100001    4.551775485199999    0.92        7.225690029999999      5.400365968799999    1.05        0.73           1.51               0.73      0.99       0.94       0.88        0.44       0      0          1     24.96169   0.00799317812531609    
  COSMOS   12574      12057     150.133636   2.302808   2.4112      co2_03     1        11753   2704.745   3122.965   150.1336365   2.3028171   3         234.0      7.992847    0.08900205   1.105568    2.357669   8.605158          0.08390322        1.646582   14.1691         0.1381535       17.04507      2.975           3.389      3.226      7.704         18.84449    0.2988426   0.93      0.0012718527600000002   0.025766865720000004   1.0   0.0461392308             0.035408373            1.0   0.486197118            0.04215198108          1.0   0.173432035              0.101568004           1.0       0.0402722355             0.0873600378           1.0       -0.1179750451           0.10247122438999999   1.0       -0.10201948448999999    0.08237703551         1.0       0.02106324011           0.08636218052         1.0       0.1462287136            0.1068265318          1.0       0.42229219059999995     0.1265983194          1.0       0.10833621780000001    0.0370017109           1.0   -0.025865588749999998    0.051417749250000006   1.0   0.04636152264           0.04488694914          1.0   0.13403390399999998    0.040801329600000005   1.0    0.8010407392           0.1231964448          1.0   1.0429191359999999    0.150936752           1.0    12.48397086           0.4204691082          0.59   10.84888944           0.394976412           0.58   2.71078144            0.156222464           0.83   4.593279496           0.1501945523          0.74   6.599400985000001     0.22727726550000002   0.72   18.50599385          0.3374170655          0.74   5.623881     0.5127437   0.48      17.01151     0.9894456   0.56      6.22509    0.124775    1.0       8.56869    0.210107   1.25      10.5238    0.117102    1.0       0.034338532559999996   0.07040807856          1.33      0.5469507107999999    0.07964311563          1.24      6.4387431180000005   0.1810491129          1.0          11.68671               0.266737485           1.01         18.612744839999998   0.23609204640000003   1.01          2.3721400839999998    0.1195318824          1.02         33.14626976          0.1551363832          1.26        38.438569025999996    0.17479147257         1.1         39.260809496          4.8241264691         1.1         13.946334098           5.9694861412         1.06        0.58           1.24               0.58      1.0        1.0        1.05        0.48       0      0          1     102.5605   0.03280933356221828    
  COSMOS   12663      12149     150.133118   2.302726   -1.0        co2_03     0        11640   2716.802   3121.009   150.1331329   2.3027358   3         83.0       5.091182    0.08951152   1.191122    1.823187   4.594501          0.08438975        1.646582   7.56522         0.1389546       7.792799      2.629           2.447      2.22       5.431         9.282174    0.2099777   0.91      0.3197869608            0.01992481566          1.0   0.391301586              0.0273833742           1.0   0.8791403588           0.03259724512          1.0   0.25420439               0.078549371           1.0       0.300661368              0.0675598791           1.0       0.1679595867            0.07924360908999999   1.0       0.4117854895            0.06370182433999999   1.0       0.4461960481            0.06678034484         1.0       0.5800511761            0.08260415663         1.0       0.5066667606            0.09789719016         1.0       0.54777839             0.02861200089          1.0   0.25838280150000004      0.03976045269          1.0   0.37724295719999995     0.03470927046          1.0   0.46728691200000005    0.0315509136           1.0    1.14331152             0.09527595999999999   1.0   1.25381568            0.11671561280000001   1.0    7.068573005999999     0.3146772657          0.63   6.286927464000001     0.3136512948          0.55   2.68727936            0.12229572799999999   0.81   3.670729088           0.11857388399999999   0.71   4.68423363            0.17953092199999998   0.69   9.0720669            0.262707769           0.73   5.10128      0.4095086   0.45      8.279798     0.7454324   0.59      4.40841    0.0969743   0.99      5.16818    0.163811   1.23      6.31053    0.0910113   0.99      0.5231078772           0.05464891434          1.32      0.9524694465          0.061586967779999995   1.24      4.59993843           0.1400053095          1.0          6.5219642250000005     0.206265045           1.01         8.948567988          0.18257826240000002   1.01          2.174867392           0.0924377244          1.02         16.576656160000002   0.180276436           1.25        21.973054427999998    0.20623238064         1.08        6.5950758268          5.7055456981         1.1         14.458972192           7.122588242999999    1.08        0.55           1.24               0.55      1.0        0.99       1.05        0.45       0      0          1     54.44382   0.06416605811453675    
  COSMOS   10649      10235     150.128922   2.284117   2.0999      co2_03     1        10067   2818.397   2674.397   150.128891    2.2841282   0         142.0      2.806369    0.100828     1.103758    2.579146   2.740559          0.09514701        1.646582   4.512554        0.1566673       6.557628      3.421           3.171      2.746      7.79          7.238035    0.3418382   0.72      1.2572769540000002      0.028228118610000002   1.0   1.47294654               0.0387987834           1.0   1.9454597799999997     0.04607600624          1.0   1.15642163               0.11100966100000001   1.0       1.41726081               0.0958764912           1.0       1.3689733269999997      0.1121694904          1.0       1.647363487             0.09010723722         1.0       1.595683914             0.09465746411         1.0       1.800939875             0.1170973388          1.0       1.8554403489999998      0.13870753889999998   1.0       1.7612978810000002     0.04045201988          1.0   0.7178946833000001       0.05640665808          1.0   1.616933904             0.04889750952          1.0   1.6956724800000003     0.0445312272           1.0    2.081152528            0.1344936112          1.0   2.2454982080000003    0.1649864224          1.0    5.118947919           0.5887816746          0.36   6.642597948           0.5823774816          0.32   2.3165164799999998    0.243061088           0.41   3.5414240550000002    0.23262542419999999   0.37   5.233514974999999     0.347247214           0.37   7.382925204999999    0.5546745655          0.33   2.953266     0.6222743   0.39      4.644959     1.349982    0.36      4.7111     0.137915    0.98      5.50726    0.245946   1.09      5.94919    0.132099    0.94      1.6688203679999998     0.0883358811           1.01      1.862938818           0.0973751103           0.99      4.865211648          0.1988170749          0.99         6.043643025000001      0.29293881750000006   1.0          7.306074432          0.2581192728          1.01          2.574186036           0.1315775112          1.01         6.826288432          0.148932328           1.23        6.795001067399999     0.16970451380999999   1.13        -0.19388763973        4.7349718129000005   1.11        -5.250385410199999     6.515528558599999    0.94        0.32           0.99               0.32      0.99       0.94       1.06        0.32       0      0          1     28.80342   0.11857689230538396    
  COSMOS   11243      10783     150.124512   2.289499   -1.0        co2_03     1        10414   2923.361   2803.463   150.1245117   2.2895062   0         66.0       1.543061    0.09772781   1.200102    2.10516    1.704336          0.09213092        1.646582   2.806329        0.1517011       2.706763      2.574           2.464      1.942      5.294         3.248392    0.2236501   0.77      0.11108343816           0.02301888351          1.0   0.106244892              0.031684356600000005   1.0   0.35960130360000003    0.03762239932          1.0   0.15589567               0.090730475           1.0       0.11160051               0.07823021009999999    1.0       0.03970086327           0.09154957183         1.0       0.08743274925           0.07355416837999999   1.0       0.13325625170000002     0.07717142037         1.0       0.19422572570000002     0.09542542908         1.0       0.33811311029999996     0.11313383969999999   1.0       0.16104214890000002    0.03301106165          1.0   0.13457678080000002      0.04599215108          1.0   0.2080960986            0.0399439365           1.0   0.265474992            0.036347486400000004   1.0    0.3884844288           0.109939648           1.0   0.2098588512          0.1346029792          1.0    1.938810702           0.3450060387          0.7    1.303659204           0.3384880704          0.63   0.31824627199999994   0.18940256            0.45   0.6055565165          0.1632728383          0.5    0.5500927350000001    0.2366814735          0.53   2.95864295           0.38310985449999996   0.46   0.5743424    0.3712461   0.73      2.0421       0.7391683   0.8       0.765501   0.112033    0.99      1.24751    0.195693   1.15      1.48167    0.104574    1.0       0.1431668685           0.07244975288999998    1.0       0.38168988389999997   0.08031958389          0.97      0.6656754690000001   0.1623521565          0.99         2.09429115             0.2391117225          1.0          3.4588536480000003   0.2107683864          1.01          0.4010757708          0.1074389936          1.01         7.4490404240000005   0.14680991840000002   1.26        10.245014360099999    0.15703137216         1.07        13.37962211           4.7101864451         0.94        15.295269851999999     5.828994690199999    0.99        0.45           0.97               0.45      0.99       0.99       0.9         0.45       0      0          1     18.49907   0.02594245436494248    
