# FIELD ID_V2.1D ID_V4.0 RA_1      DEC_1     Z_MOSFIRE MASKNAME TARGET id    x        y        ra_2       dec_2      SEflags iso_area fap_Ksall eap_Ksall  apcorr   Ks_ratio fapcirc09_Ksall eapcirc09_Ksall apcorr09 fcirc09_Ksall ecirc09_Ksall fauto_Ksall flux50_radius a_vector b_vector kron_radius f_Ksall  e_Ksall   w_Ksall f_u                  e_u                 w_u f_B                e_B                  w_B f_V                 e_V                  w_V f_R                e_R                  w_R f_i                e_i                  w_i f_z                e_z                  w_z f_J1               e_J1                w_J1 f_J2               e_J2                w_J2 f_J3               e_J3                w_J3 f_Hs    e_Hs     w_Hs f_Hl               e_Hl                w_Hl f_Ks               e_Ks                w_Ks f_J                e_J                 w_J f_H                e_H                 w_H f_K                e_K                 w_K  f_KsHI             e_KsHI              w_KsHI f_F125W e_F125W  w_F125W f_F140W e_F140W  w_F140W f_F160W e_F160W   w_F160W f_F606W            e_F606W             w_F606W f_F814W            e_F814W             w_F814W f_Y                e_Y                 w_Y  f_IRAC_36          e_IRAC_36           w_IRAC_36 f_IRAC_45          e_IRAC_45           w_IRAC_45 f_IRAC_58           e_IRAC_58          w_IRAC_58 f_IRAC_80          e_IRAC_80          w_IRAC_80 wmin_optical wmin_hst_optical wmin_fs wmin_jhk wmin_hst wmin_irac wmin_all star nearstar use snr      Separation          
  UDS   16373    22341   34.412928 -5.201299 1.377     ud1_01   1      11073 391.189  2769.384 34.4129143 -5.2012968 3       156.0    4.255539  0.06261887 1.094799 2.225608 4.695152        0.06332157      1.771907 8.319373      0.1121999     8.651047    2.789         3.048    2.567    8.392       9.471161 0.2361409 1.06    4.167135132          0.07537817646       1.0 4.2450529679999995 0.012903389999999999 1.0 4.27237588          0.0157885834         1.0 4.41844064         0.020434951519999998 1.0 4.497833445        0.02068649352        1.0 6.9686725449999996 0.05712524097        1.0 7.091934848000001  0.36752664320000006 0.19 9.232847630999999  0.29404049219999995 0.24 7.1401491009999996 0.4258081078        0.16 9.1849  0.839612 0.11 6.953712381        0.8948987649        0.1  8.76270825         0.8084429219999999  0.39 9.702769201999999  0.15991254859999998 1.0 10.526343843       0.3213583347        1.0 9.928805715000001  0.21097953360000002 0.91 9.96451685         0.3151836661        0.67   8.73232 0.10882  0.94    8.79584 0.190345 1.0     9.54473 0.0984405 0.99    4.3841538          0.07878176244       1.01    4.912414353        0.0941623231        0.77    7.541694072        0.09216512992       0.61 10.3146287534      0.12261970451000001 1.08      10.206542178000001 0.16704098544       1.06      4.1808487566        3.3137225054999995 1.0       6.6292495343999995 3.8345470216       1.0       0.1          0.77             0.1     0.61     0.94     1.0       0.1      0    0        1   74.14774 0.04975136142541596 
  UDS   18871    25642   34.394751 -5.191059 1.419     ud1_01   1      12076 825.243  3015.046 34.3947525 -5.1910596 2       322.0    11.56808  0.0535197  1.056808 2.566191 11.93225        0.05413313      1.771907 21.14284      0.09591889    28.09016    3.4           3.616    3.572    10.782      29.6859  0.2624096 1.46    3.324227685          0.08710184430000001 1.0 -99.0              -99.0                0.0 -99.0               -99.0                0.0 -99.0              -99.0                0.0 -99.0              -99.0                0.0 -99.0              -99.0                0.0 15.671511          0.18276815740000002 0.97 18.03585546        0.160288821         1.0  17.20670448        0.2013985058        0.94 27.2691 0.311434 1.0  25.147554030000002 0.32538887190000004 0.97 30.273591          0.5377077269999999  1.15 18.1612277         0.18615900659999998 1.0 25.97668909        0.3737686168        1.0 31.3289532         0.2480060997        0.89 29.3454704         0.2575166542        1.35   17.0274 0.121236 1.03    20.3965 0.18983  1.36    23.9396 0.111022  1.07    4.567767162        0.07601164542       1.46    6.9605032950000005 0.08855580556999999 1.17    13.92209704        0.07984911323999999 1.11 41.101496353       0.12894583217000002 1.12      43.07295130600001  0.15934450574000003 0.97      29.477358257999995  3.1399980179999996 1.0       31.966267142       4.225672600499999  1.0       0.0          1.17             0.94    0.89     1.03     1.0       0.0      0    0        1   220.4242 0.005795420000441691
  UDS   17476    23854   34.398997 -5.196859 1.4328    ud1_01   1      11544 723.64   2876.337 34.3990059 -5.1968398 0       134.0    2.509116  0.06032509 1.093188 2.427684 2.794648        0.06100204      1.771907 4.951857      0.10809       5.57209     3.002         3.379    2.356    8.465       6.091341 0.2296474 1.15    1.1605732227         0.08244343239       1.0 1.3710957480000001 0.014076059039999998 1.0 1.404404345         0.01717688545        1.0 1.5516198719999998 0.022287545439999997 1.0 1.810529112        0.02249117766        1.0 2.770354435        0.06254296062999999  1.0 4.666173024000001  0.20955078520000003 0.67 5.013253916999999  0.17948055509999997 0.73 4.833236310999999  0.2344959187        0.62 6.34368 0.374017 0.63 5.397743475        0.3924068247        0.6  4.850878739999999  0.578561016         0.89 5.313874874        0.175619528         1.0 6.044222439        0.35260698360000003 1.0 6.486083559        0.23412681180000003 0.89 6.23464353         0.3217049902        0.77   4.69117 0.117127 0.98    5.1277  0.144555 2.08    5.66004 0.106584  1.03    1.4571611880000002 0.08705408178       0.99    1.9734365940000003 0.1037304826        0.76    4.453350636000001  0.09613858972       0.68 7.879621791200001  0.12613404656       1.17      7.160803484800001  0.15724602404000002 1.02      10.1991700785       3.0934090580999998 1.0       3.5271258165       3.6478845149       1.0       0.6          0.76             0.6     0.68     0.98     1.0       0.6      0    0        1   45.81237 0.07612958516890812 
  UDS   14431    19851   34.413389 -5.210427 1.4631    ud1_01   1      10014 380.133  2549.629 34.4133797 -5.210454  0       177.0    3.132425  0.05592274 1.075334 2.672265 3.091315        0.05653372      1.771907 5.477523      0.1001725     7.784251    3.584         3.759    2.617    9.409       8.370668 0.238031  1.33    2.962471425          0.09057437157       1.0 3.20104836         0.015528628079999999 1.0 3.19150265          0.01893243095        1.0 3.3321742239999996 0.0244892088         1.0 3.495204993        0.02483711013        1.0 4.569403832        0.06831226358        1.0 5.4218777760000005 0.40472697640000005 0.23 6.336239994        0.35587116809999997 0.24 7.084540479        0.4557239582        0.2  7.13267 1.0197   0.11 7.68615507         1.0303120917000002  0.11 6.796956119999999  1.011722439         0.36 7.613716824        0.1916756912        1.0 8.15058707         0.3861313145        1.0 8.589776949        0.2518245666        0.92 8.581021993        0.29354743349999995 1.12   7.05066 0.125004 1.02    7.14163 0.229424 0.99    8.34801 0.115122  1.04    3.180596946        0.1127545944        0.71    3.7447439699999996 0.11294470399999999 0.77    6.1922995080000005 0.08984383656       0.93 10.865176771       0.13582092303999999 1.01      10.988409544       0.16549616314       0.96      22.186450889999996  3.2988188763       1.0       7.5188479767       4.2327030582       1.0       0.11         0.71             0.11    0.92     0.99     1.0       0.11     0    0        1   54.6809  0.10275945716389816 
  UDS   14153    19954   34.410492 -5.210653 0.9136    ud1_01   1      9651  449.173  2545.485 34.4104881 -5.2106266 3       736.0    32.5512   0.05860636 1.029818 3.229383 33.35057        0.05928287      1.771907 59.09412      0.1050437     102.0766    4.447         6.701    3.351    14.216      105.1203 0.3896491 1.22    0.4541397969         0.10959755364       1.0 0.5672890043999999 0.01877076576        1.0 1.25159816          0.02286365615        1.0 2.4111878399999997 0.029593055359999995 1.0 5.51761434         0.029978233740000002 1.0 10.61973363        0.08261647819        1.0 15.760486740000001 0.37897361500000004 0.38 20.78568828        0.3404902599        0.38 32.27733335        0.42800618570000004 0.33 44.8229 0.931916 0.19 61.07384259        0.7749152442        0.28 101.9549799        1.1285649299999998  0.42 31.26264582        0.2317699608        1.0 59.32272141        0.4665899296        1.0 112.45527540000002 0.3062332332        0.91 105.8346186        0.3939002745        0.91   28.9185 0.151951 1.01    37.3736 0.271841 1.03    46.8635 0.139401  1.04    1.716249654        0.11777120940000001 0.95    7.025927619        0.13655405129999998 0.77    15.74484056        0.1195172184        0.77 193.49814462       0.15417994158       1.07      160.71637344       0.19004456128000002 1.02      148.23298772999996  3.7500377852999995 1.0       107.45627402       4.4599778904       1.0       0.19         0.77             0.19    0.77     1.01     1.0       0.19     0    0        1   562.5668 0.09606298650015029 
  UDS   18056    24519   34.384185 -5.193988 1.5042    ud1_01   1      11898 1077.822 2944.377 34.3841858 -5.1940045 0       127.0    3.535407  0.05394179 1.114959 2.18834  4.287207        0.05454654      1.771907 7.596533      0.0966514     6.938973    2.424         2.635    2.441    7.608       7.736674 0.1845375 1.43    0.494297814          0.07432555023       1.0 0.7076622132       0.012660660719999998 1.0 0.7353342205000001  0.0154896171         1.0 0.9486665968       0.0200896088         1.0 1.3029384060000002 0.02028146442        1.0 1.9122074629999999 0.056364326410000005 1.0 3.6434790480000006 0.17289092020000002 0.79 3.9633924329999997 0.1496891592        0.83 4.4366150939999995 0.19039182670000002 0.76 6.06731 0.295258 0.81 7.789523706        0.309723291         0.78 8.041474455        0.48039783899999994 1.04 4.673998182        0.1594144636        1.0 6.6424174890000005 0.3201696775        1.0 8.125722900000001  0.21116322540000002 0.9  7.830928187        0.23038400250000002 1.23   4.30995 0.123606 0.72    4.79493 0.1831   1.06    5.78735 0.135808  0.52    0.7857584484       0.0638848848        1.51    1.332463568        0.06977086133       1.37    3.0373753560000005 0.07188100576       1.0  10.909039753       0.1253089899        1.06      12.018082986000001 0.15379419818       0.91      4.1368198881        2.7943140054       1.0       3.8364363845000002 3.9961334899       1.0       0.76         1.37             0.76    0.9      0.52     1.0       0.52     0    0        1   78.59724 0.05946920568104048 
  UDS   12120    16761   34.415636 -5.22002  1.3776    ud1_01   1      8969  326.08   2320.924 34.4156418 -5.2199841 0       139.0    2.497937  0.05570125 1.093098 2.338715 2.819029        0.05632631      1.771907 4.995058      0.09980499    5.344409    2.855         3.126    2.549    8.468       5.841963 0.2120286 1.35    2.068923222          0.07916176803       1.0 2.218364244        0.0136132164         1.0 2.15738698          0.01656164315        1.0 2.298268224        0.021361041439999996 1.0 2.413090806        0.021734665679999998 1.0 3.62903093         0.05954226369        1.0 2.9281285660000003 0.45847617720000006 0.14 4.9559528969999995 0.3722902722        0.17 4.3846614509999995 0.5143003416999999  0.12 5.21117 1.13389  0.07 4.9229881650000005 1.2357908640000002  0.06 7.181017874999999  1.02636258          0.27 5.143571747999999  0.16737858060000002 1.0 5.926759688        0.3384115886        1.0 5.752994922000001  0.2188666683        0.93 5.975166867        0.23838509419999998 1.31   4.6783  0.110777 0.99    4.72584 0.200915 0.99    5.51212 0.101705  1.02    2.2097584980000002 0.08541514578       0.95    2.6311896380000004 0.09635664073       0.81    3.8464985080000003 0.07389531896       1.06 7.0280799181       0.12624427596       0.96      6.7071394754       0.15151682616       1.0       -1.7457001199999997 3.1866922484999995 1.0       5.0411000837       4.4011446716       1.0       0.06         0.81             0.06    0.93     0.99     1.0       0.06     0    0        1   50.04818 0.13090203690042912 
  UDS   15921    21834   34.390054 -5.203645 1.6671    ud1_01   1      10702 937.869  2713.256 34.3900414 -5.2036352 3       220.0    4.160325  0.05957881 1.061056 2.845038 3.838589        0.06024635      1.771907 6.801624      0.1067509     11.15519    3.882         4.002    3.013    10.417      11.83628 0.2817889 1.18    2.797722555          0.09669683385       1.0 3.400381944        0.0165017844         1.0 3.524158755         0.020115046749999997 1.0 3.6930138879999994 0.026106087679999997 1.0 4.076073603        0.02637180756        1.0 4.731687645        0.07311144043        1.0 7.703097942000001  0.2460949094        0.67 7.937670005999999  0.2117827215        0.72 10.92034422        0.2570458156        0.7  9.46542 0.458325 0.58 13.46232744        0.4465874601        0.64 11.453788649999998 0.7066797974999999  0.81 9.29106787         0.2065354018        1.0 11.199338130000001 0.4150081725        1.0 11.713836060000002 0.2737313973        0.9  12.55440298        0.3514994666        0.89   9.1627  0.123318 1.21    9.97288 0.168042 2.1     9.60746 0.106333  1.42    3.601887546        0.07745422428000001 1.72    4.2656146580000005 0.08557395102       1.53    7.536528916        0.1090912192        0.73 16.650452441000002 0.14805794629000002 1.13      18.145455104000003 0.16939470310000002 1.02      6.3567035865        3.5318566275       1.0       11.232859137       3.869381424        1.0       0.58         1.53             0.58    0.73     1.21     1.0       0.58     0    0        1   63.71489 0.057317390930058436
  UDS   15678    21513   34.385549 -5.205014 1.3782    ud1_01   1      10506 1045.322 2680.402 34.3855438 -5.2050042 3       538.0    35.12028  0.05814768 1.052966 2.451496 39.49632        0.05880075      1.771907 69.9838       0.1041895     81.7664     3.093         3.788    3.639    11.138      86.09724 0.2954504 1.24    0.048338240129999994 0.08330647581       1.0 0.2659486644       0.01421063496        1.0 0.511283661         0.017340259099999998 1.0 1.4069817279999999 0.02249210096        1.0 3.107553897        0.02273154723        1.0 7.885226903        0.06295558892999999  1.0 16.54452732        0.19791883480000003 0.77 21.208360319999997 0.1752528078        0.78 29.55147241        0.2082737351        0.79 50.8911 0.375934 0.64 55.74243663        0.37071037260000006 0.69 86.19157019999999  0.5796723735        0.89 27.83676476        0.17823893079999997 1.0 55.751336779999995 0.3582056032        1.0 92.91775221        0.23487108030000003 0.91 86.6152096         0.2967841811        0.93   27.35   0.119216 0.96    37.9683 0.201712 1.08    48.0544 0.109653  0.99    0.8606273562000001 0.07129655262       1.51    4.250983902        0.07704443717000001 1.4     15.434735920000001 0.09280232856000001 0.75 168.20860854000003 0.14432928085000002 1.02      188.0968264        0.16295802880000002 0.98      140.11304078999999  3.5556074666999993 1.0       116.5786546        3.9581012167000003 1.0       0.64         1.4              0.64    0.75     0.96     1.0       0.64     0    0        1   671.6974 0.039902790285532536
  UDS   14291    19708   34.389054 -5.211509 1.6644    ud1_01   1      9800  961.212  2524.499 34.3890648 -5.2115006 0       561.0    23.10549  0.05271738 1.035938 3.327116 21.55343        0.05330896      1.771907 38.19068      0.09445852    74.20776    4.585         4.912    3.943    13.203      76.87463 0.3227583 1.5     3.518393253          0.11307801753       1.0 4.367324484        0.01930985316        1.0 5.11706787          0.0235149069         1.0 6.426252448        0.03048291328        1.0 8.817816945        0.030845564819999997 1.0 12.42790481        0.08530965215        1.0 23.68532132        0.21977937840000003 1.16 29.67463737        0.1900206567        1.24 38.891420000000004 0.2287762329        1.2  51.2019 0.388366 1.12 65.30972301        0.39065712750000003 1.15 77.25497969999999  0.6604696589999999  1.26 37.67074528        0.2412576936        1.0 61.28389532        0.4851997058        1.0 80.33169681000001  0.3180306807        0.91 75.61719807        0.3373528493        1.33   35.2418 0.162206 0.95    42.4533 0.205542 1.91    49.6079 0.175294  0.71    5.58540984         0.121701504         0.95    9.648273734        0.13096498420000002 0.89    20.203082960000003 0.1045060448        1.09 136.85853526000002 0.16644036258000003 1.03      165.60075462       0.18197863418000002 1.08      143.90323034999997  3.9153204666       1.0       128.46337034       4.179274959200001  1.0       1.0          0.89             1.12    0.91     0.71     1.0       0.71     0    0        1   404.3116 0.04912881044837919 
  UDS   10000    13877   34.410707 -5.230261 -1.0      ud1_01   1      7751  443.975  2074.122 34.4107094 -5.230268  3       116.0    1.677261  0.05911072 1.090191 2.47631  1.565201        0.0597757       1.771907 2.77339       0.105917      3.80981     3.445         3.341    2.461    8.602       4.153419 0.2287001 1.19    1.544965491          0.08391900366       1.0 1.634436864        0.01441865664        1.0 1.8615300149999998  0.017531520600000003 1.0 1.9919835999999997 0.022538581439999997 1.0 2.109642612        0.02292396057        1.0 2.480545498        0.06302652502999999  1.0 3.148521784        0.3009178128        0.36 2.9187578699999994 0.268924572         0.36 4.1855109100000005 0.34325648740000003 0.3  2.68018 0.909119 0.12 2.934713754        0.9121082571        0.12 4.023465105        0.9643009739999999  0.34 3.946122978        0.17702360339999998 1.0 3.7150619120000004 0.357911753         1.0 3.83841963         0.23141577420000004 0.93 4.668432514        0.2934361581        0.97   3.66828 0.116329 1.01    4.05069 0.215312 0.97    4.12551 0.106631  1.05    1.781439384        0.07269826314000001 1.47    2.10381201         0.08364809396       1.21    3.247887196        0.08986121648       0.81 4.598383725200001  0.12762786291       1.03      3.7816175334000004 0.14884698024       1.03      2.3536322354999997  3.0530377829999997 1.0       -3.487411176       4.310947395        1.0       0.12         1.21             0.12    0.81     0.97     1.0       0.12     0    0        1   26.18456 0.026628354620959294
  UDS   8857     12435   34.410869 -5.234826 1.6106    ud1_01   1      7302  440.375  1964.621 34.4108582 -5.2348313 0       89.0     2.001693  0.0588313  1.134918 2.19486  2.420542        0.05948852      1.771907 4.288975      0.1054081     3.871148    2.437         2.439    2.239    7.011       4.393435 0.1856692 1.21    2.408111319          0.07430942097       1.0 2.4103980359999997 0.012778666559999999 1.0 2.43891536          0.015552017500000001 1.0 2.351332576        0.0199503744         1.0 2.362270932        0.02030156877        1.0 2.567497171        0.05584749198        1.0 3.036573562        0.26302303480000006 0.37 3.387055077        0.24841943279999998 0.33 5.541752463        0.29953316480000003 0.31 4.15799 0.805548 0.12 5.929963722        0.8089567821        0.12 3.0816614099999997 0.8317282544999999  0.36 5.55480121         0.1568464422        1.0 5.168294762        0.3173173421        1.0 4.499657325        0.20489447880000003 0.93 4.776262280999999  0.26082660929999996 0.96   4.69503 0.106943 0.94    4.58009 0.186928 1.01    4.06766 0.0969576 1.0     2.475034998        0.06403291434       1.49    2.461723287        0.07483355641999999 1.19    3.770798216        0.079171394         0.82 5.348657016600001  0.11383410936       1.05      5.7035995758       0.14735424900000002 0.99      -6.7288385172       2.7785491731       1.0       -1.7513116202      4.1547671026       1.0       0.12         1.19             0.12    0.82     0.94     1.0       0.12     0    0        1   40.68922 0.043163841837357886
  UDS   12057    16873   34.386298 -5.221217 1.4678    ud1_01   1      8655  1027.669 2291.646 34.3862839 -5.2212038 3       405.0    12.70058  0.05156334 1.039579 3.303158 11.6881         0.05215139      1.771907 20.71022      0.09240741    40.35484    4.449         4.799    3.722    12.679      41.95203 0.3020096 1.57    4.516013586          0.11213483985       1.0 4.776280776        0.019161730079999998 1.0 4.86240158          0.0233522812         1.0 6.382515248        0.03017639056        1.0 7.9137488430000005 0.030623436270000002 1.0 11.73582824        0.08452605802        1.0 17.651815420000002 0.21509394280000002 1.2  19.620772919999997 0.1895369868        1.24 23.65667341        0.2272714811        1.19 35.2457 0.377797 1.18 35.73901305        0.3852260343        1.17 42.81693539999999  0.6283041014999999  1.36 22.60026608        0.2393293182        1.0 35.0609686         0.4818325802        1.0 43.86064005000001  0.30856527450000004 0.95 41.870102329999995 0.33621569279999997 1.33   21.8531 0.158977 0.97    24.1916 0.295812 0.91    31.5918 0.202899  0.52    5.160872886        0.1207212942        0.95    8.626802462        0.1290907883        0.9     16.85188288        0.1068484284        1.03 68.108260899       0.17948663601       1.03      76.830905578       0.18874074968000001 1.02      53.904841037999994  3.5301902162999994 1.0       41.98018622        4.7160557379       1.0       1.0          0.9              1.17    0.95     0.52     1.0       0.52     0    0        1   224.1186 0.06937860460881856 
  UDS   10049    13932   34.38998  -5.22982  1.3631    ud1_01   1      7750  939.5    2084.845 34.3899727 -5.2298212 0       185.0    5.412824  0.05274491 1.084506 2.375102 6.016514        0.05333722      1.771907 10.6607       0.0945086     11.85425    2.981         3.031    2.895    8.887       12.85601 0.2108623 1.5     3.626280081          0.08055080454       1.0 3.771887616        0.013780932479999999 1.0 3.858278705         0.016790515850000003 1.0 4.236876912        0.021637232799999996 1.0 4.534648923000001  0.02200014117        1.0 7.049739519        0.060714407809999996 1.0 8.264771510000001  0.15341133020000003 1.22 9.596729646        0.1371414681        1.23 8.842178138        0.16256409940000002 1.2  13.4596 0.275408 1.16 10.761051420000001 0.2783683449        1.16 13.305342149999998 0.4771967039999999  1.22 9.06346924         0.17160129279999997 1.0 12.54861871        0.3458252303        1.0 13.33148517        0.22109525100000002 0.95 12.90091848        0.2382904125        1.36   8.98266 0.159293 0.5     9.9772  0.183591 1.23    11.5335 0.124074  0.72    4.017946158        0.07378458354       1.31    5.0973889109999995 0.09189021796       0.92    8.024396939999999  0.07608001396       1.05 16.737554465000002 0.16360902685000003 0.94      16.979505718000002 0.16681993104       1.02      17.726482736999998  3.0131077484999995 1.0       -2.0756557717      4.5584148592       1.0       1.0          0.92             1.16    0.95     0.5      1.0       0.5      0    0        1   112.8014 0.026524755254986127
  UDS   6945     9954    34.397493 -5.242843 1.6247    ud1_01   1      6363  759.82   1772.275 34.3974915 -5.242846  0       82.0     1.536793  0.05382219 1.129102 2.208779 1.808154        0.05442617      1.771907 3.203882      0.09643811    3.006316    2.591         2.527    2.261    7.171       3.394436 0.1735913 1.44    1.472908662          0.07474529502       1.0 1.721933604        0.012817964519999999 1.0 1.74924135          0.01565021265        1.0 1.7052332          0.020069008319999998 1.0 1.7287975740000001 0.020419448910000002 1.0 1.906512593        0.05644375486        1.0 2.73106952         0.14380484380000003 1.2  2.9295711269999996 0.1273119813        1.23 4.187262042        0.15569497870000001 1.14 2.77533 0.263966 1.1  4.46028012         0.2631401883        1.12 3.3673068749999993 0.6038616809999999  0.67 3.8853356359999998 0.158983489         1.0 3.909058279        0.3208556962        1.0 3.248293887        0.20445953040000003 0.95 3.483857076        0.22906236309999997 1.25   3.36707 0.104983 1.0     3.14051 0.186631 1.03    3.04162 0.0989877 0.98    1.838381904        0.0677211507        1.34    1.737195236        0.08070745002999999 1.04    3.1098925840000002 0.07029015724       1.06 3.8822357922       0.12108845176000001 1.04      3.8719489578000004 0.1362314261        1.02      0.4843083703199999  2.8265962428       1.0       -5.1459169526      4.0677476309       1.0       0.67         1.04             0.67    0.95     0.98     1.0       0.67     0    0        1   33.22216 0.01206468066499133 
  UDS   7673     10932   34.391131 -5.240727 1.4477    ud1_01   1      6413  912.089  1823.241 34.3911209 -5.2407222 3       443.0    11.63463  0.05111367 1.039748 3.04243  11.62863        0.05168555      1.771907 20.60485      0.091582      34.04435    4.063         4.895    3.635    12.655      35.39754 0.2989125 1.6     0.9463804902         0.10295345061       1.0 1.3415607          0.0176359392         1.0 1.33891598          0.0215450203         1.0 2.249147984        0.027651951839999998 1.0 3.273017601        0.0281598198         1.0 5.765186658        0.07779262357000001  1.0 11.303225860000001 0.19578279700000004 1.22 12.35391507        0.17443642229999998 1.24 15.54312908        0.2092378758        1.19 24.5949 0.351717 1.17 25.889520779999998 0.3533095719        1.18 34.404118649999994 0.635868777         1.13 14.74834928        0.2196963804        1.0 26.36499114        0.4430554008        1.0 37.39236615        0.28089748890000005 0.96 35.62999264        0.29862217739999997 1.4    13.9047 0.127798 1.28    17.9572 0.258617 1.02    22.5324 0.113708  1.41    1.752852558        0.0821080671        1.73    3.887729047        0.09270654316       1.49    10.293697000000002 0.09417495168000001 1.12 61.56800743        0.15689720027999998 1.0       69.90395104000001  0.18219682306       1.0       58.23276178199999   3.3961449056999995 1.0       50.301250925       4.6538694016       1.0       1.0          1.49             1.13    0.96     1.02     1.0       0.96     0    0        1   224.988  0.04012004546589521 
  UDS   6055     8735    34.394016 -5.246886 2.2976    ud1_01   1      5891  842.876  1675.443 34.3940163 -5.246881  0       129.0    4.489522  0.05155065 1.112429 2.116453 5.653264        0.05212198      1.771907 10.01706      0.0923553     8.541548    2.224         2.697    2.441    7.697       9.501863 0.1782556 1.57    0.48555473099999996  0.07153992462       1.0 0.3660353064       0.012267233279999998 1.0 0.491879701         0.01501167705        1.0 0.5815929583999999 0.019230289279999997 1.0 0.6889486149       0.019575458490000003 1.0 1.0351775010000002 0.05415461694        1.0 1.4419546900000002 0.13655864300000004 1.21 1.749385764        0.12102221879999998 1.24 3.5334789460000002 0.14584180689999998 1.19 5.10868 0.245714 1.16 8.758847682        0.2476638477        1.16 9.94853202         0.49228883249999994 0.92 2.815522458        0.1527516592        1.0 8.064354188        0.3081615885        1.0 9.930811545000001  0.19504057500000002 0.96 9.311291208        0.2074934814        1.4    2.77151 0.100186 1.01    3.45177 0.176908 1.05    6.3612  0.0943344 0.99    0.4977616728       0.06968608788       1.16    0.9270959945       0.08558499309999999 0.85    1.2678261080000002 0.06464861568000001 1.15 12.070171295       0.12216090063       1.05      15.449921844000002 0.14985533626000003 1.06      23.537666234999996  2.6579605808999993 1.0       25.391717251       3.9343748741000004 1.0       0.92         0.85             0.92    0.96     0.99     1.0       0.85     0    0        1   108.4622 0.018032100426898946
  UDS   7276     10403   34.379129 -5.241894 1.4273    ud1_01   1      6231  1198.648 1795.084 34.3791275 -5.2418952 3       235.0    9.343922  0.05105572 1.073152 2.25939  10.78607        0.05162215      1.771907 19.11191      0.09146966    19.67248    2.772         3.396    2.981    9.545       21.11156 0.2201398 1.6     2.7524966220000002   0.07629024771       1.0 3.2446567799999997 0.013065731999999998 1.0 3.477401195         0.0160349795         1.0 4.4369086079999995 0.020534744799999997 1.0 5.36707689         0.02094834042        1.0 8.534861705        0.057808725279999994 1.0 12.043760300000002 0.1450511242        1.22 13.362536249999998 0.12991619969999998 1.23 14.29666925        0.1553203179        1.19 20.4518 0.261135 1.16 18.374612669999998 0.26309261970000003 1.17 21.20034075        0.427288776         1.36 14.80759518        0.1639716792        1.0 19.81014322        0.3304831567        1.0 21.593604510000002 0.20507711490000002 1.0  20.68277812        0.2232877555        1.39   13.8124 0.109408 0.96    15.7623 0.152833 1.61    18.2691 0.0986179 1.03    3.8569732259999996 0.07124423274       1.27    6.018860346        0.08420098668       0.99    11.64571808        0.0703491318        1.1  27.045552816000004 0.13314130872000002 1.0       27.696243498       0.15201716642       0.98      25.912705358999997  3.0613989563999997 1.0       13.077253299       4.0573957387       1.0       1.0          0.99             1.16    1.0      0.96     1.0       0.96     0    0        1   208.9426 0.006897753815508858
  UDS   8474     11926   34.366954 -5.236785 1.5287    ud1_01   1      7022  1489.262 1917.583 34.3669662 -5.2367897 0       173.0    3.367017  0.05073877 1.077122 2.50413  3.573949        0.05132188      1.771907 6.332706      0.09093761    7.827756    3.21          3.447    2.788    9.3         8.431449 0.2126953 1.62    1.515612798          0.08442733137000001 1.0 1.832023872        0.01446926256        1.0 1.915190085         0.01781007855        1.0 2.1854107199999997 0.022796035679999996 1.0 2.574808236        0.02323356756        1.0 3.3661077739999996 0.06404760523        1.0 5.429535270000001  0.1622892696        1.21 5.73482574         0.1443862476        1.23 6.672047083        0.171936728         1.2  7.58819 0.289471 1.15 9.833960088        0.2899740492        1.17 8.743235564999999  0.47273744849999993 1.36 6.657372651999999  0.18201913379999998 1.0 8.869315937        0.3670995429        1.0 8.993497743        0.2267031294        1.01 8.665932931999999  0.2525180461        1.36   6.04451 0.169178 0.49    6.56078 0.168252 1.63    7.64252 0.15792   0.49    1.9195932839999998 0.08836197372       1.02    2.551233148        0.09201808919       1.01    5.222929588        0.07759782776       1.11 10.845065105000002 0.12545509585       0.94      11.081743624000001 0.15871480772000002 0.96      15.592042929        3.1925011698       1.0       -1.4265038408      4.501657933        1.0       1.0          1.01             1.15    1.0      0.49     1.0       0.49     0    0        1   69.63792 0.046895451823202774
