# vuds_ident   alpha          delta        spmask_obs   quad   slit   obj   det   meanflux   sn      maxdel   rmsdel   z_spec   zflags   id_iau                     id_candels   magi     id      x          y          ra            dec         SEflags   iso_area   Kstot       eKstot      ksauto      Ks_flux_radius   Ks_rkron_circ   Kstot07     eKstot07    apcorr     B              eB           wB    G              eG           wG    Gp          eGp        wGp   Hl           eHl         wHl    Hs           eHs         wHs    I           eI           wI    IA427          eIA427       wIA427   IA464         eIA464       wIA464   IA484          eIA484     wIA484   IA505          eIA505       wIA505   IA527        eIA527       wIA527   IA574          eIA574       wIA574   IA624        eIA624       wIA624   IA679       eIA679       wIA679   IA709       eIA709       wIA709   IA738       eIA738       wIA738   IA767       eIA767       wIA767   IA827        eIA827      wIA827   J1          eJ1          wJ1    J2          eJ2          wJ2    J3          eJ3          wJ3    Ks2           eKs2        wKs2   Ks          eKs         wKs    NB118        eNB118      wNB118   NB209         eNB209      wNB209   R            eR           wR    Rp          eRp          wRp   U              eU           wU    V            eV           wV    Z           eZ           wZ    Zp          eZp          wZp   f_F125W    e_F125W     w_F125W   f_F160W    e_F160W     w_F160W   id_irac   CH1         eCH1      wCH1   CH2         eCH2      wCH2   CH3         eCH3     wCH3   CH4        eCH4     wCH4   wmin_optical   wmin_fs   wmin_jhk   wmin_hst   wmin_irac   wmin_all   starflag   nearstar   nearsource   snr        snrflag   use   Separation             
  5100999282   150.17448425   2.25841594   F51P006      2      41     1     OK    2.58       1.669   1.439    0.749    1.2543   2        VUDS-J100041.87+021530.2   6611.0       24.426   5087    1724.027   2057.235   150.1745148   2.2584083   0         50.0       4.807831    0.2479499   4.212778    2.081            4.527675        3.934134    0.1577745   1.14125    0.4228686      0.01042632   1.0   0.5004427      0.01779057   1.0   156.0142    16.43184   1.0   2.183355     0.1279035   1.25   2.52614      0.1304792   1.24   0.8568162   0.01928507   1.0   0.476218       0.04116949   1.0      0.4278892     0.09642278   1.0      0.4882311      0.039057   1.0      0.3876133      0.04927125   1.0      0.6113418    0.03507106   1.0      0.4584588      0.07952184   1.0      0.618486     0.04436093   1.0      0.7697383   0.07887795   1.0      0.7059553   0.05256988   1.0      0.8082249   0.06145759   1.0      0.7822744   0.07401201   1.0      0.8707169    0.1023235   1.0      1.592673    0.06345082   1.29   1.983866    0.06451227   1.24   1.808267    0.08257638   1.24   2.515304      0.3947617   1.0    2.553309    0.1246663   1.27   1.666726     0.164658    1.19     1.913832      0.3537926   1.16     0.6089006    0.01646952   1.0   0.6107841   0.02084826   1.0   0.3699868      0.02231845   1.0   0.576767     0.02269451   1.0   1.50152     0.06273078   1.0   1.345041    0.07932358   1.0   1.77047    0.0251882   1.03      2.11363    0.0232702   1.04      5087      3.0892      0.3095    1.09   2.8851      0.40474   1.14   3.9104      2.3015   1.18   1.7306     2.6722   1.15   1.0            1.0       1.0        1.03       1.0         1.0        0          0          0            24.93517   1         1     0.11328410063812054    
  5101242054   150.17501831   2.31498098   F51P006      2      42     1     OK    2.672      3.256   0.589    0.355    1.044    4        VUDS-J100042.00+021853.9   11391.0      23.844   8769    1712.016   3413.689   150.1750336   2.314924    0         61.0       5.125002    0.2726613   4.605176    2.519            5.059347        3.378155    0.1559939   1.112879   0.4819012      0.01042632   1.0   0.5569329      0.01779057   1.0   183.9477    16.43184   1.0   2.341621     0.1273949   1.26   2.454829     0.1310085   1.23   1.302692    0.01928507   1.0   0.4645599      0.04116949   1.0      0.5229536     0.09642278   1.0      0.5207656      0.039057   1.0      0.5996162      0.04927125   1.0      0.52269      0.03507106   1.0      0.6774604      0.07952184   1.0      0.6893954    0.04436093   1.0      0.8662751   0.07887795   1.0      0.8035806   0.05256988   1.0      0.7886854   0.06145759   1.0      1.159474    0.07401201   1.0      1.554145     0.1023235   1.0      2.33503     0.06272564   1.32   2.135936    0.06300594   1.3    2.291242    0.08127588   1.28   2.246798      0.3947617   1.0    2.533412    0.1227483   1.31   2.157092     0.1704884   1.11     2.545013      0.3568825   1.14     0.7020518    0.01646952   1.0   0.743674    0.02084826   1.0   0.3947854      0.02231845   1.0   0.6774372    0.02269451   1.0   2.009208    0.06273078   1.0   2.045217    0.07932358   1.0   2.23629    0.0253386   1.02      2.28678    0.0236322   1.01      8769      2.8309      0.22712   0.98   2.5558      0.36798   1.14   -0.35722    2.2544   0.98   -1.8553    2.3565   1.21   1.0            1.0       1.0        1.01       0.98        0.98       0          0          0            21.65568   1         1     0.21237324445373382    
  5101237150   150.17503357   2.35366797   F51P006      2      43     1     OK    3.654      3.291   1.858    0.88     1.438    3        VUDS-J100042.00+022113.2   14583.0      24.151   11392   1711.132   4343.117   150.1750641   2.3536482   0         74.0       6.907631    0.2891025   6.283549    2.531            5.368183        4.642118    0.159106    1.09932    0.6285589      0.01042632   1.0   0.7326554      0.01779057   1.0   252.1324    16.43184   1.0   2.973179     0.1284182   1.24   3.184813     0.1310085   1.23   1.123847    0.01928507   1.0   0.692566       0.04116949   1.0      0.5922698     0.09642278   1.0      0.6820691      0.039057   1.0      0.7671463      0.04927125   1.0      0.7670889    0.03507106   1.0      0.5576002      0.07952184   1.0      0.8602244    0.04436093   1.0      1.148467    0.07887795   1.0      1.010783    0.05256988   1.0      1.024599    0.06145759   1.0      0.9116542   0.07401201   1.0      1.005815     0.1023235   1.0      2.173633    0.06225578   1.34   2.467611    0.062765     1.31   2.643928    0.08096025   1.29   4.005307      0.3947617   1.0    3.294351    0.1222824   1.32   2.587392     0.1660594   1.17     2.932077      0.3584582   1.13     0.8958598    0.01646952   1.0   0.8933281   0.02084826   1.0   0.550302       0.02231845   1.0   0.788588     0.02269451   1.0   1.501553    0.06273078   1.0   1.697278    0.07932358   1.0   2.43662    0.0258372   0.98      2.99367    0.0240153   0.98      11392     3.9319      0.3507    1.04   4.2552      0.42916   1.09   4.0         2.3063   0.99   -0.2022    2.4498   1.07   1.0            1.0       1.0        0.98       0.99        0.98       0          0          0            29.17626   1         1     0.13086194635072093    
  5101244632   150.17764282   2.30321193   F51P006      2      45     1     OK    0.326      0.376   2.101    0.975    4.5881   2        VUDS-J100042.63+021811.5   10353.0      24.312   8035    1649.113   3130.806   150.1776428   2.3031375   2         36.0       2.667635    0.3399637   2.47965     2.594            6.232233        1.752629    0.1563131   1.075811   -0.01219036    0.01042632   1.0   -0.006450527   0.01779057   1.0   19.81635    16.43184   1.0   0.665501     0.1279035   1.25   0.918757     0.1304792   1.24   0.7347103   0.01928507   1.0   0.04941721     0.04116949   1.0      -0.03049157   0.09642278   1.0      -0.07333262    0.039057   1.0      0.0999513      0.04927125   1.0      0.06386638   0.03507106   1.0      0.1006701      0.07952184   1.0      0.1355965    0.04436093   1.0      0.2066134   0.07887795   1.0      0.5528125   0.05256988   1.0      0.4844275   0.06145759   1.0      0.8353702   0.07401201   1.0      0.8904541    0.1023235   1.0      0.8419289   0.06248939   1.33   0.8696171   0.06324968   1.29   0.6843371   0.08096025   1.29   1.567147      0.3947617   1.0    1.29124     0.1232195   1.3    0.9331439    0.1660594   1.17     1.178653      0.3568825   1.14     0.1602847    0.01646952   1.0   0.1761589   0.02084826   1.0   -0.017502      0.02231845   1.0   0.05683597   0.02269451   1.0   0.8389254   0.06273078   1.0   0.7711596   0.07932358   1.0   0.837454   0.0250768   1.04      0.863937   0.0233539   1.04      8035      1.1808      0.23974   0.9    1.4146      0.32726   1.19   0.95475     2.3779   0.94   3.729      2.3939   1.13   1.0            1.0       1.0        1.04       0.9         0.9        0          0          0            11.2123    1         1     0.2679480096569114     
  5110347551   150.17796326   2.35370302   F51P006      2      46     1     OK    2.862      2.314   1.883    1.151    2.6629   2        VUDS-J100042.71+022113.3   14532.0      24.952   11454   1641.829   4344.981   150.1779633   2.3537254   0         9.0        0.8099018   0.1599169   0.488157    1.385            2.196746        0.8219843   0.1599169   1.659101   0.4234473      0.01042632   1.0   0.5458466      0.01779057   1.0   165.9873    16.43184   1.0   0.6405327    0.1279035   1.25   0.6176194    0.1310085   1.23   0.6100276   0.01928507   1.0   0.1602038      0.04116949   1.0      0.3955473     0.09642278   1.0      0.4921072      0.039057   1.0      0.4669859      0.04927125   1.0      0.5213778    0.03507106   1.0      0.6041141      0.07952184   1.0      0.5141836    0.04436093   1.0      0.5486313   0.07887795   1.0      0.5245697   0.05256988   1.0      0.5306363   0.06145759   1.0      0.6893067   0.07401201   1.0      0.5045617    0.1023235   1.0      0.4670617   0.06248939   1.33   0.4658563   0.06300594   1.3    0.4449529   0.08096025   1.29   0.5515631     0.3947617   1.0    0.4759707   0.1232195   1.3    0.4690147    0.1667736   1.16     0.6022963     0.3568825   1.14     0.5831876    0.01646952   1.0   0.5539175   0.02084826   1.0   0.2467654      0.02231845   1.0   0.625923     0.02269451   1.0   0.6462458   0.06273078   1.0   0.5746501   0.07932358   1.0   0.514136   0.0343281   0.55      0.602332   0.0328004   0.53      11454     0.64167     0.43893   0.81   1.2507      0.53804   1.02   3.4089      3.1088   0.83   -4.5821    3.3445   0.99   1.0            1.0       1.0        0.53       0.81        0.53       0          0          0            5.140071   1         1     0.08056812846884136    
  5101240553   150.17929077   2.32869196   F51P006      2      48     1     OK    4.135      3.683   1.965    1.039    2.5585   3        VUDS-J100043.02+021943.2   12480.0      24.051   9721    1609.276   3742.759   150.1793213   2.3286338   3         54.0       3.807546    0.3769262   3.581004    2.874            6.85293         2.177958    0.1574432   1.063262   0.4915629      0.01042632   1.0   0.7105377      0.01779057   1.0   187.7847    16.43184   1.0   2.883692     0.1279035   1.25   1.698166     0.1299562   1.25   1.100758    0.01928507   1.0   0.4567659      0.04116949   1.0      0.5290177     0.09642278   1.0      0.7432863      0.039057   1.0      0.7311908      0.04927125   1.0      0.7961537    0.03507106   1.0      0.6708693      0.07952184   1.0      0.9053957    0.04436093   1.0      1.158446    0.07887795   1.0      0.9553034   0.05256988   1.0      1.029902    0.06145759   1.0      1.060037    0.07401201   1.0      1.137008     0.1023235   1.0      1.123903    0.06225578   1.34   1.207932    0.06300594   1.3    1.494141    0.08096025   1.29   1.450494      0.3947617   1.0    1.782141    0.1232195   1.3    1.481356     0.1653543   1.18     1.594775      0.3568825   1.14     0.9688479    0.01646952   1.0   0.9684361   0.02084826   1.0   0.3412054      0.02231845   1.0   0.9458571    0.02269451   1.0   1.140394    0.06273078   1.0   1.253891    0.07932358   1.0   1.34597    0.0248641   1.06      1.65707    0.0234019   1.03      9721      2.2061      0.26547   0.9    2.6459      0.39084   1.02   4.5368      2.535    0.85   -3.9177    2.6939   1.04   1.0            1.0       1.0        1.03       0.85        0.85       0          0          0            13.8333    1         1     0.2364278642469889     
  5101001604   150.18133545   2.241503     F51P006      2      49     1     OK    1.095      1.496   1.663    0.795    3.1582   3        VUDS-J100043.51+021429.4   5299.0       24.975   3996    1560.246   1651.762   150.1813507   2.2415133   0         23.0       1.920122    0.218211    1.588556    1.811            3.763142        1.723452    0.1664652   1.208722   0.1544506      0.01042632   1.0   0.2794183      0.01779057   1.0   89.87964    16.43184   1.0   0.692475     0.1409025   1.03   0.7284469    0.1460274   0.99   0.5076573   0.01928507   1.0   0.09944113     0.04116949   1.0      0.01335607    0.09642278   1.0      0.2072775      0.039057   1.0      0.1461467      0.04927125   1.0      0.2814607    0.03507106   1.0      0.4143507      0.07952184   1.0      0.5243754    0.04436093   1.0      0.6421746   0.07887795   1.0      0.5057216   0.05256988   1.0      0.4635106   0.06145759   1.0      0.5003602   0.07401201   1.0      0.5960174    0.1023235   1.0      0.458827    0.06662529   1.17   0.4310222   0.06698912   1.15   0.4141399   0.08688757   1.12   1.40741       0.3947617   1.0    1.053979    0.1293332   1.18   0.2326828    0.1925736   0.87     0.7790649     0.3909452   0.95     0.4608805    0.01646952   1.0   0.4363286   0.02084826   1.0   0.01576159     0.02231845   1.0   0.4019261    0.02269451   1.0   0.5061219   0.06273078   1.0   0.4710909   0.07932358   1.0   0.432993   0.0251638   1.03      0.736737   0.0234972   1.02      3996      0.62243     0.27538   0.92   0.16015     0.41355   0.93   -4.427      2.6095   0.91   0.9        3.1328   0.97   1.0            0.87      1.0        1.02       0.91        0.87       0          0          0            10.35322   1         1     0.06621424159578457    
  5110328102   150.18122864   2.31874394   F51P006      2      50     1     OK    1.045      1.306   1.114    0.739    2.8002   2        VUDS-J100043.49+021907.4   11724.0      24.767   9061    1563.406   3505.745   150.1812286   2.3187585   0         69.0       4.32954     0.3753347   4.07152     4.062            6.846949        1.521876    0.156928    1.063372   0.104909       0.01042632   1.0   0.216768       0.01779057   1.0   19.21109    16.43184   1.0   1.352402     0.1273949   1.26   1.161607     0.1304792   1.24   0.4775442   0.01928507   1.0   0.1253229      0.04116949   1.0      -0.01273105   0.09642278   1.0      0.1822074      0.039057   1.0      0.2298381      0.04927125   1.0      0.2397314    0.03507106   1.0      0.199542       0.07952184   1.0      0.4120396    0.04436093   1.0      0.5507809   0.07887795   1.0      0.3004671   0.05256988   1.0      0.5509466   0.06145759   1.0      0.4423521   0.07401201   1.0      0.2646385    0.1023235   1.0      0.5652841   0.06248939   1.33   0.6337278   0.06300594   1.3    0.7526026   0.08096025   1.29   1.664069      0.3947617   1.0    1.494659    0.1222824   1.32   0.7641788    0.1667736   1.16     1.257599      0.3568825   1.14     0.3984326    0.01646952   1.0   0.3598589   0.02084826   1.0   0.03798551     0.02231845   1.0   0.3214712    0.02269451   1.0   0.5248504   0.06273078   1.0   0.5666711   0.07932358   1.0   0.668309   0.0256405   0.99      0.998449   0.0235898   1.02      9061      1.658       0.18652   0.9    2.6485      0.29331   1.06   1.6356      1.9569   0.84   3.1654     1.9545   1.07   1.0            1.0       1.0        0.99       0.84        0.84       0          0          0            9.697925   1         1     0.05241619747688818    
  5101002470   150.18252563   2.2359271    F51P006      2      51     1     OK    0.763      1.303   0.585    0.323    2.1908   22       VUDS-J100043.80+021409.3   4866.0       23.69    3527    1530.837   1516.235   150.1825714   2.2358665   0         139.0      18.06551    0.4007981   16.84111    2.653            6.352932        11.77375    0.1827527   1.072703   0.4859381      0.01042632   1.0   0.6581239      0.01779057   1.0   218.5172    16.43184   1.0   5.320728     0.1588894   0.81   5.613679     0.1677727   0.75   1.247372    0.01928507   1.0   0.4150204      0.04116949   1.0      0.6523524     0.09642278   1.0      0.5934457      0.039057   1.0      0.7209124      0.04927125   1.0      0.8172644    0.03507106   1.0      0.9396502      0.07952184   1.0      1.100165     0.04436093   1.0      1.124251    0.07887795   1.0      1.021533    0.05256988   1.0      1.06951     0.06145759   1.0      0.8013638   0.07401201   1.0      1.402075     0.1023235   1.0      2.102556    0.06999695   1.06   2.867923    0.07113005   1.02   4.012998    0.09288672   0.98   8.948375      0.3947617   1.0    8.534524    0.1419182   0.98   6.142802     0.211685    0.72     22.05123      0.4763078   0.64     0.9918124    0.01646952   1.0   1.045493    0.02084826   1.0   0.2448373      0.02231845   1.0   0.974794     0.02269451   1.0   1.655708    0.06273078   1.0   1.674042    0.07932358   1.0   3.52822    0.0254232   1.01      4.81126    0.0232974   1.04      3527      10.068      0.21478   1.16   10.532      0.35711   1.08   12.135      2.4107   1.04   6.201      2.4912   1.08   1.0            0.64      1.0        1.01       1.0         0.64       0          0          0            64.42449   1         1     0.2733171663065        
  5121002466   150.18370056   2.235708     F51P006      2      51     2     OK    0.788      1.295   0.585    0.323    3.0053   1        VUDS-J100044.08+021408.5   4796.0       24.986   3586    1504.566   1512.049   150.18367     2.2356918   0         29.0       2.643168    0.2831962   2.318527    1.799            4.537219        2.465159    0.1809854   1.14002    0.1863053      0.01042632   1.0   0.2494026      0.01779057   1.0   63.43679    16.43184   1.0   1.454955     0.1579176   0.82   1.398316     0.1666653   0.76   0.3573457   0.01928507   1.0   0.1731373      0.04116949   1.0      0.2526558     0.09642278   1.0      0.2137883      0.039057   1.0      0.2550987      0.04927125   1.0      0.258502     0.03507106   1.0      0.2867171      0.07952184   1.0      0.2667475    0.04436093   1.0      0.3574816   0.07887795   1.0      0.3357843   0.05256988   1.0      0.3589858   0.06145759   1.0      0.1975036   0.07401201   1.0      0.4193618    0.1023235   1.0      0.4666009   0.06999695   1.06   0.7461115   0.07148131   1.01   1.048836    0.09288672   0.98   1.750899      0.3947617   1.0    1.452114    0.1419182   0.98   1.115714     0.2102301   0.73     2.274897      0.4763078   0.64     0.3275515    0.01646952   1.0   0.3160743   0.02084826   1.0   0.1101673      0.02231845   1.0   0.3149778    0.02269451   1.0   0.454125    0.06273078   1.0   0.4440388   0.07932358   1.0   0.899605   0.0250275   1.04      1.23137    0.0230372   1.07      3586      1.7768      0.26942   1.06   1.8914      0.44882   1.05   -3.6218     2.942    1.05   4.3376     3.064    1.07   1.0            0.64      1.0        1.04       1.0         0.64       0          0          0            13.62076   1         1     0.12444405714949353    
  5101241758   150.18347168   2.32048893   F51P006      2      52     1     OK    1.72       2.275   0.673    0.49     2.8187   1        VUDS-J100044.03+021913.7   11861.0      24.664   9234    1509.185   3546.159   150.1834869   2.320442    0         13.0       0.9975269   0.1715487   0.7162983   1.81             2.864985        0.8976613   0.1581662   1.392614   0.159424       0.01042632   1.0   0.2555764      0.01779057   1.0   57.14705    16.43184   1.0   0.5087112    0.1284182   1.24   0.7837597    0.1310085   1.23   0.572099    0.01928507   1.0   0.1283555      0.04116949   1.0      0.2539164     0.09642278   1.0      0.242951       0.039057   1.0      0.2505488      0.04927125   1.0      0.3387077    0.03507106   1.0      0.307837       0.07952184   1.0      0.3987876    0.04436093   1.0      0.5138916   0.07887795   1.0      0.5116031   0.05256988   1.0      0.4297899   0.06145759   1.0      0.3840368   0.07401201   1.0      0.5936626    0.1023235   1.0      0.6633988   0.06248939   1.33   0.6866922   0.06300594   1.3    0.616591    0.08096025   1.29   0.8519847     0.3947617   1.0    0.5639932   0.1227483   1.31   0.7448782    0.1674972   1.15     0.9136747     0.3568825   1.14     0.4490471    0.01646952   1.0   0.4618686   0.02084826   1.0   0.1117949      0.02231845   1.0   0.4061864    0.02269451   1.0   0.6263779   0.06273078   1.0   0.5804713   0.07932358   1.0   0.720984   0.0256139   1.0       0.74705    0.0240852   0.98      9234      0.19678     0.20404   0.89   0.2284      0.3056    1.16   -3.5351     1.8508   0.98   1.5527     2.0092   1.15   1.0            1.0       1.0        0.98       0.89        0.89       0          0          0            5.675429   1         1     0.17759692682171216    
  5101001616   150.18554688   2.24180889   F51P006      2      53     1     OK    4.601      4.055   1.006    0.509    0.3381   3        VUDS-J100044.53+021430.5   5380.0       23.591   3957    1458.974   1658.384   150.1855621   2.2417886   2         56.0       3.986534    0.3743537   3.727359    3.46             6.506667        1.71379     0.1648123   1.069533   0.3707237      0.01042632   1.0   0.5961147      0.01779057   1.0   111.1989    16.43184   1.0   1.768002     0.1388943   1.06   1.818357     0.1438639   1.02   1.195213    0.01928507   1.0   0.4373398      0.04116949   1.0      0.3220179     0.09642278   1.0      0.4193934      0.039057   1.0      0.6488263      0.04927125   1.0      0.6561448    0.03507106   1.0      0.7629589      0.07952184   1.0      0.9451205    0.04436093   1.0      1.301717    0.07887795   1.0      0.9748487   0.05256988   1.0      1.14933     0.06145759   1.0      0.9684501   0.07401201   1.0      1.051801     0.1023235   1.0      1.448043    0.06634238   1.18   1.41004     0.06641409   1.17   1.535037    0.08574677   1.15   1.795752      0.3947617   1.0    1.582413    0.1293332   1.18   1.904632     0.1903976   0.89     1.067808      0.3889037   0.96     1.033101     0.01646952   1.0   1.021177    0.02084826   1.0   0.3411517      0.02231845   1.0   0.8730962    0.02269451   1.0   1.364192    0.06273078   1.0   1.279167    0.07932358   1.0   1.34563    0.024872    1.06      1.43213    0.0231575   1.05      3957      0.67082     0.2001    1.03   -0.42575    0.32395   1.08   -2.1677     2.3458   0.87   3.3734     2.3543   1.06   1.0            0.89      1.0        1.05       0.87        0.87       0          0          0            10.39844   1         1     0.0912852426099732     
  5100995077   150.18678284   2.28473496   F51P006      2      54     1     OK    1.671      1.483   1.361    0.686    2.3651   1        VUDS-J100044.82+021705.0   8789.0       24.87    6901    1428.755   2689.305   150.1868286   2.2847409   0         35.0       5.060105    0.4361528   4.105866    1.8              3.573039        4.411426    0.3429171   1.232409   0.1920033      0.01042632   1.0   0.272375       0.01779057   1.0   63.74915    16.43184   1.0   1.691566     0.2261035   0.4    1.705717     0.2388643   0.37   0.396555    0.01928507   1.0   0.2516733      0.04116949   1.0      0.2928596     0.09642278   1.0      0.2614671      0.039057   1.0      0.3191009      0.04927125   1.0      0.2727252    0.03507106   1.0      0.2525983      0.07952184   1.0      0.300598     0.04436093   1.0      0.3871542   0.07887795   1.0      0.3806134   0.05256988   1.0      0.2537088   0.06145759   1.0      0.3780802   0.07401201   1.0      0.3413114    0.1023235   1.0      0.9004645   0.1218142    0.35   1.145528    0.1250536    0.33   1.197387    0.1511701    0.37   2.473248      0.3947617   1.0    2.680505    0.2703767   0.27   1.589502     0.2677627   0.45     2.711833      0.6101623   0.39     0.2674091    0.01646952   1.0   0.269971    0.02084826   1.0   0.1416893      0.02231845   1.0   0.3121993    0.02269451   1.0   0.5979745   0.06273078   1.0   0.3999972   0.07932358   1.0   1.29185    0.0256737   0.99      1.7417     0.0237407   1.0       6901      3.7009      0.9921    0.86   4.1964      0.69088   1.12   -3.1421     2.5629   1.05   3.9327     2.7908   1.01   1.0            0.27      1.0        0.99       0.86        0.27       0          0          0            12.86441   1         0     0.16598823953549924    
  5100995291   150.18522644   2.28445411   F51P006      2      54     2     OK    0.0010     0.17    1.361    0.686    0.9993   22       VUDS-J100044.45+021704.0   8783.0       24.52    6873    1465.834   2681.755   150.1852875   2.2844267   3         31.0       3.696626    0.4839191   3.191543    2.397            4.280813        2.492483    0.3252688   1.158257   0.2882892      0.01042632   1.0   0.3439786      0.01779057   1.0   85.93509    16.43184   1.0   1.785738     0.2289839   0.39   1.89996      0.2388643   0.37   0.8121552   0.01928507   1.0   0.2823231      0.04116949   1.0      0.2756245     0.09642278   1.0      0.3340923      0.039057   1.0      0.2826264      0.04927125   1.0      0.441191     0.03507106   1.0      0.4067484      0.07952184   1.0      0.4681569    0.04436093   1.0      0.5717619   0.07887795   1.0      0.4727714   0.05256988   1.0      0.7267476   0.06145759   1.0      0.6635257   0.07401201   1.0      0.8836802    0.1023235   1.0      1.222123    0.1169069    0.38   1.262562    0.1197297    0.36   1.536098    0.1472429    0.39   2.437119      0.3947617   1.0    2.176707    0.2565018   0.3    1.593865     0.2677627   0.45     1.675957      0.6264362   0.37     0.4329201    0.01646952   1.0   0.4454356   0.02084826   1.0   0.2633039      0.02231845   1.0   0.4617365    0.02269451   1.0   1.222463    0.06273078   1.0   1.073051    0.07932358   1.0   1.41563    0.0251885   1.03      1.76358    0.0237829   1.0       6873      1.6642      1.0083    1.03   1.1906      0.8791    1.19   -2.5034     2.3742   1.19   2.7498     2.5315   1.18   1.0            0.3       1.0        1.0        1.0         0.3        0          0          0            7.662841   1         0     0.24078881784777453    
  5110332328   150.18589783   2.32699299   F51P006      2      55     1     OK    0.645      0.98    1.375    0.72     2.9635   2        VUDS-J100044.61+021937.1   12334.0      24.807   9636    1451.325   3702.557   150.1858978   2.3269577   0         62.0       4.156974    0.2839158   3.767048    2.541            5.266864        2.75265     0.1580554   1.10351    0.09783164     0.01042632   1.0   0.1721358      0.01779057   1.0   30.59635    16.43184   1.0   1.650166     0.1279035   1.25   1.331691     0.1315443   1.22   0.4150216   0.01928507   1.0   0.01148067     0.04116949   1.0      -0.02707487   0.09642278   1.0      0.2163151      0.039057   1.0      0.2388322      0.04927125   1.0      0.1465902    0.03507106   1.0      0.208497       0.07952184   1.0      0.1847628    0.04436093   1.0      0.3108034   0.07887795   1.0      0.1656541   0.05256988   1.0      0.3522253   0.06145759   1.0      0.2807736   0.07401201   1.0      0.2038691    0.1023235   1.0      0.5115309   0.06225578   1.34   0.5228665   0.06300594   1.3    0.5653424   0.08127588   1.28   2.309781      0.3947617   1.0    2.091796    0.1227483   1.31   0.5127092    0.1674972   1.15     1.787593      0.3568825   1.14     0.2715608    0.01646952   1.0   0.2131163   0.02084826   1.0   0.01250355     0.02231845   1.0   0.1985141    0.02269451   1.0   0.4005279   0.06273078   1.0   0.3928687   0.07932358   1.0   0.519789   0.0249406   1.05      1.20841    0.0233468   1.04      9636      3.8186      0.31974   0.98   5.3575      0.4393    1.06   4.0776      2.6095   0.92   -2.084     2.5923   1.08   1.0            1.0       1.0        1.04       0.92        0.92       0          0          0            17.41573   1         1     0.12704404583000697    
  5101001924   150.18812561   2.23971701   F51P006      2      56     1     OK    2.818      3.079   0.926    0.471    1.155    3        VUDS-J100045.15+021422.9   5165.0       24.392   3877    1397.098   1608.957   150.1881409   2.2397287   0         36.0       2.926763    0.2396689   2.476257    1.988            3.98384         2.461604    0.1729346   1.18193    0.4917907      0.01042632   1.0   0.5571525      0.01779057   1.0   211.7711    16.43184   1.0   1.259142     0.1499052   0.91   1.526805     0.1575951   0.85   0.8024153   0.01928507   1.0   0.4379752      0.04116949   1.0      0.4003729     0.09642278   1.0      0.5062279      0.039057   1.0      0.6412789      0.04927125   1.0      0.5318955    0.03507106   1.0      0.5209444      0.07952184   1.0      0.6607738    0.04436093   1.0      0.8271723   0.07887795   1.0      0.6669943   0.05256988   1.0      0.5351867   0.06145759   1.0      0.4534414   0.07401201   1.0      0.6967162    0.1023235   1.0      1.435844    0.06934581   1.08   1.448322    0.06944825   1.07   1.257503    0.09016749   1.04   2.194089      0.3947617   1.0    1.516365    0.1358186   1.07   1.538963     0.211685    0.72     2.187594      0.4260227   0.8      0.5602595    0.01646952   1.0   0.5719918   0.02084826   1.0   0.4851926      0.02231845   1.0   0.5973592    0.02269451   1.0   1.202031    0.06273078   1.0   1.332393    0.07932358   1.0   1.35879    0.0249783   1.05      1.55308    0.0234245   1.03      3877      2.0362      0.271     1.01   1.2392      0.42279   1.08   -7.5655     2.7882   1.03   -2.4921    3.0841   1.08   1.0            0.72      1.0        1.03       1.0         0.72       0          0          0            14.2343    1         1     0.0692551625622365     
  5101240563   150.18836975   2.32918906   F51P006      2      58     1     OK    3.397      2.958   0.873    0.532    2.2879   3        VUDS-J100045.20+021945.0   12533.0      24.324   9762    1391.025   3754.916   150.1884155   2.329139    0         49.0       3.72587     0.2469402   3.28326     2.298            4.610337        2.764793    0.1570619   1.134808   0.5155953      0.01042632   1.0   0.6583297      0.01779057   1.0   205.8192    16.43184   1.0   2.165538     0.1273949   1.26   1.666352     0.1304792   1.24   0.8343503   0.01928507   1.0   0.478513       0.04116949   1.0      0.7493942     0.09642278   1.0      0.5871955      0.039057   1.0      0.7235253      0.04927125   1.0      0.738047     0.03507106   1.0      0.5277913      0.07952184   1.0      0.7243099    0.04436093   1.0      0.8484249   0.07887795   1.0      0.875388    0.05256988   1.0      0.7844806   0.06145759   1.0      0.6369398   0.07401201   1.0      0.7792619    0.1023235   1.0      0.9698247   0.06225578   1.34   0.8482596   0.06300594   1.3    1.643186    0.08096025   1.29   1.874948      0.3947617   1.0    1.92302     0.1218219   1.33   0.8518909    0.1674972   1.15     0.8688919     0.3584582   1.13     0.7738637    0.01646952   1.0   0.7443218   0.02084826   1.0   0.2913909      0.02231845   1.0   0.8018003    0.02269451   1.0   0.8301082   0.06273078   1.0   0.8860878   0.07932358   1.0   1.23934    0.0249838   1.05      1.68643    0.0233698   1.04      9762      2.563       1.1016    0.91   1.5927      0.54439   1.0    1.1228      2.5888   0.92   0.1875     2.6736   1.07   1.0            1.0       1.0        1.04       0.91        0.91       0          0          0            17.60321   1         1     0.244047319399566      
