# FIELD ID_V2.1D ID_V4.0 RA_1       DEC_1     Z_MOSFIRE MASKNAME TARGET id    x       y      ra_2         dec_2       faper_F160W eaper_F160W faper_F140W eaper_F140W f_F160W   e_F160W    w_F160W f_U          e_U         w_U  f_G          e_G         w_G  f_F606W      e_F606W    w_F606W f_R         e_R         w_R  f_I        e_I         w_I  f_F814W     e_F814W    w_F814W f_Z        e_Z        w_Z  f_F125W   e_F125W    w_F125W f_J1        e_J1      w_J1 f_J2      e_J2      w_J2 f_J3        e_J3      w_J3 f_J        e_J       w_J   f_F140W    e_F140W    w_F140W f_H1       e_H1      w_H1 f_H2        e_H2      w_H2 f_H        e_H        w_H  f_K        e_K       w_K  f_Ks        e_Ks       w_Ks f_IRAC1    e_IRAC1   w_IRAC1 f_IRAC2    e_IRAC2   w_IRAC2 f_IRAC3     e_IRAC3  w_IRAC3 f_IRAC4    e_IRAC4  w_IRAC4 tot_cor wmin_ground wmin_hst wmin_irac wmin_wfc3 z_spec star_flag kron_radius a_image b_image theta_J2000 class_star flux_radius fwhm_image flags IRAC1_contam IRAC2_contam IRAC3_contam IRAC4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation           
  AEGIS -9999    40738   214.79361  52.874504 2.296     ae2_04   1      40738 25570.1 9808.7 214.79360962 52.87450409 2.401635    0.04808835  -40.56836   -40.56835   5.860772  0.2250741  0.38    0.6675341    0.03994329  0.88 1.493362     0.02346672  0.92 1.657233     0.06308604 0.63    1.777313    0.02636601  0.97 1.782143   0.03506972  0.91 1.82799     0.09442103 0.64    2.28472    0.07679777 0.78 4.091274  0.1332936  0.37    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  4.650195   0.3400787 0.42  -99.0      -99.0      0.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  6.204912   0.420557   0.82 -99.0      -99.0     0.0  7.46225     0.5454603  0.94 9.951886   0.2063584 0.8     10.70504   0.2207695 0.87    12.35297    1.814677 0.83    12.97687   1.779108 0.74    1.0417  0.0         0.0      0.7419    0.0       -1.0   0         4.63        5.01    3.88    31.2        0.01       6.531       0.0        0     0.261        0.243        0.267        0.059        0           0          1        0         2.0        0.0        2.0        8.869686652847113E-4 
  AEGIS -9999    38257   214.778641 52.849659 2.4337    ae2_04   1      38257 27058.0 9258.9 214.77864075 52.84965897 2.130232    0.03405528  -53.85664   -53.85664   3.91582   0.1016936  0.75    0.5851184    0.03590744  0.68 1.32205      0.02095915  0.77 1.548968     0.04877236 0.6     1.656869    0.02344547  0.79 1.653849   0.03118512  0.73 1.680731    0.07200495 0.63    1.780033   0.06820552 0.62 2.903787  0.07273748 0.7     1.449078    0.233127  0.01 -99.0     -99.0     0.01 2.653898    0.3436696 0.03 2.352165   0.3005741 0.39  -99.0      -99.0      0.0     -1.947705  0.5758765 0.03 -99.0       -99.0     0.0  4.207765   0.3745483  0.93 15.2466    0.6707481 0.01 5.139462    0.4821368  0.89 5.673397   0.1515702 0.88    6.191017   0.1665694 0.83    2.832433    1.716576 0.94    3.26696    1.679248 0.82    1.0752  5.0E-4      0.0      0.8248    0.0       -1.0   0         3.61        4.02    3.92    -31.0       0.03       5.15        0.0        0     0.012        0.01         0.051        0.1          0           0          1        0         4.0        0.0        4.0        5.541438895092376E-4 
  AEGIS -9999    36292   214.780212 52.841927 2.2564    ae2_04   1      36292 27375.6 8915.8 214.7802124  52.84192657 2.600491    0.02800886  -33.60952   -33.60952   7.65999   0.1796558  1.0     1.223813     0.04363884  0.72 2.300653     0.02588539  0.79 2.147398     0.07543813 0.64    2.57382     0.02954714  0.83 2.677294   0.03964692  0.77 2.468084    0.1104964  0.69    2.974428   0.0872127  0.66 5.498284  0.1050318  0.86    0.9472896   0.2706958 0.09 4.478897  0.3524514 0.06 7.105843    0.4044053 0.13 7.336186   0.3909369 0.37  -99.0      -99.0      0.0     10.80247   0.6649461 0.1  8.283914    0.6747404 0.05 9.39098    0.4914448  0.86 9.847774   0.7848958 0.08 10.72533    0.6282874  0.82 10.97252   0.1669899 0.83    12.05087   0.1832205 0.84    14.75973    1.832729 0.87    6.236158   1.794072 0.81    1.0225  0.0472      0.0      0.8139    0.0       -1.0   0         4.17        6.52    6.04    -41.4       0.03       8.289       0.0        2     0.062        0.064        0.049        -0.055       0           0          1        0         5.0        0.0        6.0        0.0017756201229853124
  AEGIS 13064    36741   214.794769 52.855259 2.4516    ae2_04   1      36741 26424.1 9030.3 214.79476929 52.85525894 0.988662    0.03343933  0.8278712   0.0697148   1.864633  0.08631076 0.78    0.3358106    0.03621494  0.88 0.6769775    0.02111159  0.92 0.7833898    0.05290041 0.54    0.8455876   0.02363145  0.97 0.7948731  0.03140876  0.91 0.803184    0.07408436 0.63    1.156685   0.06903947 0.78 1.476732  0.07254482 0.74    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.740789   0.3047163 0.41  1.561379   0.1314833  0.51    -99.0      -99.0     0.01 -99.0       -99.0     0.0  1.648821   0.3752817  0.85 -99.0      -99.0     0.0  2.051517    0.4844674  0.83 2.197218   0.1280532 0.81    1.981654   0.1406693 0.9     -99.0       -99.0    0.0     0.5113082  1.407682 0.84    1.086   0.0         0.5123   0.8094    0.5123    -1.0   0         3.5         3.88    3.44    41.8        0.01       5.235       0.0        0     0.167        0.181        -99.0        0.016        0           0          0        1         4.0        4.0        4.0        6.663775931972101E-4 
  AEGIS 13155    37143   214.793243 52.85569  -1.0      ae2_04   0      37143 26440.3 9089.3 214.79324341 52.85569    0.8612368   0.03420437  0.6052848   0.06986242  1.337413  0.07831094 0.75    0.6089542    0.03694166  0.88 0.61799      0.02152106  0.92 0.6080754    0.04114674 0.6     0.5980587   0.02395497  0.97 0.5609766  0.03175208  0.91 0.4890534   0.06067246 0.63    0.7414064  0.0696503  0.78 0.8018431 0.06168281 0.69    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  0.691874   0.3087877 0.38  0.9399456  0.1084892  0.51    -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.510118   0.3807967  0.86 -99.0      -99.0     0.0  1.624623    0.4890413  0.84 0.9977582  0.1617626 0.81    0.8711492  0.1744364 0.9     3.430841    1.752059 0.88    -2.710348  1.702426 0.84    1.0995  0.0         0.5102   0.8055    0.5102    -1.0   0         3.98        4.05    2.11    -47.9       0.02       4.094       0.0        3     1.344        1.254        0.239        0.054        1           0          0        1         4.0        4.0        4.0        8.912451688385843E-4 
  AEGIS -9999    37776   214.811615 52.871239 2.2944    ae2_04   1      37776 25298.0 9184.6 214.81161499 52.87123871 0.6326412   0.03571934  -22.18438   -22.18438   2.823224  0.2320213  0.68    0.1677715    0.07996605  0.88 0.4478022    0.04660854  0.92 0.4022893    0.1120045  0.67    0.5414596   0.05204021  0.97 0.4961615  0.06896006  0.91 0.4467959   0.1718628  0.65    0.6179978  0.151901   0.78 1.728031  0.1804347  0.67    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.76703    0.6721944 0.45  -99.0      -99.0      0.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  3.787477   0.8290785  0.98 -99.0      -99.0     0.0  4.711844    1.070549   1.0  7.553436   5.201565  0.79    9.401144   6.635579  0.86    -99.0       -99.0    0.0     -99.0      -99.0    0.0     1.0217  0.0         0.0      0.7865    0.0       -1.0   0         7.12        4.68    2.94    -37.6       0.0        11.379      0.0        3     7.797        7.82         -99.0        -99.0        1           0          1        0         4.0        0.0        4.0        0.001044226115061221 
  AEGIS -9999    37664   214.812408 52.870953 2.1666    ae2_04   0      37664 25292.6 9151.7 214.81240845 52.87095261 3.875986    0.0354714   -55.11413   -55.11413   6.962328  0.1320952  0.69    1.046521     0.03701502  0.88 1.724345     0.02153998  0.92 2.01651      0.04451696 0.69    1.891022    0.02413914  0.97 2.05816    0.03231723  0.91 2.272382    0.06776864 0.68    2.557374   0.07068627 0.78 4.8924    0.0723868  0.67    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  6.3833     0.3120692 0.45  -99.0      -99.0      0.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  8.265028   0.3898615  0.99 -99.0      -99.0     0.0  14.1091     0.4989114  1.0  21.06514   0.8711282 0.79    24.33357   1.126754  0.86    31.24622    2.229732 0.79    23.45775   1.948714 0.72    1.0604  0.0         0.0      0.7223    0.0       -1.0   0         4.2         4.29    3.85    -38.8       0.03       4.989       0.0        3     1.052        1.157        1.182        1.047        1           0          1        0         4.0        0.0        4.0        0.0017109676181206262
  AEGIS -9999    37033   214.820465 52.874542 2.2918    ae2_04   1      37033 24939.8 9068.4 214.82046509 52.87454224 2.879187    0.03570401  -59.64071   -59.64071   4.779277  0.101518   0.68    1.021017     0.03451903  0.88 1.738555     0.02010719  0.92 2.074347     0.04083254 0.7     1.971826    0.02244369  0.97 1.984416   0.02988123  0.91 2.25264     0.06218152 0.69    2.321008   0.06540043 0.78 3.442266  0.06849588 0.64    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  4.104514   0.2903357 0.38  -99.0      -99.0      0.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  5.05257    0.3597636  0.94 -99.0      -99.0     0.0  6.440171    0.4608021  0.82 5.836767   0.1567523 0.79    6.238411   0.1722649 0.86    12.65437    1.778814 0.81    2.19487    1.732953 0.74    1.0784  0.0         0.0      0.7381    0.0       -1.0   0         3.67        4.0     3.54    24.5        0.03       4.729       0.0        0     0.0          0.0          -0.0         0.0          0           0          1        0         4.0        0.0        4.0        8.85854041108471E-4  
  AEGIS -9999    37496   214.81842  52.875412 -1.0      ae2_04   0      37496 24947.9 9158.7 214.81842041 52.87541199 1.123872    0.03546567  -77.39097   -77.39097   1.437679  0.05265313 0.69    0.5375514    0.03307072  0.88 0.638267     0.01921601  0.92 0.7439303    0.03140394 0.7     0.6397471   0.02141906  0.97 0.6424399  0.02833297  0.91 0.7739307   0.04865339 0.67    0.893893   0.06233368 0.78 0.9564125 0.05185543 0.67    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  0.4423798  0.2735579 0.45  -99.0      -99.0      0.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.813107   0.340372   0.97 -99.0      -99.0     0.0  1.090064    0.4386818  1.0  0.8804323  0.1421019 0.8     1.154228   0.1563049 0.86    -3.013711   1.613738 0.75    -4.916173  1.57139  0.74    1.1484  0.0         0.0      0.7427    0.0       -1.0   0         3.5         2.55    2.19    -24.5       0.15       2.812       0.0        0     0.07         0.032        -0.0010      -0.065       0           0          1        0         4.0        0.0        4.0        8.91567183575455E-4  
  AEGIS 12205    33958   214.819672 52.861565 2.2427    ae2_04   1      33958 25552.2 8586.7 214.81967163 52.86156464 2.646379    0.03348569  2.410452    0.07012018  4.341863  0.107623   0.78    1.106258     0.03411717  0.88 1.447605     0.01990117  0.92 1.718939     0.03270708 1.0     1.492314    0.02224747  0.97 1.562452   0.0295458   0.91 1.779715    0.04923086 1.0     1.920133   0.06497628 0.78 3.000833  0.06369541 0.73    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  2.376081   0.2870615 0.36  3.954782   0.1150448  0.51    -99.0      -99.0     0.0  -99.0       -99.0     0.0  3.275796   0.3593464  0.88 -99.0      -99.0     0.0  4.610821    0.4614114  0.9  5.899013   0.154111  0.78    5.5207     0.1692641 0.84    4.098536    1.755475 0.79    -1.595699  1.707737 0.75    1.0708  0.0         0.5064   0.7524    0.5064    -1.0   0         3.85        4.34    3.58    58.5        0.03       4.435       0.0        0     0.012        0.016        0.0          -0.0         0           0          1        0         4.0        4.0        4.0        0.0015252312563216047
  AEGIS 11327    31531   214.81752  52.850101 1.9936    ae2_04   1      31531 26127.1 8201.4 214.81752014 52.85010147 3.653104    0.03334012  2.997301    0.06778721  8.367677  0.1520473  0.78    0.3174048    0.03922257  0.88 0.8143445    0.02302858  0.92 0.6943769    0.05360215 0.77    1.17328     0.02601613  0.97 1.643189   0.03455413  0.91 1.561897    0.08088173 0.77    2.405343   0.07582263 0.78 5.399886  0.08968544 0.71    -99.0       -99.0     0.01 3.399718  0.322253  0.01 7.420429    0.3683123 0.02 5.906639   0.3371801 0.38  6.865516   0.1552711  0.54    7.349387   0.6130109 0.03 -99.0       -99.0     0.0  9.385077   0.4210031  0.83 -99.0      -99.0     0.01 11.80853    0.5411425  0.86 18.14306   0.1565318 0.82    15.2729    0.1710447 0.88    7.591156    1.76467  0.79    8.332789   1.717935 0.82    1.0436  3.0E-4      0.5419   0.7932    0.5419    -1.0   0         4.09        5.85    4.09    -57.6       0.03       6.313       0.0        0     0.024        0.024        0.075        0.035        0           0          1        0         4.0        4.0        4.0        0.0017191576592004347
  AEGIS 10375    28473   214.810272 52.833057 2.0382    ae2_04   1      28473 27077.1 7740.5 214.81027222 52.8330574  2.018746    0.0283045   1.820263    0.06871297  3.520636  0.07579434 1.0     0.5333523    0.03452785  0.88 0.8360068    0.02024108  0.92 0.9474219    0.04080335 0.77    0.8824679   0.02256134  0.97 1.032241   0.03007648  0.91 1.144579    0.06170131 0.77    1.162958   0.06558042 0.78 2.400042  0.05843455 0.98    0.6125061   0.2248365 0.26 2.394643  0.2890589 0.26 2.62993     0.3308615 0.33 2.278604   0.2921785 0.36  3.174486   0.1198335  0.53    4.586568   0.5522618 0.3  3.664021    0.5505892 0.27 3.927427   0.3599961  0.88 3.279383   0.6454354 0.28 3.185645    0.4669015  0.96 4.761321   0.1539035 0.92    5.276064   0.1686894 0.86    1.408621    1.712374 0.87    3.762394   1.662042 0.91    1.0829  0.2554      0.5274   0.862     0.5274    -1.0   0         3.59        4.97    2.7     10.7        0.03       4.681       0.0        0     0.197        0.184        1.592        0.262        1           0          1        0         6.0        4.0        6.0        0.0015174128268357207
  AEGIS 10259    28149   214.811722 52.832802 -1.0      ae2_04   0      28149 27054.7 7690.2 214.8117218  52.83280182 2.74217     0.02806804  2.358636    0.06794681  5.097495  0.09915236 1.0     0.3038083    0.03569439  0.88 0.5857308    0.02087891  0.92 0.5997291    0.0443989  0.74    0.6362221   0.02353046  0.97 0.8957015  0.03130467  0.91 1.035804    0.06738238 0.73    1.184973   0.06907007 0.78 3.46479   0.06013419 1.0     1.934166    0.2364354 0.26 3.258197  0.304931  0.27 2.275143    0.3477744 0.34 2.493394   0.3044954 0.4   4.384533   0.1263082  0.54    5.866274   0.579717  0.31 5.861435    0.5803892 0.26 6.008747   0.3812156  0.82 9.479945   0.6779144 0.28 8.900906    0.4912449  0.94 11.41595   0.1398542 0.91    12.48917   0.1538109 0.89    9.015599    1.590004 0.83    9.171733   1.548509 0.94    1.0645  0.2641      0.5394   0.8279    0.5394    -1.0   0         3.75        4.7     4.06    22.3        0.03       5.143       0.0        0     0.018        0.021        0.052        0.041        0           0          1        0         7.0        4.0        6.0        7.804576965587387E-4 
  AEGIS 10942    30014   214.839127 52.860138 2.2914    ae2_04   1      30014 25161.6 7993.8 214.83912659 52.86013794 2.615372    0.02934603  2.149037    0.0692233   3.627336  0.06288011 1.0     0.06073458   0.03267955  0.88 0.1349144    0.01901973  0.92 0.2282481    0.03371271 0.71    0.2669922   0.02136227  0.97 0.3965222  0.02840037  0.91 0.466123    0.0527236  0.67    0.4687     0.06220299 0.78 1.77609   0.05432165 0.71    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  2.221341   0.2735068 0.3   2.980561   0.0960078  0.52    9.130895   0.5464406 0.01 -99.0       -99.0     0.0  3.709717   0.3401004  0.86 -99.0      -99.0     0.0  7.994092    0.4391746  0.78 12.1492    0.1477967 0.82    13.81097   0.1625412 0.88    18.71725    1.687543 0.83    9.834693   1.637431 0.78    1.1084  0.0         0.5196   0.778     0.5196    -1.0   0         3.53        3.4     2.88    26.7        0.03       3.395       0.0        0     0.016        0.016        0.0010       0.013        0           0          1        0         4.0        4.0        6.0        9.169574953259149E-4 
  AEGIS 9260     25522   214.816879 52.82634  2.2295    ae2_04   1      25522 27229.5 7296.8 214.81687927 52.82633972 3.645276    0.03514063  3.244559    0.06789584  8.52853   0.1356688  0.71    1.740348     0.03798221  0.88 2.864435     0.02212765  0.92 3.096565     0.05812606 0.68    3.235808    0.02501781  0.97 3.256389   0.0332932   0.91 3.445661    0.08633    0.71    3.553768   0.07296667 0.78 6.061349  0.1005764  0.59    2.862885    0.236086  0.38 4.53108   0.3061239 0.39 5.625307    0.3500622 0.47 6.827234   0.3236623 0.41  7.591009   0.1588499  0.54    10.9565    0.5806795 0.43 9.058219    0.5856058 0.37 9.501108   0.4036393  0.95 11.01961   0.6812546 0.41 9.798635    0.5240357  0.85 9.202537   0.1694679 1.0     9.467272   0.1724276 0.93    6.530051    1.663638 1.0     1.882159   1.62006  1.0     1.0574  0.3735      0.5402   0.931     0.5402    -1.0   0         3.5         6.26    4.02    46.3        0.03       6.264       0.0        0     0.202        0.141        0.347        0.666        1           0          1        0         4.0        4.0        4.0        0.0011666199627207567
  AEGIS 9643     27039   214.834442 52.843735 -1.0      ae2_04   1      27039 26021.8 7486.7 214.83444214 52.84373474 2.175017    0.02911699  1.873461    0.06964511  12.95611  0.2535474  1.0     0.8870352    0.0663127   0.88 1.004633     0.03947325  0.92 1.455325     0.1420863  0.74    1.539815    0.04595865  0.97 2.36846    0.06199157  0.91 2.816103    0.2134573  0.75    3.797654   0.136616   0.78 8.942709  0.1937634  1.0     5.749871    0.3617392 0.09 9.035377  0.4690814 0.09 8.025345    0.5510861 0.11 8.408908   0.6217936 0.35  11.15981   0.4148612  0.51    11.83039   0.8978841 0.11 16.94809    0.9084716 0.06 13.1228    0.7855175  0.87 25.03824   1.059105  0.07 19.92656    1.016502   0.77 36.33108   1.743349  0.9     37.89954   2.140468  1.0     37.59497    3.903106 0.91    37.05439   3.316439 1.0     1.0072  0.0568      0.5134   0.9028    0.5134    -1.0   0         4.32        13.31   4.46    36.3        0.03       12.894      0.0        3     0.431        0.497        0.824        0.651        1           0          1        0         6.0        4.0        6.0        9.842572507092274E-4 
  AEGIS 10231    28023   214.852432 52.861416 2.2885    ae2_04   1      28023 24791.3 7676.0 214.85243225 52.86141586 0.8131148   0.02919867  0.7358063   0.04892495  2.078893  0.1518684  1.0     0.5090865    0.0471114   0.88 0.8634446    0.02755744  0.92 0.861842     0.06132066 0.73    1.000027    0.03103871  0.97 0.960785   0.04130249  0.91 1.049453    0.09495287 0.7     0.8897168  0.0903715  0.78 1.517684  0.08320346 1.0     -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.964468   0.4052509 0.44  1.881238   0.1250865  1.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  2.041142   0.5025876  0.96 -99.0      -99.0     0.0  3.014904    0.6473668  0.97 2.038462   0.6500423 0.86    2.878938   0.6059937 0.96    1.237638    2.106981 0.87    2.794102   2.054866 0.91    1.0353  0.0         0.6996   0.8603    1.0       -1.0   0         5.43        6.03    2.77    4.6         0.02       7.152       0.0        0     5.98         3.798        9.099        3.848        1           0          1        0         6.0        10.0       6.0        7.411258025288263E-4 
  AEGIS 9867     27252   214.855621 52.860031 2.2903    ae2_04   1      27252 24779.7 7534.1 214.85562134 52.86003113 1.273906    0.02931253  0.9595226   0.05615361  4.697016  0.1535053  1.0     0.3879196    0.04667375  0.88 0.7698171    0.02758747  0.92 0.7552704    0.08825474 0.74    0.9984964   0.03175694  0.97 0.9929627  0.04244573  0.91 1.005073    0.1347844  0.72    1.328341   0.09315898 0.78 2.937335  0.1198222  1.0     -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  3.827829   0.4208302 0.38  3.537853   0.2070438  0.79    -99.0      -99.0     0.01 -99.0       -99.0     0.0  5.046297   0.5307365  0.91 -99.0      -99.0     0.0  7.044894    0.6828623  0.85 9.072067   0.1639326 0.88    9.661521   0.1806434 0.94    2.952649    1.860986 0.82    3.979994   1.811112 0.95    1.0349  0.0         0.7221   0.8207    0.7897    -1.0   0         3.5         7.62    5.34    39.5        0.0        8.816       0.0        0     0.028        0.038        0.66         0.386        1           0          1        0         7.0        6.0        7.0        8.747319327963097E-4 
  AEGIS -9999    24846   214.855392 52.851437 2.2671    ae2_04   1      24846 25178.4 7206.8 214.85539246 52.85143661 1.106436    0.03531316  -62.33477   -62.33477   1.757241  0.08483028 0.7     0.2432178    0.03730309  0.88 0.3778916    0.02169119  0.92 0.3910656    0.03984735 0.67    0.4358383   0.02419988  0.97 0.3781658  0.03208532  0.91 0.4281912   0.06090312 0.66    0.3927271  0.07046085 0.78 0.9950491 0.06035933 0.76    -99.0       -99.0     0.01 -99.0     -99.0     0.0  3.095652    0.3726454 0.01 1.20812    0.3089125 0.34  -99.0      -99.0      0.0     5.645883   0.619304  0.03 -99.0       -99.0     0.0  2.038487   0.3838031  0.92 -99.0      -99.0     0.0  1.335281    0.4969058  0.8  2.25507    0.1741864 1.0     2.233065   0.1918754 0.99    -99.0       -99.0    0.0     0.5413655  1.927158 0.98    1.0936  0.0         0.0      0.9809    0.0       -1.0   0         4.57        2.83    2.47    -40.3       0.02       3.964       0.0        0     0.178        0.162        -99.0        2.92         1           0          1        0         4.0        0.0        4.0        0.0017237398691715975
  AEGIS 7789     21572   214.845245 52.831299 3.3909    ae2_04   1      21572 26337.4 6705.2 214.84524536 52.83129883 0.7558667   0.03691323  0.6001521   0.05736904  1.829953  0.1468216  0.64    0.0947792    0.0506058   0.88 0.5420134    0.02954171  0.92 0.8018621    0.05838801 0.73    0.8810911   0.03286452  0.97 1.021712   0.04358136  0.91 1.219967    0.08925898 0.71    0.8271274  0.09575506 0.78 1.459615  0.09689694 0.68    2.345932    0.3403222 0.3  1.212204  0.4365812 0.26 1.136686    0.500209  0.34 2.542275   0.4226214 0.44  1.452968   0.1388905  0.76    2.491177   0.8424003 0.3  4.965118    0.826927  0.25 1.015762   0.5255361  0.9  4.749672   0.9679451 0.28 3.440883    0.6778796  0.97 4.51233    1.824254  0.89    4.570289   1.843518  1.0     -99.0       -99.0    0.0     3.214586   2.782021 0.96    1.0548  0.2492      0.64     0.8911    0.64      -1.0   0         6.24        3.29    2.52    -52.6       0.01       6.828       0.0        0     7.013        6.834        -99.0        7.493        1           0          1        0         4.0        6.0        4.0        9.9379443273051E-4   
  AEGIS 7598     22678   214.844177 52.83152  -1.0      ae2_04   0      22678 26352.6 6743.5 214.84417725 52.83152008 14.04973    0.03618066  11.11681    0.05000315  40.27895  0.3251829  0.67    0.9832447    0.04718529  0.88 1.048801     0.02800077  0.92 1.143291     0.07140411 0.68    2.027732    0.0319046   0.97 4.122978   0.04286912  0.91 4.444569    0.1089849  0.67    8.197282   0.09408671 0.78 23.33437  0.1116758  0.72    16.38804    0.2943714 0.31 20.92166  0.3786395 0.26 23.81891    0.4385371 0.33 30.37265   0.4213875 0.43  31.8706    0.1433532  1.0     37.21765   0.7236794 0.31 42.01577    0.7226322 0.26 46.43967   0.5293909  0.98 71.00626   0.8439113 0.29 80.92999    0.6794621  0.93 117.9418   0.2003186 0.92    110.3005   0.1957109 1.0     68.66183    1.81025  0.96    58.03906   1.779086 1.0     1.0059  0.2597      0.6662   0.9245    0.6662    1.1988 0         3.77        11.02   7.44    -46.8       0.03       8.808       0.0        2     0.019        0.014        0.032        0.065        0           0          1        0         4.0        8.0        4.0        6.153067431264984E-4 
  AEGIS 7369     20611   214.847107 52.828423 -1.0      ae2_04   1      20611 26425.4 6542.2 214.84710693 52.82842255 0.7264165   0.03616001  0.679808    0.06829951  1.471239  0.1399201  0.67    -0.001209378 0.03649364  0.88 0.07643456   0.02139847  0.92 0.3029054    0.04909367 0.72    0.3759622   0.02403912  0.97 0.5525916  0.03175597  0.91 0.4826385   0.07465649 0.71    0.4697895  0.06997506 0.78 0.8523704 0.07990209 0.7     0.5563621   0.243627  0.31 0.6078414 0.3134266 0.28 -0.01263995 0.3590357 0.38 1.199602   0.3115273 0.34  1.376841   0.1383296  0.53    0.1229902  0.602422  0.34 2.514487    0.596786  0.27 1.879992   0.3855746  0.9  1.084219   0.6920007 0.32 3.229449    0.4977019  0.88 4.924015   0.1678137 0.88    5.803169   0.1839814 1.0     1.147512    1.901038 0.89    4.947185   1.851134 0.96    1.0572  0.27        0.5338   0.884     0.5338    -1.0   0         4.56        4.89    3.04    -37.2       0.0        5.641       0.0        0     0.083        0.056        0.177        0.01         0           0          1        0         4.0        4.0        4.0        0.0016271395037764454
  AEGIS -9999    20784   214.859314 52.837124 1.5272    ae2_04   1      20784 25741.1 6542.8 214.85931396 52.83712387 3.064273    0.03547849  -40.2667    -40.2667    7.533842  0.1809599  0.69    1.705235     0.04490782  0.88 1.980626     0.02639144  0.92 2.128547     0.05868252 0.74    1.99522     0.02971134  0.97 2.371766   0.03962719  0.91 2.563872    0.08742929 0.76    3.178165   0.08668934 0.78 6.526041  0.09430714 0.74    4.859894    0.2931672 0.14 5.398314  0.3711775 0.13 5.185466    0.4304143 0.18 7.30094    0.3864966 0.37  -99.0      -99.0      0.0     10.18458   0.7142483 0.15 10.64743    0.7093865 0.1  8.674246   0.4797504  0.87 9.739587   0.8259177 0.15 8.484037    0.6233903  0.83 9.189135   0.3104509 0.89    9.292229   0.3345691 0.95    11.53304    1.881382 0.88    8.605306   1.835414 1.0     1.0364  0.1007      0.0      0.8782    0.0       -1.0   0         4.41        6.24    3.94    -21.1       0.03       6.962       0.0        3     0.571        0.591        0.185        0.146        1           0          1        0         4.0        0.0        4.0        4.7601564724161945E-4
  AEGIS -9999    20791   214.858673 52.837181 1.4696    ae2_04   0      20791 25753.6 6562.7 214.8586731  52.83718109 1.658956    0.03512486  -24.93734   -24.93734   6.585974  0.2533672  0.71    1.346332     0.0518685   0.88 1.42086      0.03049081  0.92 1.341359     0.09618394 0.72    1.570958    0.03476413  0.97 1.831995   0.04649582  0.91 1.896331    0.1433924  0.74    2.372364   0.102496   0.78 5.027147  0.1528101  0.74    2.27218     0.3148623 0.15 5.959234  0.4036428 0.14 5.089653    0.4685471 0.18 4.993306   0.4562184 0.37  -99.0      -99.0      0.0     5.455411   0.7759985 0.16 7.581176    0.7726195 0.1  7.649072   0.5745347  0.85 6.500378   0.9019218 0.15 4.721087    0.7402301  0.84 8.529367   0.4607431 0.89    8.621877   0.4947277 0.97    1.581163    2.106765 0.83    1.164816   2.024452 1.0     1.0158  0.0992      0.0      0.8253    0.0       -1.0   0         4.78        7.3     4.94    49.1        0.0        9.41        0.0        3     0.664        0.687        5.128        5.132        1           0          1        0         4.0        0.0        4.0        3.902166221378833E-4 
  AEGIS -9999    19719   214.872437 52.84251  2.3439    ae2_04   1      19719 25187.0 6389.4 214.87243652 52.84251022 3.591655    0.03553297  -54.24879   -54.24879   6.554502  0.1342679  0.69    0.3903775    0.03769922  0.88 0.5072831    0.02219069  0.92 0.3185776    0.04312149 0.76    0.5763224   0.02494319  0.97 0.707052   0.03321464  0.91 0.5206158   0.06719616 0.71    0.8539087  0.07292638 0.78 2.69795   0.06967997 0.75    3.014117    0.2554899 0.04 2.614142  0.3226938 0.03 1.880502    0.3758669 0.07 2.732484   0.3248786 0.38  -99.0      -99.0      0.0     12.33206   0.6194731 0.06 -99.0       -99.0     0.0  8.677741   0.4039226  0.93 18.79203   0.7157137 0.04 10.8908     0.5242522  0.85 16.88848   0.3154879 0.89    19.69833   0.2563259 0.94    23.59109    1.809386 0.87    10.30407   1.76707  0.88    1.0592  0.0049      0.0      0.8681    0.0       -1.0   0         3.89        5.86    3.36    -39.0       0.04       4.769       0.0        3     0.422        0.245        0.129        0.306        0           0          1        0         4.0        0.0        4.0        0.001310201280401618 
