# FIELD ID_V2.1D ID_V4.0 RA_1       DEC_1     Z_MOSFIRE MASKNAME TARGET id    x       y      ra_2         dec_2       faper_F160W eaper_F160W faper_F140W eaper_F140W f_F160W   e_F160W    w_F160W f_U          e_U         w_U  f_G          e_G         w_G  f_F606W      e_F606W    w_F606W f_R         e_R         w_R  f_I        e_I         w_I  f_F814W     e_F814W    w_F814W f_Z        e_Z        w_Z  f_F125W   e_F125W    w_F125W f_J1        e_J1      w_J1 f_J2      e_J2      w_J2 f_J3        e_J3      w_J3 f_J        e_J       w_J   f_F140W    e_F140W    w_F140W f_H1       e_H1      w_H1 f_H2        e_H2      w_H2 f_H        e_H        w_H  f_K        e_K       w_K  f_Ks        e_Ks       w_Ks f_IRAC1    e_IRAC1   w_IRAC1 f_IRAC2    e_IRAC2   w_IRAC2 f_IRAC3     e_IRAC3  w_IRAC3 f_IRAC4    e_IRAC4  w_IRAC4 tot_cor wmin_ground wmin_hst wmin_irac wmin_wfc3 z_spec star_flag kron_radius a_image b_image theta_J2000 class_star flux_radius fwhm_image flags IRAC1_contam IRAC2_contam IRAC3_contam IRAC4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation           
  AEGIS -9999    25896   214.655029 52.711685 1.4569    ae1_01   1      25896 36276.2 7339.6 214.6550293  52.71168518 5.813157    0.04622074  -34.25812   -34.25812   16.79901  0.2388976  0.41    1.614308     0.04130124  0.7  1.880179     0.02426299  0.9  1.95339      0.07319089 0.66    2.416629    0.02745755  0.93 3.554017   0.03666545  0.9  3.564484    0.1101388  0.66    4.709227   0.08081245 0.77 10.74438  0.1199547  0.64    8.808255    0.2463606 1.0  10.99152  0.324638  1.0  11.22552    0.3710831 0.99 12.36088   0.3652614 1.0   -99.0      -99.0      0.0     18.16849   0.6144355 0.99 19.29606    0.6304706 0.99 19.62254   0.456192   0.73 22.95228   0.7297261 1.0  25.51017    0.585134   1.0  34.32568   0.1550714 0.93    38.40485   0.1696899 0.97    26.29608    1.743468 0.86    23.12785   1.714469 0.98    1.0357  0.7024      0.0      0.8614    0.0       -1.0   0         3.74        6.95    5.02    44.9        0.03       7.398       0.0        0     0.01         0.0090       0.052        0.037        0           0          1        0         4.0        0.0        4.0        9.208703792717106E-4 
  AEGIS -9999    26486   214.664078 52.720539 -1.0      ae1_01   1      26486 35658.2 7431.1 214.66407776 52.72053909 14.87639    0.04524842  -63.05069   -63.05069   23.3584   0.1567037  0.43    0.03037565   0.03401643  0.7  0.1589257    0.01984693  0.91 0.3648537    0.03710595 0.76    0.3960615   0.02231527  0.93 1.5039     0.02962819  0.9  2.009597    0.05612246 0.76    3.11779    0.06547684 0.77 15.0025   0.06445737 0.65    8.918898    0.2175988 1.0  13.94211  0.2838491 0.99 16.52087    0.3234831 0.99 16.62483   0.2941195 1.0   -99.0      -99.0      0.0     24.64429   0.5355405 0.99 28.5682     0.547208  1.0  27.33381   0.3650409  0.75 41.47232   0.6338289 0.99 41.43391    0.4661057  0.93 60.94361   0.1590695 0.89    63.36312   0.1666546 0.97    45.74796    1.679387 0.83    22.6021    1.654945 1.0     1.0659  0.7046      0.0      0.8252    0.0       -1.0   0         3.63        5.59    3.53    63.4        0.03       4.029       0.0        0     0.029        0.018        0.0060       0.128        0           0          1        0         4.0        0.0        4.0        6.155060939005577E-4 
  AEGIS 10360    28756   214.68071  52.741055 1.3968    ae1_01   1      28756 34328.1 7763.7 214.68070984 52.74105453 6.949299    0.03378293  5.867461    0.06798374  13.627    0.1869391  0.76    0.8479015    0.04003049  0.7  0.9363884    0.02355601  0.91 1.320949     0.04780611 0.71    1.480168    0.02637885  0.93 2.408341   0.0352248   0.9  2.839763    0.07424652 0.67    4.221449   0.07725485 0.77 9.059704  0.06475941 1.0     4.974738    0.2534675 0.99 6.851594  0.3329824 0.99 7.895667    0.3798755 0.98 12.54823   0.3473119 0.99  11.5056    0.1333105  0.54    13.91096   0.6266537 0.96 12.68336    0.642951  0.98 16.45095   0.4303058  0.68 14.42569   0.7441124 0.97 19.50779    0.5543112  0.88 19.2894    2.101288  0.82    22.99847   1.564246  0.92    10.32529    2.218977 0.84    16.60625   1.892402 0.88    1.0316  0.6828      0.5388   0.8155    0.5388    -1.0   0         3.58        8.63    4.91    50.3        0.03       5.473       0.0        3     2.926        1.781        3.431        1.045        1           0          1        0         7.0        4.0        7.0        0.0017275619714896802
  AEGIS -9999    20409   214.673401 52.702564 -1.0      ae1_01   1      20409 36263.8 6476.5 214.67340088 52.70256424 5.349351    0.04489837  -32.58318   -32.58318   16.25335  0.3455103  0.43    0.1249365    0.04736576  0.7  0.3248996    0.02821913  0.92 0.3251087    0.07086998 0.78    0.442673    0.03224031  0.94 0.937714   0.04309072  0.9  0.8494609   0.1095224  0.74    1.54033    0.09451953 0.76 9.099217  0.1257405  0.64    5.733977    0.2887471 1.0  10.20876  0.3771844 1.0  11.21428    0.4308052 0.97 11.70632   0.4309984 1.0   -99.0      -99.0      0.0     16.96837   0.7108975 1.0  20.90998    0.7307109 1.0  20.35707   0.5398094  0.73 28.81616   0.8452039 0.97 30.45874    0.6922523  0.97 49.36002   0.2153874 1.0     54.57885   0.2372455 0.86    44.74042    1.933272 1.0     30.76736   1.904886 0.78    1.0126  0.7008      0.0      0.7759    0.0       -1.0   0         4.61        7.17    5.99    -51.5       0.03       8.811       0.0        2     0.045        0.044        -0.0080      -0.0010      0           0          1        0         4.0        0.0        4.0        9.02784797023507E-4  
  AEGIS 7895     22162   214.694626 52.725391 -1.0      ae1_01   1      22162 34719.4 6770.9 214.69462585 52.72539139 1.924355    0.04408371  1.689376    0.06835695  5.087298  0.2188608  0.45    1.043881     0.04142053  0.7  1.20297      0.02443613  0.91 1.144727     0.06420981 0.72    1.282984    0.02776159  0.93 1.454654   0.03693153  0.9  1.438542    0.09709047 0.72    1.6982     0.08123321 0.77 4.13485   0.1074671  0.66    3.150161    0.2493927 0.99 3.706388  0.3280903 0.98 4.507488    0.3746768 0.99 4.804622   0.3681762 0.87  4.466101   0.1807111  0.53    4.20628    0.620229  0.98 5.038672    0.6338215 1.0  5.536619   0.4567002  0.54 6.276526   0.734723  0.98 7.328132    0.5906243  0.99 8.497069   0.1926848 1.0     8.950705   0.22032   0.87    5.11591     1.909895 0.95    -99.0      -99.0    0.0     1.038   0.5369      0.4487   0.8662    0.4487    -1.0   0         3.98        6.92    4.17    57.3        0.01       7.113       0.0        2     0.224        0.263        1.518        -99.0        1           0          1        0         4.0        4.0        4.0        0.0014415870801863097
  AEGIS 7903     21827   214.694901 52.72522  -1.0      ae1_01   0      21827 34721.1 6756.8 214.69490051 52.72521973 0.2964322   0.0441973   0.5238872   0.06810344  0.4810511 0.1124252  0.45    0.1309614    0.04753285  0.7  0.1480849    0.02762173  0.91 0.1520091    0.03910403 0.73    0.1642443   0.03071664  0.93 0.1229669  0.04088372  0.9  0.2097329   0.06000763 0.71    0.07090352 0.09035387 0.77 0.4966139 0.06626387 0.66    0.004239261 0.3099281 0.99 0.2643554 0.4017907 0.96 -0.5687294  0.4576268 1.0  0.3536071  0.4018764 0.85  0.8501657  0.1105185  0.54    0.5163464  0.7636161 0.97 1.738227    0.7735152 1.0  1.685784   0.4942568  0.56 1.668384   0.8986243 0.99 -0.2336738  0.6382755  0.94 1.850154   0.498494  1.0     2.277312   0.5458887 0.86    6.236554    2.560861 0.96    10.75082   2.489709 0.9     1.0875  0.557       0.4464   0.8551    0.4464    -1.0   2         6.11        2.4     1.78    -32.8       0.02       4.091       0.0        3     5.34         4.64         1.244        0.147        1           0          1        0         4.0        4.0        4.0        0.0014443499249568482
  AEGIS 6593     19375   214.694702 52.713425 1.3963    ae1_01   1      19375 35266.2 6305.2 214.69470215 52.71342468 3.863492    0.04502425  3.236022    0.06897162  19.61096  0.31248    0.43    2.235532     0.05842308  0.7  2.541572     0.03484534  0.91 2.552754     0.1210267  0.74    3.276319    0.04059432  0.93 4.45728    0.05403953  0.9  4.375625    0.1821218  0.75    6.262983   0.1189819  0.77 13.66664  0.2070856  0.66    11.26723    0.3194984 1.0  14.54387  0.420899  0.99 14.13758    0.4817977 0.97 16.0555    0.549234  0.95  16.42595   0.3500978  0.52    20.33781   0.7905841 0.99 20.2961     0.8187273 0.97 22.99393   0.6873266  0.56 25.23851   0.9434324 0.98 28.87522    0.8871462  0.99 31.28071   0.7719822 0.89    30.32696   0.8301729 0.85    20.88619    1.952715 0.89    25.90879   1.862555 0.86    1.0178  0.5644      0.4302   0.8459    0.4302    1.3978 0         3.5         8.57    7.38    -64.6       0.03       11.092      0.0        3     0.241        0.261        0.273        0.093        0           0          1        0         4.0        4.0        4.0        0.0011975475203877012
  AEGIS 6741     18964   214.695038 52.713398 1.3978    ae1_01   0      18964 35259.4 6295.0 214.69503784 52.71339798 2.749566    0.04474769  2.537488    0.06850096  6.563295  0.198033   0.44    2.433551     0.0472289   0.7  2.529463     0.02754239  0.91 3.295262     0.05708041 0.74    2.621049    0.03100985  0.93 2.767638   0.04133905  0.9  3.455664    0.0850849  0.76    3.450518   0.09154247 0.77 5.335729  0.09677317 0.67    4.075274    0.2881035 0.99 5.445615  0.3751811 0.98 5.587602    0.4279618 0.96 5.363923   0.4086631 0.96  6.05706    0.1635138  0.53    7.377519   0.708568  0.98 5.426682    0.7265298 0.97 8.0849     0.5051629  0.6  7.07292    0.8402582 0.97 7.732147    0.6551571  1.0  6.800554   1.546047  0.9     8.035605   1.497286  0.85    3.419569    2.218186 0.89    -99.0      -99.0    0.0     1.0458  0.5955      0.4355   0.8498    0.4355    -1.0   0         4.38        4.52    4.4     67.1        0.03       6.648       0.0        3     4.386        3.509        6.693        -99.0        1           0          1        0         4.0        4.0        4.0        3.5629293920205903E-4
  AEGIS 6927     21112   214.715805 52.735405 1.5803    ae1_01   1      21112 33763.9 6570.8 214.71580505 52.73540497 10.08411    0.04568222  8.296926    0.06659784  30.84904  0.2663047  0.42    1.359151     0.04325068  0.7  2.153418     0.02553451  0.91 2.479325     0.07972652 0.62    3.142466    0.0292299   0.93 5.103315   0.03911933  0.9  5.085142    0.1160642  0.67    7.383566   0.08686336 0.77 20.54276  0.1206533  0.7     15.22251    0.2579637 0.93 19.58058  0.3372026 0.93 22.44117    0.3864206 0.99 22.40074   0.3914532 1.0   25.38173   0.2037343  0.56    31.3024    0.6330405 0.93 41.62936    0.6547591 0.93 37.60552   0.4878009  0.69 49.83551   0.7521909 0.95 47.94751    0.6266244  1.0  80.48476   0.1518724 0.95    92.52242   0.1666008 0.85    76.01825    1.722372 0.94    57.91292   1.692589 0.85    1.0285  0.691       0.4179   0.846     0.4179    -1.0   0         3.5         7.12    6.76    62.2        0.03       8.149       0.0        0     0.0          0.0          0.0010       0.0030       0           0          1        0         4.0        4.0        4.0        1.534362862664082E-4 
  AEGIS 6894     20136   214.7229   52.736534 1.4569    ae1_01   1      20136 33545.7 6417.7 214.72290039 52.73653412 9.977453    0.04590502  7.942392    0.05238708  17.95219  0.1831539  0.41    2.167007     0.03617523  0.7  3.137286     0.02111006  0.91 4.215364     0.0445097  0.69    4.244646    0.02384431  0.93 5.662907   0.03158277  0.9  6.291081    0.06512917 0.74    7.493545   0.07029149 0.77 13.68389  0.07169813 0.69    12.4262     0.2323357 0.92 15.35692  0.3038188 0.9  15.547      0.3475235 0.91 15.25957   0.3115615 1.0   14.29055   0.09425879 0.91    20.92295   0.5756944 0.91 19.80153    0.5878167 0.91 19.41377   0.386575   0.74 21.10329   0.6743274 0.93 20.18817    0.4977942  0.81 25.2909    1.131622  0.98    25.53512   1.313822  0.84    29.25899    2.129031 1.0     51.61862   8.187292 0.87    1.0545  0.7046      0.4138   0.8431    0.4138    -1.0   0         3.5         5.65    4.68    -43.3       0.03       4.969       0.0        3     1.177        1.325        1.246        4.161        1           0          1        0         4.0        8.0        4.0        9.535649903090178E-4 
  AEGIS -9999    13890   214.709564 52.703075 1.3969    ae1_01   1      13890 35391.6 5491.9 214.70956421 52.70307541 7.508927    0.04722281  -56.89067   -56.89067   13.06688  0.1584462  0.39    3.227528     0.03486737  0.7  3.349646     0.02032624  0.92 3.90037      0.04214717 0.72    3.74962     0.02289358  0.93 4.378351   0.03034279  0.9  5.235103    0.06229533 0.75    6.016593   0.06727094 0.77 10.9244   0.07173229 0.64    9.324533    0.2218692 0.98 11.13302  0.2910646 1.0  11.24639    0.3309339 1.0  12.28549   0.3020542 1.0   -99.0      -99.0      0.0     14.0704    0.548386  0.99 13.29782    0.5598588 0.99 14.17697   0.3714068  0.74 16.3392    0.6476387 0.98 16.93646    0.4824644  1.0  19.2529    0.1502911 0.8     18.31902   0.1650463 0.89    7.031356    1.708767 0.77    9.928565   1.672628 0.8     1.068   0.6998      0.0      0.7695    0.0       -1.0   0         3.66        5.03    3.67    63.5        0.03       4.714       0.0        0     0.0          0.0          0.0030       0.015        0           0          1        0         4.0        0.0        4.0        0.0015454536401362097
  AEGIS -9999    12983   214.720917 52.707054 1.3973    ae1_01   1      12983 34943.0 5330.8 214.72091675 52.70705414 4.945133    0.0465023   -46.28567   -46.28567   10.5771   0.2264685  0.4     3.217833     0.03914664  0.67 3.217991     0.02294037  0.83 3.445857     0.05054565 0.76    3.275583    0.02575619  0.85 3.746187   0.03448474  0.84 4.384562    0.0796514  0.7     5.134103   0.07580744 0.75 8.846136  0.08625336 0.67    7.902249    0.2451281 0.98 9.321997  0.3197245 0.95 9.107386    0.3658455 0.96 9.47438    0.342389  1.0   -99.0      -99.0      0.0     11.41829   0.6057771 0.98 10.79118    0.6172254 0.96 11.01745   0.424913   0.74 12.33543   0.7132079 0.98 13.2117     0.5501906  1.0  14.31618   0.1588996 0.79    13.26295   0.1743851 0.83    3.082178    1.806055 0.8     5.184362   1.770168 0.74    1.0392  0.6675      0.0      0.7409    0.0       1.3974 0         4.08        6.0     4.44    -81.6       0.03       6.013       0.0        0     0.015        0.013        0.188        0.253        0           0          1        0         4.0        0.0        4.0        7.42542660975962E-4  
  AEGIS -9999    10309   214.719772 52.695156 1.6396    ae1_01   1      10309 35515.0 4901.7 214.71977234 52.6951561  3.120803    0.04655417  -36.42179   -36.42179   8.48282   0.2278268  0.4     0.9590091    0.04181212  0.69 1.250797     0.02454594  0.92 1.324536     0.0677138  0.68    1.443469    0.02779372  0.94 2.129104   0.03692762  0.91 2.167556    0.1036651  0.66    2.872342   0.0817535  0.8  6.441672  0.1109137  0.66    5.466643    0.2563123 1.0  6.430256  0.3349715 1.0  8.15429     0.3836657 1.0  7.330294   0.3706129 1.0   -99.0      -99.0      0.0     9.930467   0.6339569 1.0  12.94942    0.6491086 1.0  11.02378   0.4599119  0.76 13.41759   0.7494124 1.0  15.7395     0.5973754  0.98 24.23376   0.1607512 0.81    29.81182   0.1762251 0.85    24.2317     1.831555 0.77    23.22966   1.788945 0.77    1.0389  0.6901      0.0      0.766     0.0       -1.0   0         4.11        7.08    3.74    -74.7       0.03       7.287       0.0        0     0.0060       0.0070       0.055        0.022        0           0          1        0         4.0        0.0        4.0        8.245514754767896E-4 
  AEGIS 3757     11190   214.742676 52.715569 0.9521    ae1_01   1      11190 34042.0 5056.7 214.74267578 52.71556854 3.296762    0.04584723  3.440515    0.06973211  7.17909   0.1565821  0.41    2.180814     0.03874358  0.7  2.13059      0.02271915  0.91 2.381656     0.05232581 0.73    2.469603    0.02545265  0.93 4.21104    0.03406443  0.9  4.436384    0.0843083  0.64    5.250617   0.07538133 0.77 6.794466  0.08685835 0.69    6.649568    0.24039   0.94 6.418916  0.3120975 0.97 8.313628    0.3582683 0.97 7.322642   0.3381295 0.98  7.492129   0.1518499  0.51    6.793781   0.5930001 0.95 7.47207     0.6054878 0.95 6.768256   0.4186599  0.69 9.17677    0.695504  0.95 10.1229     0.5441386  1.0  10.35228   0.1777975 0.8     7.420483   0.1855344 0.83    5.54738     1.723106 0.79    1.312677   1.686646 0.76    1.0669  0.6907      0.4149   0.7551    0.4149    -1.0   0         3.5         7.26    2.85    18.4        0.03       5.958       0.0        0     0.204        0.248        0.494        2.046        1           0          1        0         4.0        4.0        4.0        0.0017240988178250528
  AEGIS -9999    6482    214.729172 52.685787 -1.0      ae1_01   1      6482  35723.5 4277.6 214.72917175 52.6857872  2.818908    0.06359348  -66.27135   -66.27135   4.211049  0.1946125  0.22    0.01754976   0.03491921  0.69 0.1296155    0.02049556  0.9  0.2191782    0.03828557 0.64    0.2606255   0.02266868  0.92 0.4587926  0.0303238   0.88 0.5254627   0.05570547 0.69    0.7420385  0.0672337  0.77 2.58147   0.08869624 0.31    1.747151    0.2367928 1.0  2.81318   0.3080835 1.0  3.708481    0.351709  1.0  3.248888   0.2980626 1.0   -99.0      -99.0      0.0     4.123382   0.58596   1.0  4.23477     0.5942034 1.0  5.547815   0.3683717  0.76 7.47076    0.685927  1.0  7.767462    0.4760097  1.0  15.777     0.1890997 0.85    14.76709   0.2061239 0.86    16.21168    2.136892 0.8     5.687556   2.07036  0.73    1.0737  0.6943      0.0      0.7332    0.0       -1.0   0         4.82        3.14    2.93    -14.6       0.02       3.906       0.0        0     0.065        0.057        0.047        0.222        0           0          1        0         2.0        0.0        2.0        9.033512602373095E-4 
  AEGIS 3472     10382   214.753311 52.71994  1.4093    ae1_01   1      10382 33592.3 4931.3 214.75331116 52.71994019 2.427092    0.04692928  2.170619    0.070947    4.236716  0.1378525  0.4     1.287299     0.03481617  0.7  1.348908     0.02048101  0.9  1.28265      0.04084138 0.77    1.320542    0.02279129  0.92 1.463251   0.03041416  0.89 1.713606    0.06587078 0.68    1.956593   0.0670994  0.76 3.554029  0.07093591 0.66    3.168172    0.2281209 0.92 3.969703  0.295592  0.93 3.447496    0.3391826 0.96 2.963861   0.2991126 1.0   3.78902    0.1238446  0.49    4.856387   0.5637149 0.93 4.561938    0.5707015 0.94 4.054443   0.3714393  0.7  3.455364   0.657539  0.96 4.203312    0.4815245  0.9  4.910012   0.144889  0.84    4.464503   0.1588399 0.81    -0.7949361  1.653509 0.83    3.744537   1.61492  0.81    1.0762  0.6958      0.3959   0.8067    0.3959    -1.0   0         3.5         4.51    3.62    -27.6       0.03       4.903       0.0        0     0.0          0.0          -0.0010      0.0          0           0          1        0         4.0        4.0        4.0        7.678412264820064E-4 
  AEGIS 3009     9183    214.761276 52.720371 1.6701    ae1_01   1      9183  33385.4 4727.1 214.76127625 52.72037125 3.851703    0.0465026   3.933324    0.06856237  6.00142   0.1336741  0.4     1.534522     0.03349154  0.64 1.798645     0.01975736  0.79 2.087852     0.03657644 0.77    1.980566    0.02192067  0.8  2.325355   0.02916987  0.76 2.53391     0.05846582 0.69    2.750711   0.06419989 0.63 5.793026  0.06370233 0.66    4.855308    0.219829  0.92 5.261238  0.2854615 0.89 6.951424    0.3278563 0.94 5.707802   0.2851662 0.88  6.128594   0.1068285  0.53    7.27377    0.5428003 0.92 10.92603    0.5524844 0.9  8.006746   0.3551556  0.65 7.889011   0.6364225 0.95 8.536529    0.4572075  0.98 14.44821   0.1428198 0.86    17.82984   0.1569907 0.81    17.90589    1.63387  0.82    20.60138   1.591443 0.83    1.0777  0.631       0.4032   0.8084    0.4032    -1.0   0         3.76        4.16    3.29    53.0        0.03       4.309       0.0        0     0.0050       0.0050       0.086        0.014        0           0          1        0         4.0        4.0        4.0        0.0010522224781074167
  AEGIS 1587     5499    214.758865 52.702576 1.4562    ae1_01   1      5499  34257.0 4104.0 214.75886536 52.70257568 3.306662    0.04613718  3.318935    0.1231001   5.212193  0.1185188  0.41    2.399129     0.03310436  0.65 2.405945     0.01944697  0.83 2.639418     0.0371298  0.76    2.43228     0.02153969  0.85 2.44151    0.02886153  0.81 2.812018    0.05931994 0.68    3.262441   0.06387223 0.67 5.221283  0.06363135 0.67    3.942596    0.217107  0.99 7.117153  0.2801766 0.99 6.654661    0.3206325 1.0  6.53021    0.2840897 1.0   5.231538   0.194039   0.16    6.378566   0.5373834 1.0  5.553693    0.5441677 1.0  4.793836   0.352728   0.72 4.45715    0.6254334 1.0  4.693693    0.45452    1.0  4.798632   0.148372  0.81    4.217662   0.1637152 0.81    5.39208     1.695123 0.8     0.5653413  1.63935  0.75    1.0865  0.6524      0.1643   0.7495    0.1643    -1.0   0         3.5         4.38    3.02    80.0        0.03       4.2         0.0        2     0.082        0.162        0.047        0.305        0           0          1        0         4.0        3.0        4.0        0.001394210549789472 
  AEGIS -9999    2567    214.750534 52.683018 1.4431    ae1_01   1      2567  35348.6 3577.3 214.75053406 52.68301773 3.067477    0.06959041  -41.57605   -41.57605   7.304212  0.2945237  0.18    1.601645     0.03821171  0.66 1.589093     0.02263293  0.88 1.711504     0.06239379 0.61    1.776055    0.02538532  0.89 2.150323   0.03390774  0.87 2.351587    0.09312094 0.63    2.974142   0.07518988 0.81 5.762344  0.1335431  0.35    5.022543    0.2417033 1.0  6.21184   0.3144469 1.0  6.153456    0.359362  1.0  5.898585   0.3361404 1.0   -99.0      -99.0      0.0     7.441753   0.5947089 1.0  7.585532    0.6099947 1.0  7.52204    0.4179992  0.73 8.577248   0.6994747 1.0  8.46537     0.5393845  1.0  11.01581   0.1617138 0.83    10.80271   0.1764094 0.85    6.599524    1.817403 0.79    11.12119   1.75842  0.79    1.0494  0.6632      0.0      0.7874    0.0       -1.0   0         4.07        6.09    3.53    -44.9       0.02       6.511       0.0        0     0.061        0.057        0.225        0.0050       0           0          1        0         2.0        0.0        2.0        9.807805198579485E-4 
  AEGIS -9999    1648    214.75351  52.681458 2.1309    ae1_01   1      1648  35350.1 3434.2 214.75350952 52.68145752 4.53267     0.09231192  -57.50687   -57.50687   7.803143  0.2881999  0.1     1.317082     0.03555899  0.62 1.973689     0.02083429  0.84 2.385497     0.04409723 0.64    2.373141    0.02321413  0.84 2.572852   0.03078538  0.84 2.69332     0.06710259 0.64    3.096694   0.06819416 0.77 5.720623  0.1349888  0.18    3.650217    0.2314526 1.0  6.473279  0.3032964 1.0  6.658141    0.3447292 1.0  6.436019   0.306064  0.92  -99.0      -99.0      0.0     9.15352    0.5779323 1.0  8.066366    0.5836743 1.0  8.247796   0.3760354  0.68 10.19115   0.6743392 1.0  12.21611    0.4901193  0.98 15.93355   0.2562136 0.84    17.05077   0.2276913 0.84    22.06875    1.827465 0.79    17.45018   1.75695  0.74    1.0725  0.6215      0.0      0.7447    0.0       -1.0   0         4.25        3.73    3.27    36.2        0.02       4.671       0.0        0     0.326        0.218        0.08         0.041        0           0          1        0         2.0        0.0        2.0        0.002020751017748395 
  AEGIS -9999    1848    214.753006 52.681873 0.9035    ae1_01   0      1848  35342.7 3464.0 214.75300598 52.68187332 3.852134    0.06979012  -36.82465   -36.82465   10.35614  0.3632214  0.18    1.37757      0.04299528  0.64 1.625285     0.02534291  0.83 1.583179     0.06879131 0.64    2.266118    0.02886314  0.84 4.623813   0.03844674  0.85 4.418089    0.1057299  0.62    5.836374   0.08557127 0.78 8.572996  0.1515276  0.34    7.538178    0.2603129 1.0  9.480742  0.3429683 1.0  9.908678    0.3933596 1.0  9.715727   0.3884115 1.0   -99.0      -99.0      0.0     10.32384   0.6528643 1.0  12.38346    0.6627354 1.0  12.23808   0.486801   0.7  13.35049   0.7628197 1.0  16.07237    0.6166882  1.0  16.24585   0.3584719 0.84    11.17631   0.4020853 0.86    4.04544     2.062544 0.79    1.055976   1.980935 0.76    1.0352  0.6362      0.0      0.7609    0.0       0.9022 0         4.36        8.57    3.03    60.7        0.03       7.574       0.0        0     0.383        0.615        2.953        9.4          1           0          1        0         2.0        0.0        2.0        0.0011528266226611026
  AEGIS 13845    39567   214.846329 52.905136 1.5805    ae1_05   1      39567 22932.8 9542.2 214.84634399 52.905159   6.965255    0.03567755  6.61491     0.06963738  16.57339  0.1742795  0.69    2.216619     0.03936721  0.71 2.91742      0.0230748   0.78 3.277626     0.06142191 0.63    3.512608    0.0260222   0.81 4.7875     0.03466983  0.77 4.781442    0.0955022  0.6     6.535643   0.07648822 0.63 14.21857  0.09822967 0.64    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  18.24997   0.3414501 0.31  15.73977   0.1656978  0.51    -99.0      -99.0     0.0  -99.0       -99.0     0.0  22.34583   0.4268781  0.77 -99.0      -99.0     0.0  23.39852    0.5453561  0.7  30.30019   0.2361258 0.81    33.28639   0.2637486 0.81    24.02948    1.726172 0.78    16.09576   1.682316 0.78    1.039   0.0         0.5135   0.7771    0.5135    -1.0   0         3.58        6.43    5.42    2.7         0.03       6.532       0.0        2     0.125        0.126        0.175        0.133        0           0          1        0         4.0        4.0        4.0        0.08896735046057672  
  AEGIS 13931    39897   214.845779 52.905308 1.5806    ae1_05   0      39897 22937.9 9562.8 214.8458252  52.9053154  1.406206    0.03876492  1.402641    0.07022638  2.791387  0.1279134  0.58    0.5314226    0.04131872  0.71 0.6825168    0.023913    0.78 0.730734     0.05192247 0.62    0.7718744   0.02677431  0.81 0.9944787  0.03549268  0.76 0.9823027   0.08182481 0.57    1.415596   0.07799443 0.63 2.60918   0.08209683 0.64    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  -99.0      0.3452795 -99.0 2.784309   0.1394027  0.5     -99.0      -99.0     0.0  -99.0       -99.0     0.0  3.731779   0.4287706  0.78 -99.0      -99.0     0.0  2.880448    0.5496907  0.7  4.89335    1.039572  0.81    5.772175   1.172186  0.81    -99.0       -99.0    0.0     -99.0      -99.0    0.0     1.0691  0.0         0.5049   0.8082    0.5049    -1.0   0         4.39        4.0     3.12    -36.8       0.03       5.446       0.0        3     4.819        4.508        -99.0        -99.0        1           0          1        0         4.0        4.0        4.0        0.10379035876479113  
  AEGIS 12414    34842   214.837708 52.877098 -1.0      ae1_05   1      34842 24417.3 8691.7 214.83772278 52.87712097 10.21591    0.03507572  8.237659    0.08266251  16.83681  0.1366161  0.71    0.05742044   0.03494306  0.88 0.07108864   0.02039122  0.92 0.2477336    0.04113193 0.68    0.2279599   0.02281683  0.97 0.8846486  0.03051908  0.91 1.239243    0.06127625 0.7     1.803893   0.06679301 0.78 10.25998  0.06678231 0.67    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  13.4207    0.2963177 0.33  13.57646   0.1362358  0.36    -99.0      -99.0     0.0  -99.0       -99.0     0.0  21.28782   0.3704403  0.89 -99.0      -99.0     0.0  31.94009    0.4736668  0.7  48.83667   0.1472551 0.81    50.95756   0.1616513 0.83    42.53593    1.672806 0.74    26.07463   1.626605 0.77    1.0566  0.0         0.3644   0.7441    0.3644    -1.0   0         3.61        5.31    4.51    44.7        0.03       4.357       0.0        2     -0.0030      -0.0010      -0.012       0.0040       0           0          1        0         4.0        3.0        4.0        0.08870837523152059  
  AEGIS 11959    34308   214.843124 52.876743 1.5388    ae1_05   1      34308 24305.8 8528.5 214.84315491 52.87677765 5.55393     0.0350765   4.448556    0.08206637  18.95209  0.2475333  0.71    1.555572     0.04596883  0.88 2.317189     0.02710142  0.92 2.121539     0.07331067 0.91    2.790829    0.03108389  0.97 4.015666   0.04162568  0.91 3.807133    0.1128071  0.88    5.304935   0.09178432 0.78 11.9709   0.1367042  0.68    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  12.72933   0.411601  0.38  15.18014   0.2800412  0.37    -99.0      -99.0     0.0  -99.0       -99.0     0.0  22.77763   0.515068   0.83 -99.0      -99.0     0.0  27.96535    0.6641919  0.87 37.37615   0.1732065 0.83    40.732     0.1738294 0.83    28.80419    1.766871 0.71    26.59618   1.725621 0.82    1.017   0.0         0.3697   0.7144    0.3697    -1.0   0         3.5         8.48    7.67    -39.3       0.03       8.599       0.0        3     0.03         0.011        0.036        0.0020       0           0          1        0         4.0        3.0        4.0        0.14166982912357332  
